Afrihkká	Afrika
Kategoriija:Nuortariika	Kategori:Österrike
Kategoriija:Bangladesh	Kategori:Bangladesh
Kategoriija:Etiopia	Kategori:Etiopien
Kategoriija:Vuolleeatnamat	Kategori:Nederländerna
Kategoriija:Polen	Kategori:Polen
Kategoriija:Portugal	Kategori:Portugal
Kategoriija:Šveica	Kategori:Schweiz
Kategoriija:Thaieana	Kategori:Thailand
Kategoriija:Ukraina	Kategori:Ukraina
Kategoriija:Vietnam	Kategori:Vietnam
Kategoriija:Njiččehasat	Kategori:Däggdjur
Kategoriija:Njoammut	Kategori:Kräldjur
Kategoriija:Cuoppoeallit	Kategori:Groddjur
Kategoriija:Lottit	Kategori:Fåglar
Kategoriija:Šattut	Kategori:Växter
Kategoriija:Fysihkka	Kategori:Fysik
Kategoriija:Luonddudieđa	Kategori:Naturvetenskap
Kategoriija:Biologiija	Kategori:Biologi
Kategoriija:Historjá	Kategori:Historia
Kategoriija:Eatnandiehtu	Kategori:Geografi
Kategoriija:Servodat	Kategori:Samhälle
Kategoriija:Oskkut	Kategori:Religion
Kategoriija:Teknihkka	Kategori:Teknik
Kategoriija:Dieđa	Kategori:Vetenskap
Kategoriija:Ovttastuvvan Nášuvnnat	Kategori:Förenta nationerna
Kategoriija:Filmmat	Kategori:Film
Kategoriija:Media	Kategori:Massmedia
Kategoriija:Kommunikašuvdna	Kategori:Kommunikation
Kategoriija:Eana	Kategori:Jorden
Kategoriija:Dieđut	Kategori:Information
Hiiumaa (eanangoddi)	Hiiu län
Matti Aikio	Matti Aikio
Romsdal	Romsdal
Paseo de la Reforma	Paseo de la Reforma
Romerike	Romerike
Helgeland	Helgeland
Korsnäs	Korsnäs
Pieksänmaa	Pieksänmaa
Sunnhordland	Sunnhordland
Miskitogiella	Miskito (språk)
Keitele	Keitele
Vähäkyrö	Lillkyro
Lappi (gielda)	Lappi
Hailuoto	Karlö
Halikko	Halikko
Laihia	Laihela
Haugalandet	Haugalandet
Haukivuori	Haukivuori
Ryfylke	Ryfylke
Finnmárkku allaskuvla	Høgskolen i Finnmark
Mämmi	Memma
Varpaisjärvi	Varpaisjärvi
Lehtimäki	Lehtimäki
Rymättylä	Rimito
Kylmäkoski	Kylmäkoski
Lemu	Lemo
Perniö	Bjärnå
Suolahti	Suolahti
Lohtaja	Lochteå
Ristiina	Kristina kommun
Noormarkku	Norrmark
Mellilä	Mellilä
Västanfjärd	Västanfjärd
Kiikala	Kiikala
Mäntyharju	Mäntyharju
Suomusjärvi	Suomusjärvi
Muurla	Muurla
Joroinen	Jorois
Juovlaskeaŋka	Julklapp
Nuortasápmelaččat	Skolter
Pietarsaari	Jakobstad
Máze girku	Máze kyrka
Fálá	Kvaløya, Finnmark
Kárášjohka (johka)	Kárášjohka älv
Gáregasnjárga	Karigasniemi
Karttula	Karttula
Kaskinen	Kaskö
Kiukainen	Kiukais
Kjósarhreppur	Kjósarhreppur
Sunnmøre	Sunnmøre
Háhká	Större kungsfisk
Rocky Dawuni	Rocky Dawuni
Veierland	Veierland
Sub	Sub (TV-kanal)
Norgga ráđđehus	Norges regering
Føynland	Føynland
Goavddis	Shamantrumma
Golmmešjávri (Mátta-Várjjat)	Stuorát Golmmesjávri
Párvusz	Párvusz
Eahpáraš	Myling
Ruoholahti metrostašuvdna	Gräsvikens metrostation
Statoil	Statoil
Várremarigiella	Västmariska
Kamppi metrostašuvdna	Kampens metrostation
Mustasaari	Korsholm
Oarjelulli-Pirkanmaa guovlugielda	Sydvästra Birkalands ekonomiska region
Sámiráđđi	Samerådet
Oarjedavvi-Pirkanmaa guovlugielda	Nordvästra Birkalands ekonomiska region
Tampere guovlugielda	Tammerfors ekonomiska region
Lulli-Pirkanmaa guovlugielda	Södra Birkalands ekonomiska region
Badje-Pirkanmaa guovlogielda	Övre Birkalands ekonomiska region
Kruunupyy	Kronoby
Renko	Rengo
Gáissát	Gáisene
Rautatientori metrostašuvdna	Järnvägstorgets metrostation
Kulosaari metrostašuvdna	Brändö metrostation
Sörnäinen metrostašuvdna	Sörnäs metrostation
Hakaniemi metrostašuvdna	Hagnäs metrostation
Itäkeskus metrostašuvdna	Östra centrums metrostation
Siilitie metrostašuvdna	Igelkottsvägens metrostation
Leavdnjajohka	Lakselva
Boskalávki	Purjolök
Längelmäki	Längelmäki
Farsund	Farsund
Tingsryd	Tingsryd
Norgga sámeráđđi	Norsk Sameråd
John Gustavsen	John Gustavsen
Š (bláđđi)	Š nuoraid magasiidna
Suoma sámiid guovddášsearvi	Samernas Centralorganisation i Finland
Norgga Boazosápmelaččaid Riikkasearvi	Norske Reindriftsamers Landsforbund
Ufuohttá	Ofoten
Suoločielgi	Saariselkä
Mietoinen	Mietois
Maalahti	Malax
Báiskkit	Larus
Maksamaa	Maxmo
Predikatiiva	Predikativ
Midthordland	Midthordland
Kategoriija:Ekologiija	Kategori:Ekologi
Njávdán	Neiden
Nelonen	Nelonen
Kategoriija:Presiserensiiddut	Kategori:Förgreningssidor
Kategoriija:Filosofiija	Kategori:Filosofi
Kategoriija:Psykologiija	Kategori:Psykologi
Kategoriija:Kristtalašvuohta	Kategori:Kristendom
Kategoriija:Hindulašvuohta	Kategori:Hinduism
Kategoriija:Islám	Kategori:Islam
Söderåkra	Söderåkra
Liehkke	Leknes
Setermoen	Setermoen
Giebmegáissi girdinlihkohisvuohta 2012	Flygolyckan vid Kebnekaise 2012
Oravainen	Oravais
Sállto	Salten
Borkenes	Borkenes
Puotila metrostašuvdna	Botby gårds metrostation
Kalasatama metrostašuvdna	Fiskehamnens metrostation
Albert Küchler	Albert Küchler
Goaskimat	Örnar
Djúpavogshreppur	Djúpavogshreppur
Tennevoll	Tennevoll
Ruukki	Ruukki (kommun)
Nika Turković	Nika Turković
Deanušaldi	Tana bru
Gákti	Samedräkt
Mellunmäki metrostašuvdna	Mellungsbacka metrostation
Rastila metrostašuvdna	Rastböle metrostation
Ankara eanangoddi	Ankara (provins)
Ruksesoaivi	Fjällnejlika
Myllypuro metrostašuvdna	Kvarnbäckens metrostation
Sámi álbmotbeaivi	Samernas nationaldag
Sieidi	Sejte
Bochotnica	Bochotnica
Ráhka	Bjerkvik
Sámegiela ortografiija	Samiska skriftspråket
Ušmá	Beisfjord
Sildi	Sill
Suoma sámediggi	Sametinget (Finland)
Luopioinen	Luopiois
Sálašoaivi	Tromsdalstinden
Frederiksberg	Frederiksbergs kommun
Ruoŧa Sámediggi	Sametinget (Sverige)
Alstermo	Alstermo
Bergkvara	Bergkvara
Ludvig Karsten	Ludvig Karsten
Ođđasat	Ođđasat
Klemetti Näkkäläjärvi	Klemetti Näkkäläjärvi
Sámediggi, Ruošša	Sametinget (Ryssland)
Helssega universitehta metrostašuvdna	Helsingfors universitets metrostation
Paula Koivuniemi	Paula Koivuniemi
Gagnefa gielda	Gagnefs kommun
Guovdageainnu márkan	Kautokeino
Skaland	Skaland
Duottarčikŋa	Lapsk alpros
Duottarbusságeahpil	Fjällkattfot
Storsteinnes	Storsteinnes
Guolbbaviola	Sandviol
Steven Novella	Steven Novella
Årjäng gielda	Årjängs kommun
Čoalbmi (Áhkánjárga)	Fagernes
Kategoriija:Wikimállet	Kategori:Wikipedia:Administration
Kategoriija:Planehtat	Kategori:Planeter
Kategoriija:Almmigáhppálagat	Kategori:Astronomiska objekt
Kategoriija:Kultuvra	Kategori:Kultur
Kategoriija:Humanisttalaš fágat	Kategori:Humaniora
Kategoriija:Eatnanoasit	Kategori:Världsdelar
Kategoriija:Listtut	Kategori:Listor
Sámiid ruovttuguovlu (Suopma)	Samernas hembygdsområde
Sámi historjá	Samernas historia
Árran	Árran
Yle Teema	Yle Teema
Stierdná	Stjernøya
Oulujoki	Oulujoki kommun
Lidingö gielda	Lidingö kommun
Sámeálbmot bellodat	Samefolkets Parti
Vuodjaláibegáhkku	Smörgåstårta
Ladnesuolu	Årøya (Alta)
Åbo Underrättelser	Åbo Underrättelser
Tønder	Tønders kommun
Málle:Beaivvášgoddi	Mall:Solsystemet
ESTCube-1	ESTCube-1
Diehtosiida	Diehtosiida
Härnösand	Härnösand
Sievju	Seiland
Guovdageainnu stuimmit	Kautokeinoupproret
Agunnaryd	Agunnaryd
Hugo Birger	Hugo Birger
Sállan (Oarje-Finnmárku)	Sørøya
Leif Wager	Leif Wager
Nååmesjevuemie	Namdalen
Buolbmátjávri	Pulmankijärvi
Trine Skei Grande	Trine Skei Grande
Sven-Roald Nystø	Sven-Roald Nystø
Ella Holm Bull	Ella Holm Bull
Karl Bernhard Wiklund	Karl Bernhard Wiklund
Norgga Sámiid Riikkasearvi	Norske Samers Riksforbund
Niels Vibe Stockfleth	Nils Vibe Stockfleth
Iver Jåks	Iver Jåks
Steinar Pedersen	Steinar Pedersen (akademiker)
Gákkajávri	Gákkajávri
Klemet Erland Hætta	Klemet Erland Hætta
Egil Olli	Egil Olli
Knud Leem	Knud Leem
Lars Jacobsen Hætta	Lars Jacobsen Hætta
Ruovttueatnan gielaid guovddáš	Institutet för de inhemska språken
Paulus Utsi	Paulus Utsi
Kunoyar kommuna	Kunoys kommun
Sámiid Vuorká-Dávvirat	De Samiske Samlinger
Lageš	Fjällbjörk
Alho Alhoniemi	Alho Alhoniemi
Ellen Inga O. Hætta	Ellen Inga Hætta
Trygve Lund Guttormsen	Trygve Lund Guttormsen
Sigbjørn Skåden	Sigbjørn Skåden
Sveitarfélagið Vogar	Sveitarfélagið Vogar
Ski-Doo	Ski-Doo
Báistebiđus	Renskav
Joutseno girku	Joutseno kyrka
Sunnfjord	Sunnfjord
Emmelie de Forest	Emmelie de Forest
Beaivváš Sámi Našunálateáhter	Beaivváš Sámi Našunálateáhter
Hornøya	Hornøya
Iešjávri	Iešjávri
Nyawaygigiella	Nyawaygi
Wikipedia:Ávžžuhuvvon listtut	Wikipedia:Utmärkta listor
Kategoriija:Nuortariikalaččat	Kategori:Österrikare
Kategoriija:Hollánddalaččat	Kategori:Nederländare
Kategoriija:Fránskalaččat	Kategori:Fransmän
Kategoriija:Eurohpá jogat	Kategori:Vattendrag i Europa
Kategoriija:Amerihkálaš musihkkárat	Kategori:Amerikanska musiker
Kategoriija:Eurohpá várit	Kategori:Berg i Europa
Kategoriija:Duiskalaš govvadáiddárat	Kategori:Tyska målare
Málle:Geavaheaddjekássa	Mall:Användarbox
Ájanárti	Snöbräcka
Kategoriija:Vuoigatvuođadieđa	Kategori:Juridik
Kategoriija:Riikkat	Kategori:Världens länder
Wikipedia:Geavaheaddjedovddaldaga molsun	Wikipedia:Byte av användarnamn
Wikipedia:Administráhtorat	Wikipedia:Administratörer
Kategoriija:Olbmot	Kategori:Personer
Wikipedia:Byrokráhtat	Wikipedia:Byråkrater
Wikipedia:Bohtat	Wikipedia:Robotar
Kategoriija:Áigi	Kategori:Tid
Kategoriija:Luondu	Kategori:Natur
Kategoriija:Interneahtta	Kategori:Internet
Kategoriija:Botanihkka	Kategori:Botanik
Wikipedia:AutoWikiBrowser	Wikipedia:AutoWikiBrowser
Aleksandra Andreevna Antonova	Aleksandra Antonova
Kategoriija:Politihkka	Kategori:Politik
Kategoriija:Oahppu	Kategori:Utbildning
Kategoriija:Dáidda	Kategori:Konst
Kategoriija:Dihtorprográmmat	Kategori:Datorprogram
Egypta	Egypten
Vuonnabahta	Varangerbotn
Elsa Laula Renberg	Elsa Laula Renberg
Buolbmát	Polmak
Sámi allaskuvla	Samiska högskolan
Follo	Follo
Peđar Jalvi	Peđar Jalvi
Wikipedia:Klassifiseren	Wikipedia:Strukturering
Sámi Grand Prix	Sámi Grand Prix
Knut Bergsland	Knut Bergsland
Wikipedia:Wikiprošeakta	Wikipedia:Projekt
Málle:Bot	Mall:Bot
Pekka Aikio	Pekka Aikio
Erkki Itkonen	Erkki Itkonen
Inger-Mari Aikio-Arianaick	Inger-Mari Aikio-Arianaick
Kerttu Vuolab	Kerttu Vuolab
Irja Seurujärvi	Irja Seurujärvi-Kari
Kanáda	Kanada
Stig Gælok	Stig Riemmbe Gælok
Guolgavuodjalasta	Dvärgtätört
Kategoriija:Ungára	Kategori:Ungern
Kategoriija:Belgia	Kategori:Belgien
Kategoriija:Kypros	Kategori:Cypern
Kategoriija:Čeahkka	Kategori:Tjeckien
Kategoriija:Dánmárku	Kategori:Danmark
Kategoriija:Estteeana	Kategori:Estland
Kategoriija:Suopma	Kategori:Finland
Kategoriija:Greika	Kategori:Grekland
Kategoriija:Látvia	Kategori:Lettland
Kategoriija:Islánda	Kategori:Island
Kategoriija:Luxemburg	Kategori:Luxemburg
Kategoriija:Lietuva	Kategori:Litauen
Kategoriija:Malta	Kategori:Malta
Kategoriija:Ruoŧŧa	Kategori:Sverige
Kategoriija:Slovakia	Kategori:Slovakien
Kategoriija:Slovenia	Kategori:Slovenien
Suonnjel	Priretjnyj
Kategoriija:Ávžžuhuvvon artihkkalat -prošeakta	Kategori:Wikipedia:Utmärkta artiklar
Hans Aslak Guttorm	Hans Aslak Guttorm
Jim	Jim (TV-kanal)
Mutti	Nävgröt
Kategoriija:Dihtor- ja videospealut	Kategori:Datorspel
Kategoriija:Spealut	Kategori:Spel
Wikipedia:Čoahkkáigeassu	Wikipedia:Sammanfattningsfältet
Unna Ráipásaš	Lille-Raipas
Málle:Leavga	Mall:Flaggbild
Kategoriija:Eurohpá riikkat	Kategori:Europas länder
Kategoriija:Eurohpá	Kategori:Europa
Siglufjarðarkaupstaður	Siglufjarðarkaupstaður
Wikipedia:Geavaheaddjesiidu	Wikipedia:Användarsidor
Málle:Málleveahkki	Mall:Dokumentation
Kategoriija:Mininalttat	Kategori:Substubbar-samtliga
Wikipedia:Váldde oktavuođa	Wikipedia:Kontakt
Wikipedia:Áigeguovdil	Wikipedia:Deltagarportalen
Kategoriija:Wikipedians by language	Kategori:Användare efter språk
Wikipedia:Nalta	Wikipedia:Stubbar
Wikipedia:Vandalisma	Wikipedia:Klottersanering
Wikipedia:Artihkalsávaldagat	Wikipedia:Önskelista
Fylkkamánni	Fylkesman
Wikipedia:Rievdadansoahti	Wikipedia:Redigeringskrig
Málle:Softredirect	Mall:Mjuk omdirigering
Málle:Njuolggosihkkun	Mall:Radera
Kategoriija:Davviriikkat	Kategori:Norden
Johanna Grüssner	Johanna Grüssner
Kategoriija:Gielat	Kategori:Språk
Kategoriija:Giellaoahppa	Kategori:Grammatik
Kategoriija:Sohkadutkan	Kategori:Genealogi
Kategoriija:Kaleandarat	Kategori:Kalendrar
Kategoriija:Wikipedia	Kategori:Wikipedia
Kategoriija:Pages with broken file links	Kategori:Sidor med trasiga fillänkar
Kategoriija:Buollimat	Kategori:Bränder
Kategoriija:Eurohpá gávpogat	Kategori:Städer i Europa
Wikipedia:Statistics	Wikipedia:Statistik
Málle:Navbox	Mall:Navbox
Orhon-alfabehta	Orchonskrift
Málle:Njulgenbálggis	Mall:Genväg
Jokŋašattut	Blåbärssläktet
Sáidi	Gråsej
Kategoriija:Irana gávpogat	Kategori:Orter i Iran
Kategoriija:Irana eatnandiehtu	Kategori:Irans geografi
Israel Ruong	Israel Ruong
Lars-Gunnar Larsson	Lars-Gunnar Larsson
Málle:Gáldu váilo	Mall:Källa behövs
Kategoriija:Wikipedia bajásdoallu	Kategori:Kvalitetskontroll
Málle:!	Mall:!
Málle:Tnavbar	Mall:Navbar
Málle:Anchor	Mall:Ankare
Sarri	Blåbär
Duottar	Fjäll
Kategoriija:Afrihkká	Kategori:Afrika
Kategoriija:Suoidnemánnu	Kategori:Juli
Kategoriija:Geassemánnu	Kategori:Juni
Kategoriija:Mánotbajit	Kategori:Månader
Málle:Babel	Mall:Babel
Málle:Commons	Mall:Commons
Stokke	Stokke kommun
Wikipedia:Gáldut	Wikipedia:Källhänvisningar
Málle:Nalta	Mall:Stub
Málle:User af-1	Mall:Användare af-1
Málle:User als-1	Mall:Användare als-1
Málle:User ar-1	Mall:Användare ar-1
Málle:User eo-1	Mall:Användare eo-1
Málle:User da-2	Mall:Användare da-2
Málle:User da	Mall:Användare da
Málle:User ca-1	Mall:Användare ca-1
Málle:User ca-4	Mall:Användare ca-4
Málle:User be-2	Mall:Användare be-2
Málle:User da-1	Mall:Användare da-1
Málle:User cs-1	Mall:Användare cs-1
Málle:User bg-1	Mall:Användare bg-1
Málle:User eo-3	Mall:Användare eo-3
Málle:User de	Mall:Användare de
Málle:User de-1	Mall:Användare de-1
Málle:User et-1	Mall:Användare et-1
Málle:User el	Mall:Användare el
Málle:User es	Mall:Användare es
Málle:User de-3	Mall:Användare de-3
Málle:User en-3	Mall:Användare en-3
Málle:User el-1	Mall:Användare el-1
Málle:User en-1	Mall:Användare en-1
Málle:User en-2	Mall:Användare en-2
Málle:User eo-2	Mall:Användare eo-2
Málle:User en-4	Mall:Användare en-4
Málle:User fi	Mall:Användare fi
Málle:User en-0	Mall:Användare en-0
Málle:User en	Mall:Användare en
Málle:User de-2	Mall:Användare de-2
Málle:User es-1	Mall:Användare es-1
Kategoriija:Ekonomalaš systemat, ortnegat ja vuogádagat	Kategori:Ekonomiska system
Málle:User fi-1	Mall:Användare fi-1
Málle:User fr-1	Mall:Användare fr-1
Kategoriija:Eallin	Kategori:Liv
Málle:User ia-2	Mall:Användare ia-2
Málle:User id-3	Mall:Användare id-3
Málle:User io-3	Mall:Användare io-3
Málle:User it-3	Mall:Användare it-3
Málle:User grc-1	Mall:Användare grc-1
Málle:User ja-4	Mall:Användare ja-4
Málle:User fr-2	Mall:Användare fr-2
Málle:User tr	Mall:Användare tr
Málle:User ja	Mall:Användare ja
Málle:User ja-1	Mall:Användare ja-1
Málle:User it-1	Mall:Användare it-1
Málle:User hr-1	Mall:Användare hr-1
Málle:User fr	Mall:Användare fr
Kategoriija:Guovvamánnu	Kategori:Februari
Kategoriija:1957	Kategori:1957
Kategoriija:1949	Kategori:1949
Kategoriija:1927	Kategori:1927
Kategoriija:1919	Kategori:1919
Kategoriija:Navigašuvdnamállet	Kategori:Navigationsrutor
Kategoriija:Moldávia	Kategori:Moldavien
Kategoriija:Aserbaižan	Kategori:Azerbajdzjan
Kategoriija:Ásia	Kategori:Asien
Kategoriija:Chile	Kategori:Chile
Kategoriija:2000-lohku	Kategori:2000-talet
Kategoriija:Geavaheaddji uk	Kategori:Användare uk
Kategoriija:Lulli-Amerihkká	Kategori:Sydamerika
Kategoriija:1930	Kategori:1930
Kategoriija:1936	Kategori:1936
Kategoriija:1947	Kategori:1947
Kategoriija:1937	Kategori:1937
Kategoriija:1940	Kategori:1940
Kategoriija:1934	Kategori:1934
Kategoriija:1960	Kategori:1960
Kategoriija:1943	Kategori:1943
Kategoriija:1951	Kategori:1951
Kategoriija:1942	Kategori:1942
Kategoriija:Italia regiuvnnat	Kategori:Italiens regioner
Kategoriija:1959	Kategori:1959
Kategoriija:1938	Kategori:1938
Kategoriija:1928	Kategori:1928
Kategoriija:1913	Kategori:1913
Kategoriija:1918	Kategori:1918
Kategoriija:1954	Kategori:1954
Kategoriija:1941	Kategori:1941
Kategoriija:1955	Kategori:1955
Kategoriija:1950	Kategori:1950
Málle:G-ja	Mall:Lang-ja
Kategoriija:Biebmu	Kategori:Mat
Kategoriija:1921	Kategori:1921
Kategoriija:1977	Kategori:1977
Kategoriija:1946	Kategori:1946
Kategoriija:1948	Kategori:1948
Kategoriija:1932	Kategori:1932
Kategoriija:Spábbačiekčan	Kategori:Fotboll
Kategoriija:1945	Kategori:1945
Málle:Mod	Mall:Mod
Kategoriija:1923	Kategori:1923
Kategoriija:1935	Kategori:1935
Kategoriija:1910	Kategori:1910
Kategoriija:1917	Kategori:1917
Kategoriija:1904	Kategori:1904
Kategoriija:1926	Kategori:1926
Kategoriija:1907	Kategori:1907
Kategoriija:1914	Kategori:1914
Málle:User sv	Mall:Användare sv
Kategoriija:1929	Kategori:1929
Kategoriija:1920	Kategori:1920
Kategoriija:1925	Kategori:1925
Kategoriija:1905	Kategori:1905
Kategoriija:1915	Kategori:1915
Málle:User es-2	Mall:Användare es-2
Kategoriija:1908	Kategori:1908
Málle:Bb	Mall:Nybörjare
Kategoriija:1901	Kategori:1901
Kategoriija:1903	Kategori:1903
Kategoriija:1902	Kategori:1902
Kategoriija:1900	Kategori:1900
Kategoriija:1933	Kategori:1933
Kategoriija:Jándorat	Kategori:Veckodagar
Kategoriija:1912	Kategori:1912
Kategoriija:1952	Kategori:1952
Kategoriija:Searvvit ja organišuvnnat	Kategori:Organisationer
Kategoriija:Gielladieđa	Kategori:Lingvistik
Kategoriija:1911	Kategori:1911
Kategoriija:1922	Kategori:1922
Kategoriija:1924	Kategori:1924
Kategoriija:1906	Kategori:1906
Kategoriija:Geavaheaddji fr-1	Kategori:Användare fr-1
Kategoriija:Valáštallan jagis 2013	Kategori:Sportåret 2013
Málle:Jorgaluvvon	Mall:Översatt
Málle:Afrihkká	Mall:Afrika
Málle:Bargamin	Mall:Pågår
Málle:Es	Mall:Es ikon
Kategoriija:Vuođđolágat	Kategori:Konstitutioner
Málle:Dárkilvuohta	Mall:Faktakoll
Málle:Infoboks skuvla	Mall:Infobox skola
Málle:Sv	Mall:Sv ikon
Málle:Riika	Mall:Landsfakta
Málle:Fi	Mall:Fi ikon
Málle:Panoráma	Mall:Panorama
Kategoriija:Sosiálademokráhtalaš bellodagat	Kategori:Socialdemokratiska partier
Málle:G-ar	Mall:Lang-ar
Málle:User es-0	Mall:Användare es-0
Málle:Ávžžuhuvvon	Mall:Utmärkt
Kategoriija:Riegádeamit 1875	Kategori:Födda 1875
Kategoriija:Riegádeamit 1856	Kategori:Födda 1856
Kategoriija:Paris	Kategori:Paris
Kategoriija:Geavaheaddji en-4	Kategori:Användare en-4
Kategoriija:Budapest	Kategori:Budapest
Kategoriija:Geavaheaddji en	Kategori:Användare en
Kategoriija:Geavaheaddji zh	Kategori:Användare zh
Kategoriija:Kroatia	Kategori:Kroatien
Kategoriija:Geavaheaddji en-2	Kategori:Användare en-2
Málle:Diehtokássa	Mall:Faktamall
Kategoriija:Jápmimat 1902	Kategori:Avlidna 1902
Kategoriija:Alfabehtat	Kategori:Alfabet
Kategoriija:Historjá riikkaid mielde	Kategori:Historia efter land
Málle:G-da	Mall:Lang-da
Málle:G-no	Mall:Lang-no
Kategoriija:Norgga stáhtaministarat	Kategori:Norges statsministrar
Málle:Neahttagáldu	Mall:Webbref
Kategoriija:Davviriikkaid historjá	Kategori:Nordens historia
Kategoriija:Suoma oaiveministarat	Kategori:Finlands statsministrar
Kategoriija:Áibmojohtolat	Kategori:Flyg
Kategoriija:Biebmu ja jugus	Kategori:Mat och dryck
Málle:·	Mall:·
Málle:User nl-1	Mall:Användare nl-1
Kategoriija:Ruvsušattut	Kategori:Rosaceae
Málle:User nl-2	Mall:Användare nl-2
Kategoriija:Geavaheaddji hi	Kategori:Användare hi
Málle:G-hr	Mall:Lang-hr
Kategoriija:Presideanttat	Kategori:Presidenter
Kategoriija:Várit	Kategori:Berg
Málle:User ru	Mall:Användare ru
Kategoriija:1900-lohku	Kategori:1900-talet
Málle:IPA	Mall:IPA
Kategoriija:Politihkkárat	Kategori:Politiker
Kategoriija:Amerihkká	Kategori:Amerika
Kategoriija:Ovttastuvvan gonagasriikka gávpogat	Kategori:Orter i Storbritannien
Gustav Hasselbrink	Gustav Hasselbrink
Kategoriija:Nobel ráfibálkkašumi vuoitit	Kategori:Mottagare av Nobels fredspris
Málle:Infoboks jávri	Mall:Insjöfakta
Kategoriija:Láibbit	Kategori:Bröd
Kategoriija:Riegádeamit 1879	Kategori:Födda 1879
Kategoriija:Riegádeamit 1955	Kategori:Födda 1955
Kategoriija:Gáranasmuorjjit	Kategori:Arctostaphylos
Kategoriija:Riegádeamit 1823	Kategori:Födda 1823
Kategoriija:Riegádeamit 1963	Kategori:Födda 1963
Kategoriija:Jápmimat 1884	Kategori:Avlidna 1884
Kategoriija:Jápmimat 1875	Kategori:Avlidna 1875
Kategoriija:Riegádeamit 1868	Kategori:Födda 1868
Kategoriija:Riegádeamit 1812	Kategori:Födda 1812
Kategoriija:Riegádeamit 1817	Kategori:Födda 1817
Kategoriija:Riegádeamit 1837	Kategori:Födda 1837
Kategoriija:Nobel fysihkkabálkkasumi vuoitit	Kategori:Nobelpristagare i fysik
Kategoriija:Jápmimat 1863	Kategori:Avlidna 1863
Kategoriija:Riegádeamit 1829	Kategori:Födda 1829
Kategoriija:Riegádeamit 1998	Kategori:Födda 1998
Kategoriija:Jápmimat 1802	Kategori:Avlidna 1802
Kategoriija:Jápmimat 1801	Kategori:Avlidna 1801
Kategoriija:Jápmimat 1718	Kategori:Avlidna 1718
Kategoriija:Riegádeamit 1834	Kategori:Födda 1834
Kategoriija:Jápmimat 1729	Kategori:Avlidna 1729
Kategoriija:Jápmimat 1720	Kategori:Avlidna 1720
Kategoriija:Jápmimat 1764	Kategori:Avlidna 1764
Málle:Wikifiseren	Mall:Ickewiki
Kategoriija:1800-lohku	Kategori:1800-talet
Kategoriija:Girječállit	Kategori:Författare
Kategoriija:Stáhtajođiheaddjit	Kategori:Statschefer
Málle:Planehta	Mall:Infobox planet
Kategoriija:1931	Kategori:1931
Kategoriija:1958	Kategori:1958
Kategoriija:1956	Kategori:1956
Kategoriija:1944	Kategori:1944
Málle:Mininalta	Mall:Substub
Kategoriija:Ođđajagimánnu	Kategori:Januari
Kategoriija:1916	Kategori:1916
Kategoriija:1939	Kategori:1939
Málle:G-fa	Mall:Lang-fa
Kategoriija:1909	Kategori:1909
Málle:User pl	Mall:Användare pl
Kategoriija:Riegádeamit 1704	Kategori:Födda 1704
Kategoriija:Riegádeamit 2003	Kategori:Födda 2003
Málle:User no-2	Mall:Användare no-2
Málle:Kategoriijat váilot	Mall:Okategoriserad
Málle:Ruoŧa leanat	Mall:Sveriges län
Málle:G-de	Mall:Lang-de
Málle:G-el	Mall:Lang-el
Málle:G-my	Mall:Lang-my
Málle:Telemárkku suohkanat	Mall:Telemark fylke
Málle:Rogalándda suohkanat	Mall:Rogaland fylke
Kategoriija:Fitnodagat	Kategori:Företag
Málle:User pl-1	Mall:Användare pl-1
Kategoriija:Duiskka eatnandiehtu	Kategori:Tysklands geografi
Kategoriija:Málesteapmi	Kategori:Matlagning
Málle:Stivre deike	Mall:Omdirigering
Málle:Fylkka dieđut	Mall:Fylkesfakta
Málle:User nds-1	Mall:Användare nds-1
Kategoriija:Idnešattut	Kategori:Lycopodiophyta
Málle:Coord/link	Mall:Coord/link
Kategoriija:Uruguay departemeanttat	Kategori:Uruguays departement
Málle:User en-5	Mall:Användare en-5
Málle:Vahkku	Mall:Veckodagar
Málle:User fr-0	Mall:Användare fr-0
Kategoriija:Jápmán gielat	Kategori:Utdöda språk
Kategoriija:Geavaheaddji ja-N	Kategori:Användare ja-N
Málle:G-ru	Mall:Lang-ru
Kategoriija:Riegádeamit 1903	Kategori:Födda 1903
Kategoriija:Riegádeamit 1925	Kategori:Födda 1925
Kategoriija:Riegádeamit 1936	Kategori:Födda 1936
Kategoriija:Riegádeamit 1916	Kategori:Födda 1916
Kategoriija:Riegádeamit 1910	Kategori:Födda 1910
Kategoriija:Riegádeamit 1939	Kategori:Födda 1939
Málle:Polytonalaš	Mall:Polytonic
Kategoriija:1962	Kategori:1962
Kategoriija:Aserbaižanalaččat	Kategori:Azerier
Kategoriija:Gaska-nuorti	Kategori:Mellanöstern
Málle:Gieldadieđut, Suopma	Mall:Kommun Finland
Kategoriija:Aviissat	Kategori:Tidningar
Kategoriija:Riegádeamit 1938	Kategori:Födda 1938
Kategoriija:Metamállet	Kategori:Metamallar
Málle:User ksh	Mall:Användare ksh
Kategoriija:Giellasymbolamállet	Kategori:Språkmallar
Kategoriija:1663	Kategori:1663
Kategoriija:Jápmimat 1663	Kategori:Avlidna 1663
Kategoriija:Bassebeaivvit	Kategori:Temadagar
