Āfrika	Afrika
Interneta vēsture	Internets historia
Pardubices apgabals	Pardubice (region)
Billie Jean	Billie Jean
Kirisimasi	Kiritimati
Kea	Kea
Cīņas sports 2012. gada Vasaras Olimpiskajās spēlēs	Brottning vid olympiska sommarspelen 2012
Rostova	Rostov
Reklāmprogrammatūra	Annonsprogram
Datu noliktava	Data warehouse
Lauka hokejs 2012. gada Vasaras Olimpiskajās spēlēs	Landhockey vid olympiska sommarspelen 2012
Flogistons	Flogiston
Blūzroks	Bluesrock
Polijas valdnieku uzskaitījums	Lista över Polens statsöverhuvuden
Karloss Moija	Carlos Moyá
Teds Tērners	Ted Turner
Rubcovska	Rubtsovsk
Osmaņu dinastija	Osmanska dynastin
Bolīvijas futbola izlase	Bolivias herrlandslag i fotboll
Jaunanglijas @@@u0026Patriots"	New England Patriots
Stīvs Vejs	Steve Vai
Lapgraužu dzimta	Bladbaggar
Ribinska	Rybinsk
Bovarī kundze	Madame Bovary
Sānpeldvēži	Märlkräftor
Oktānskaitlis	Oktantal
Nensija Reigana	Nancy Reagan
Heterocikliskie savienojumi	Heterocyklisk förening
Fans	Supporter
Valsis	Vals (dans)
Salavata	Salavat
Pakešu komutācija	Paketförmedlande nätverk
Sjēna Millere	Sienna Miller
Noels Galahers	Noel Gallagher
Skalārs lauks	Skalärfält
Savu jūra	Savusjön
Furgons	Skåpbil
Takins	Takin
Panarābisms	Panarabism
A Night at the Opera	A Night at the Opera (musikalbum av Queen)
Atentāts pret Džonu Kenediju	Mordet på John F. Kennedy
Queen (albums)	Queen (musikalbum)
Winamp	Winamp
Vinsents Kasels	Vincent Cassel
Teilora Momsena	Taylor Momsen
Deformācija	Deformation
Akts par ūniju	Unionsakterna (1707)
Emilija Blanta	Emily Blunt
Titāna dioksīds	Titandioxid
Šarla likums	Charles lag
Sertaba Erenere	Sertab Erener
UTF-8	UTF-8
Opportunity	MER-B
Franču jaunais vilnis	Franska nya vågen
Frenks Bērnets	Frank Macfarlane Burnet
Brendans Freizers	Brendan Fraser
Zviedrijas vēsturiskās zemes un provinces	Landskap i Sverige
Nunu Gomišs	Nuno Gomes
Saulrieta bulvāris	Sunset Boulevard (film)
Salicilskābe	Salicylsyra
Mulenrūža (filma)	Moulin Rouge!
Krāmers pret Krāmeri	Kramer mot Kramer
Taukaudi	Fettvävnad
Pussargs (futbols)	Mittfältare (fotboll)
Mizložņa	Trädkrypare
Svetlogorska	Svetlogorsk
Pārmilzu zvaigzne	Superjätte
Ontoģenēze	Ontogeni
Idiots	Idiot
Radamantijs	Rhadamantys
Sofija Kopola	Sofia Coppola
Alans Grīnspens	Alan Greenspan
Skotijs Pipens	Scottie Pippen
Pitsburgas @@@u0026Penguins"	Pittsburgh Penguins
Kvinsijs Džonss	Quincy Jones
Šorttreks	Short track
Lords Palmerstons	Henry Temple, 3:e viscount Palmerston
Stanislass Vavrinka	Stanislas Wawrinka
Tomāšs Berdihs	Tomáš Berdych
Ludacris	Ludacris
Līza Asija	Lys Assia
Nodars Kumaritašvili	Nodar Kumaritasjvili
Elektromobilis	Elbil
Oza zemes burvis (filma)	Trollkarlen från Oz
Sugababes	Sugababes
Valters Samuels	Walter Samuel
Gabriela Gifordsa	Gabrielle Giffords
Davids Luiss	David Luiz
Ne-Yo	Ne-Yo
Rasuna-Anterselva	Rasen-Antholz
Jaroslavs Plašils	Jaroslav Plašil
Sergijevposada	Sergijev Posad
Džonsa Hopkinsa universitāte	Johns Hopkins University
Peldēšana 2012. gada Vasaras Olimpiskajās spēlēs	Simning vid olympiska sommarspelen 2012
Mistrāls	Mistral (vind)
Torija Eimosa	Tori Amos
Ģentes Džons	Johan av Gent
Pio no Pjetrelčinas	Padre Pio
Kvintiliāns	Marcus Fabius Quintilianus
Vienības matrica	Enhetsmatris
Badmintons 2012. gada Vasaras Olimpiskajās spēlēs	Badminton vid olympiska sommarspelen 2012
Imaginārā vienība	Imaginära enheten
Rodžers Penrouzs	Roger Penrose
Zīmuļu asināmais	Pennvässare
Mjelnirs	Mjölner
Raiens Goslings	Ryan Gosling
Krietnais Vils Hantings	Will Hunting
Asfiksija	Kvävning
Gumijlēkšana	Bungyjump
S/2003 J 12	S/2003 J12
Starptautiskā elektrotehniskā komisija	International Electrotechnical Commission
Annāles	Annaler
Māršals Makluens	Marshall McLuhan
Bredlijs Viginss	Bradley Wiggins
Njords	Njord
Digimoni	Digimon
Mitra	Mitra
Kapitelis	Kapitäl (arkitektur)
Valga	Valga
Zemes kodols	Jordens kärna
Dioptrija	Dioptri
Nemirstība	Odödlighet
Modelēšana	Vetenskaplig modell
B'Day	B'Day
Beringa sala	Berings ö
Kamjaneca-Podiļska	Kamjanets-Podilskyj
Kazeīns	Kasein
Reaktīvā pretestība	Reaktans
Farss	Fars
Arnolds Rītels	Arnold Rüütel
Korijs Šneiders	Cory Schneider
Romiešu ceļš	Romerska vägar
Stīvens Tailers	Steven Tyler
Serie B	Serie B i fotboll
Reinīra kalns	Mount Rainier
Orki	Orcher
Serpuhova	Serpuchov
Austrumsomija	Östra Finlands län
Serafs	Seraf
Sestrorecka	Systerbäck (ort)
Transhumānisms	Transhumanism
Detroitas @@@u0026Red Wings"	Detroit Red Wings
Bostonas @@@u0026Bruins"	Boston Bruins
Kalgari @@@u0026Flames"	Calgary Flames
Datu posma slānis	Datalänkskikt
Magnetrons	Magnetron
Bitu ātrums	Överföringskapacitet
Pretinde	Motgift
Noktirne	Nocturne
Dobspiedums	Intaglio
Reparācijas	Krigsskadestånd
Kosmodroms	Rymdbas
Pārdošana	Försäljning
Etilēnglikols	Etandiol
Basketbols 2012. gada Vasaras Olimpiskajās spēlēs	Basket vid olympiska sommarspelen 2012
Zvaigžņu Vārti: Visums	Stargate Universe
Amsterdama (sala)	Amsterdamön, Indiska oceanen
Nas	Nas (rappare)
Liekā sekunde	Skottsekund
Separātisms	Separatism
Dziedātājputni	Osciner
Teniss 2008. gada Vasaras Olimpiskajās spēlēs	Tennis vid olympiska sommarspelen 2008
Plātņžauņi	Hajar och rockor
Ohaio Veslijanas universitāte	Ohio Wesleyan University
Rožkrustieši	Rosenkreuzarna
Halucinogēni	Hallucinogen
Nogrādas meģe	Nógrád
Darbības potenciāls	Aktionspotential
Hjū Hefners	Hugh Hefner
Atūdeņošanās	Dehydrering
Bioētika	Bioetik
Sausais ledus	Torris
Kalifornijas kondors	Kalifornisk kondor
Karību jūras pirāti (filmu sērija)	Pirates of the Caribbean
Vīnskābe	Vinsyra
Billijs Džoels	Billy Joel
Jagellonu dinastija	Jagellonska ätten
Lāču sala	Björnön
Ņujorkas @@@u0026Islanders"	New York Islanders
Kostarikas futbola izlase	Costa Ricas herrlandslag i fotboll
16. Vācu armija	16. Armee
Nunataks	Nunatak
Virsmas apgaismojums	Illuminans
Ričards Brensons	Richard Branson
Cēlējspēks	Lyftkraft
Žils Masnē	Jules Massenet
Aneksija	Annektering
Kristus Glābēja katedrāle	Kristus Frälsarens katedral
Vankdorfas Šveices stadions	Stade de Suisse
Alga	Lön
Beznoteces ezers	Endorheisk sjö
Jēzus dzimšanas baznīca	Födelsekyrkan
Atrofija	Atrofi
Džastins Hārtlijs	Justin Hartley
Dens Marīno	Dan Marino
Kantiflass	Cantinflas
Aleksandrs Berkmans	Alexander Berkman
Itālijas eiro monētas	Italien och eurosamarbetet
Elisone Meka	Allison Mack
Kristīna Krūka	Kristin Kreuk
Team Europcar	Team Europcar
Paceles cīpsla	Hamstringsmusklerna
Maskēšanās	Kamouflage
Lobeza	Łobez
Rasels Vestbruks	Russell Westbrook
Henriks Mhitarjans	Henrich Mchitarjan
Ītons	Eaton
Spoguļkamera	Spegelreflexkamera
Staroduba	Starodub
Starijoskola	Staryj Oskol
Sterļitamaka	Sterlitamak
Svētais Vāclavs	Wencel av Böhmen
Mikroskops	Mikroskop
Islandes universitāte	Islands universitet
Kelsijs Gramers	Kelsey Grammer
Konteksts	Kontext
Ribas	Revben
Trubčevska	Trubtjevsk
Tinda	Tynda
Usurijska	Ussurijsk
Uhta	Uchta
Kažokāda	Pälsverk
Džans Hens	Zhang Heng
Himki	Chimki
DC	DC
Džunšaņa	Zhongshan (forskningsstation)
Paranormans	ParaNorman
Čehova	Tjechov, Moskva oblast
Šahti	Sjachty
Ščolkova	Sjtjolkovo
Elektrostaļa	Elektrostal
D-dimērs	D-dimer
Epifīze	Tallkottkörteln
Patujāra šķiedrgalvīte	Gifttråding
Engelsa	Engels (stad)
Montija Holla problēma	Monty Hall-problemet
Fotofinišs	Målfoto
Koptu pareizticīgā baznīca	Koptisk-ortodoxa kyrkan
Naomi Kempbela	Naomi Campbell
Alvoranas jūra	Alboránsjön
Zigfrīds Anna Meierovics	Zigfrīds Anna Meierovics
Sārtais pelikāns	Vit pelikan
Ukrainas ģerbonis	Ukrainas statsvapen
Jaungvinejas jūra	Bismarcksjön
Nēmejas lauva	Nemeiska lejonet
Aragonas karaliste	Kungariket Aragonien
Afgāns	Afghani
Zālamana jūra	Salomonsjön
Mahmuds I	Mahmud I
Ahmeds III	Ahmed III
Mustafa III	Mustafa III
Elkoņa kauls	Armbågsben
Urmijas ezers	Urmiasjön
Polijas vēsture	Polens historia
MiG-25	Mikojan-Gurevitj MiG-25
Let It Be (albums)	Let It Be
Montičelo	Monticello
Selims III	Selim III
Barbara Maklintoka	Barbara McClintock
Mustafa II	Mustafa II
Ahmeds II	Ahmed II
Angolas ģerbonis	Angolas statsvapen
Starptautiski neatzītu valstu uzskaitījums	Lista över stater som saknar fullt internationellt erkännande
Vikipēdija katalāņu valodā	Katalanskspråkiga Wikipedia
Vikipēdija ukraiņu valodā	Ukrainskspråkiga Wikipedia
Vikipēdija arābu valodā	Arabiskspråkiga Wikipedia
Tadžikijas PSR	Tadzjikiska SSR
Balikesira	Balıkesir
Zilais sīlis	Blåskrika
Zemesvēžu dzimta	Mullvadssyrsor
Lāzerprinteris	Laserskrivare
Tā runāja Zaratustra	Så talade Zarathustra
Sindija Kroforda	Cindy Crawford
Lielā Kolumbija	Storcolombia
Osmans III	Osman III
Murads V	Murad V
Mustafa IV	Mustafa IV
Intrigante	Gossip Girl
Turcijas ģerbonis	Turkiets statsvapen
Hefrens	Chefren
Bosnijas un Hercegovinas ģerbonis	Bosnien och Hercegovinas statsvapen
Anna Pakvina	Anna Paquin
Tomass Kranmers	Thomas Cranmer
Karls Malons	Karl Malone
Doda	Dorota Rabczewska
Taupo ezers	Tauposjön
Elisone Henigana	Alyson Hannigan
Dženifere Morisone	Jennifer Morrison
Leitone Mīstere	Leighton Meester
Tonlēsābs	Tonlé Sap
Ališija Silverstone	Alicia Silverstone
Brāgi	Brage
Jastrove	Jastrowie
Hurnindālsvatne	Hornindalsvatnet
Cardiology	Cardiology
Team Sky	Team Sky
Vladimirs Žirinovskis	Vladimir Zjirinovskij
Mirage 2000	Dassault Mirage 2000
Deviņstūris	Nonagon
Adžmera	Ajmer
Prizrena	Prizren
Gruzijas himna	Tavisupleba
Pjetro Badoljo	Pietro Badoglio
Šausmu filma	Skräckfilm
Azadkašmīra	Azad Kashmir
Aizkaukāzs	Transkaukasus
Vikipēdija vjetnamiešu valodā	Vietnamesiskspråkiga Wikipedia
Ūdri	Uttrar
Imperators Džimmu	Jimmu
Viktorija Džastisa	Victoria Justice
Aleksandra I sala	Alexander Island
Benijs Hills	Benny Hill
Bivas ezers	Biwasjön
Metropole	Metropolregion
Rosa šelfa ledājs	Ross shelfis
Toms Velings	Tom Welling
Navarras karaliste	Kungariket Navarra
Džigme Singje Vangčuks	Jigme Singye Wangchuck
Molekulāri kinētiskā teorija	Kinetiska gasteorin
Termoelektrostacija	Värmekraftverk
Viss par Ievu	Allt om Eva
Trollīši Mumini	Mumintrollen
Olīvija Vailda	Olivia Wilde
Javas tīģeris	Javatiger
Lielausu lapsa	Öronhund
Drošības josta	Säkerhetsbälte
Plostnieki	Flotte
Brīvā tirdzniecība	Frihandel
Sarkanais vilks	Rödvarg
MI	MI
Lirīdas	Lyriderna
Zviedrijas administratīvais iedalījums	Sveriges län
Džeimss Ross	James Clark Ross
Kobija Smuldersa	Cobie Smulders
Šons Pols	Sean Paul
Šerila Krova	Sheryl Crow
Mazā gaura	Salskrake
Diurētiķi	Vätskedrivande medel
Ladākha	Ladakh
Taisons Gejs	Tyson Gay
Fēru Salu futbola izlase	Färöarnas herrlandslag i fotboll
Pallijs	Pallium
Slubice	Słubice
Baleāru jūra	Baleariska sjön
Ziemeļpūce	Lappuggla
Meksikas himna	Himno Nacional Mexicano
Metikals	Metical
Roberts Grīns	Robert Green
Alžīrijas neatkarības karš	Algerietrevolten
Polocka	Polotsk
Ķīnas tīģeris	Sydkinesisk tiger
Kauja par Vīni	Slaget vid Wien
Amerikas Ierakstu industrijas asociācija	Recording Industry Association of America
Assassin's Creed	Assassin's Creed
Gustavs Holsts	Gustav Holst
Mareks Jankulovskis	Marek Jankulovski
Wish You Were Here	Wish You Were Here
Žodzina	Zjodzina
Kļecka	Kletsk
Lahojska	Lahojsk
Mušķērāju dzimta	Flugsnappare
Mohegani	Mohegan
Romas Karaliste	Kungariket Rom
Haralds I Zilzobis	Harald Blåtand
Amerikāņu elks	American Idol
Pelēkā dzilna	Gråspett
Lira (mūzikas instruments)	Lyra
Dieva Jērs	Agnus Dei
Jašma	Jaspis
Biskupeca	Biskupiec
Maladzječna	Molodetjno
Dana International	Dana International
Ņasviža	Njasvizj
Rubeņu dzimta	Skogshöns
Slucka (pilsēta)	Slutsk
Pāvs	Påfåglar
Orions	Orion
Alba	Alba
Kolins Makrejs	Colin McRae
Kukunors	Qinghaisjön
Arhilohs	Archilochos
Vārtsargs (futbols)	Fotbollsmålvakt
Grasshopper Club Zürich	Grasshopper Club Zürich
Augšdelma divgalvainais muskulis	Biceps brachii
Neumann	Neumann (olika betydelser)
Gregorijs van der Vīls	Gregory van der Wiel
Oskars Pistoriuss	Oscar Pistorius
Vinsents Kompanī	Vincent Kompany
Kriss Bošs	Chris Bosh
Kohtla-Jerve	Kohtla-Järve
Saļihorska	Salihorsk
Colt 1911	Colt M1911
Kodolkarš	Kärnvapenkrig
Uzda	Uzda
Braiens Šmits	Brian Schmidt
Džons Dī	John Dee
Makgila universitāte	McGill University
Harijs Pārčs	Harry Partch
Raiens Lohte	Ryan Lochte
Floriāns Alberts	Flórián Albert
Inulīns	Inulin
Heilija Viljamsa	Hayley Williams
Spalvu slāņmākoņi	Cirrostratus
Gēteborgas IFK	IFK Göteborg
Bucefals	Bukefalos
AR	AR
Deniss Rodmens	Dennis Rodman
Pjastu dinastija	Huset Piast
Liekulība	Hycklare
Bad Religion	Bad Religion
Milks	Milk
Jētelande	Götaland
Krozē salas	Crozetöarna
Sociālliberālisms	Socialliberalism
Singularitāte	Gravitationell singularitet
Sanoka	Sanok
Havi Martiness	Javi Martínez
Mars Pathfinder	Mars Pathfinder
Vasilis Torosidis	Vasilis Torosidis
Mopēds	Moped
Bens Bernanke	Ben Bernanke
Jedward	Jedward
Help! (albums)	Help!
Bilabiāls nazāls līdzskanis	Bilabial nasal
9. rajons	District 9
Varta	Warta
Hanka	Chanka
Karolīnas @@@u0026Hurricanes"	Carolina Hurricanes
Klints Dempsijs	Clint Dempsey
Tampabejas @@@u0026Lightning"	Tampa Bay Lightning
Aleksandrs Keržakovs	Aleksandr Kerzjakov
Dimitris Salpingidis	Dimitris Salpingidis
Teofanis Geks	Theofanis Gekas
Itālijas Futbola federācija	Federazione Italiana Giuoco Calcio
Rišti Rečbers	Rüştü Reçber
Qt (ietvars)	Qt
Aviators (filma)	The Aviator
Deivids Haselhofs	David Hasselhoff
Dins	Dyn (enhet)
Led Zeppelin IV	Led Zeppelin IV
Snaiperis	Prickskytt
The Doors (albums)	The Doors (musikalbum)
Sarkanie pipari	Spanskpepparsläktet
TN	TN
Ziemeļu divcīņa	Nordisk kombination
RNS interference	RNA-interferens
Elija Lartera	Ali Larter
451 grāds pēc Fārenheita	Fahrenheit 451
The Blue Marble	Den blå pärlan
Pīa Kramlinga	Pia Cramling
Hromatiskā gamma	Kromatisk skala
Tor (anonimitātes tīkls)	Tor (nätverk)
Darja Saltikova	Darja Nikolajevna Saltykova
Džīna Heršolta humanitārā balva	Jean Hersholt Humanitarian Award
Keisuke Honda	Keisuke Honda
Lambeta	London Borough of Lambeth
1998. gada Eirovīzijas dziesmu konkurss	Eurovision Song Contest 1998
Oulu (lēne)	Uleåborgs län
Roberts Grabss	Robert H. Grubbs
Noziedzīgie prāti	Criminal Minds
Lokatīvs	Lokativ
Augstie slāņmākoņi	Altostratus
Gērijs Spīds	Gary Speed
Kutno	Kutno
Aba (Nigērija)	Aba, Nigeria
Lužņiku stadions	Luzjnikistadion
Elisa sala	Ellis Island
Džuljāno Amato	Giuliano Amato
Francijas aizjūras departamenti	Frankrikes utomeuropeiska departement
Dietilēteris	Dietyleter
Lendons Donovans	Landon Donovan
Pundurnīlzirgs	Dvärgflodhäst
Allsvenskan (futbols)	Allsvenskan (fotboll)
Morisejs	Morrissey
Ciparu televīzija	Digital television
Emisijas miglājs	Emissionsnebulosa
Jakopo Sansovīno	Jacopo Sansovino
Lietus slāņmākoņi	Nimbostratus
Uvertīra	Ouvertyr
Treisijs Makgreidijs	Tracy McGrady
Japāņu tējas ceremonija	Japansk teceremoni
Stjuarts Daunings	Stewart Downing
Volgas federālais apgabals	Volgaområdets federala distrikt
Krusttēvs 3	Gudfadern del III
BA	BA
Mārgarita Korta	Margaret Smith Court
Alberto Gonsaless	Alberto Gonzales
Megija Džilenhola	Maggie Gyllenhaal
Jorgs Samars	Georgios Samaras
Augstie gubumākoņi	Altocumulus
Čezāre Lombrozo	Cesare Lombroso
Spiridons Luiss	Spyridon Louis
GE	GE
Atlantic Records	Atlantic Records
Kabūra	Cabourg
Driāda	Dryader
Polārais loks	Polcirkel
Mūmija (filma)	Mumien
Apšaude kinoteātrī Ororā	Massakern i Aurora
Mīnu traleris	Minsvepare
Maldu zona	I cirkelns mitt
Rečitatīvs	Recitativ
Paulina Ruvio	Paulina Rubio
Briga	Brigg
Vertigo	Studie i brott
Daido	Dido Armstrong
Emre Belezoglu	Emre Belözoğlu
Romiešu-jūdu karš	Judiska kriget
RCA Records	RCA Records
Kilians Mērfijs	Cillian Murphy
Čeņs Kaige	Chen Kaige
Oldema	Oldham
Džesika Suta	Jessica Sutta
Dodžs	Doge
Yesterday	Yesterday
Jānis Sprukts	Jānis Sprukts
IBM PC	IBM PC
The Piper at the Gates of Dawn	The Piper at the Gates of Dawn
Kopakabana (Riodežaneiro)	Copacabana
Bilijs Bobs Torntons	Billy Bob Thornton
Neirolingvistiskā programmēšana	Neurolingvistisk programmering
Aizklāšanās	Ockultation
Keita Vinsleta	Kate Winslet
Pētera I Sala	Peter I:s ö
Rebeka Romeina	Rebecca Romijn
Kombinācija	Kombination (matematik)
Somijas vēstures hronoloģija	Finlands historia
Falaši	Beta Israel
RA (nozīmju atdalīšana)	Ra
Sociālais medijs	Sociala medier
Džeks Sperovs	Jack Sparrow
Maikls Balzarijs	Michael Balzary
Vikiprojekts:Futbols	Wikipedia:Projekt fotboll
Meja Vesta	Mae West
Dalasi	Dalasi
Cikādes	Stritar
Kristāla pils	Kristallpalatset
2010. gada Bērnu Eirovīzijas dziesmu konkurss	Junior Eurovision Song Contest 2010
Hattrick	Hattrick (datorspel)
Brahmagupta	Brahmagupta
Kalnu aukas	Svindlande höjder
Kordels Halls	Cordell Hull
Maita	Kadaver
OK Computer	OK Computer
Igors Akinfejevs	Igor Akinfejev
Losandželosas @@@u0026Kings"	Los Angeles Kings
Zilda Arnsa	Zilda Arns
Otavas @@@u0026Senators"	Ottawa Senators
Viskrievijas Ārkārtas komisija	Tjeka
Lielais skudrlācis	Jättemyrslok
Virgin Records	Virgin Records
Rosa Teritorija	Ross Dependency
Vistlera	Whistler, British Columbia
Āfrikas tripanosomiāze	Afrikansk sömnsjuka
Inari ezers	Enare träsk
Pirmā lēdija	Landets första dam
Roberts Frips	Robert Fripp
Rokasbumba 2008. gada Vasaras Olimpiskajās spēlēs	Handboll vid olympiska sommarspelen 2008
Konceptuālā māksla	Konceptkonst
Sfēriskā koordinātu sistēma	Sfäriska koordinater
Ciara	Ciara
Andrē Danikans Filidors	François-André Danican Philidor
Sajāni	Sajanbergen
Sāremā apriņķis	Saare län
Galvaspilsētas reģions (Islande)	Reykjaviks storstadsområde
Doom 3	Doom 3
Ukrainas administratīvais iedalījums	Ukrainas administrativa indelning
Somijas marka	Finsk mark
NO	NO
Toronto @@@u0026Maple Leafs"	Toronto Maple Leafs
Rioni	Rioni
Sektors	Cirkelsektor
Porfīrijs	Porphyrios
AC	AC
Ilmenis	Ilmen
HTV	HTV
Rašids Nežmetdinovs	Rasjid Nezjmetdinov
Rumānijas karaliste	Kungariket Rumänien
Igors Rurikovičs	Igor I
Norlande	Norrland
Goda medaļa	Medal of Honor
Bissa	Karettsköldpadda
Matē (dzēriens)	Mate
Bajārs	Bojar
Aragacs	Aragats
Kazrags	Storspigg
Parazaurolofs	Parasaurolophus
Jons Dāls Tomasons	Jon Dahl Tomasson
Cimmerīts	Zimmerit
Braiens Epšteins	Brian Epstein
Kima Possibla	Kim Possible
Gustavo Adolfo Bekers	Gustavo Adolfo Bécquer
Rockabilly	Rockabilly
Abdulmedžids II	Abd ül-Mecid II
Svings	Swing
Rojs Hodžsons	Roy Hodgson
Mariner 9	Mariner 9
Tims Rots	Tim Roth
Mariner 4	Mariner 4
Bogdans Hmeļņickis	Bogdan Chmelnitskij
Škodras ezers	Shkodërsjön
Klodeta Kolbēra	Claudette Colbert
Gistavs Moro	Gustave Moreau
Svēlande	Svealand
Nervu audi	Nervvävnad
Rush	Rush (musikgrupp)
Visagina	Visaginas
Frederiks Teilors	Frederick Winslow Taylor
Ondreja Nepelas ledus halle	Ondrej Nepela Aréna
Gaudeamus igitur	Gaudeamus igitur
Galhēpigens	Galdhøpiggen
Pols Raiens	Paul Ryan (politiker)
Ričards Kromvels	Richard Cromwell
Adams Mališs	Adam Małysz
Sudzisms	Speciesism
1997. gada Eirovīzijas dziesmu konkurss	Eurovision Song Contest 1997
Šķidrais kristāls	Flytande kristall
Game Boy Color	Game Boy Color
Eiforija	Eufori
M.I.A.	M.I.A. (artist)
Kon-Tiki	Kon-Tiki
Sergejs Ivanovs	Sergej Ivanov
Hiperboliskās funkcijas	Hyperbolisk funktion
Naturālais logaritms	Naturliga logaritmen
Nikopole	Nikopolis
Moonwalk	Moonwalk
Pļavas ķirzaka	Skogsödla
Zodiakālā gaisma	Zodiakalljus
Karloss Valderrama	Carlos Valderrama
Paldiski	Paldiski
Galaktiku grupas un kopas	Galaxhop
2011. gada Eiropas čempionāts basketbolā	Europamästerskapet i basket för herrar 2011
Pinska	Pinsk
Bons Skots	Bon Scott
Tumsa	Mörker
Tartu universitāte	Tartu universitet
Brīnišķā dzīve	Livet är underbart (1946)
Sonja Henije	Sonja Henie
Nunčaks	Nunchaku
Stjuarts Satklifs	Stuart Sutcliffe
Ķeltu grāmata	Book of Kells
FC Dinamo Bukareste	FC Dinamo București
Black Holes and Revelations	Black Holes and Revelations
Tortilja	Tortilla
Gorans Ivaniševičs	Goran Ivanišević
S/2003 J 3	S/2003 J3
Krāterezers	Kratersjö
Eponīms	Eponym
Cigun	Qigong
Paraskevidekatriafobija	Fredagen den trettonde
Kalpone	Niceville (film)
Kimberlīts	Kimberlit
Prespas ezers	Prespasjön
Ramiress	Ramires
Gārnets	Garnett
Jaunais Tivoli stadions	Tivoli-Neu
Zīna el Abidīns Ben Alī	Zine El Abidine Ben Ali
Millennium Stadium	Millennium Stadium
Starptautiskais astronomijas gads	Internationella astronomiåret
Pārkere Posija	Parker Posey
Nornas	Nornor
Floridas @@@u0026Panthers"	Florida Panthers
Vašingtonas @@@u0026Capitals"	Washington Capitals
Emilija Dešanela	Emily Deschanel
MS	MS
Džons Gilguds	John Gielgud
Iduna	Idun
Skotijas jūra	Scotiahavet
Cinka hlorīds	Zinkklorid
Mirko Cvetkovičs	Mirko Cvetković
Žils Dimons d'Irvils	Jules Dumont d’Urville
Entonijs Kīdiss	Anthony Kiedis
Dānijas futbola Superlīga	Superligaen
Dienvidu reģions (Islande)	Suðurland
Benue	Benue (flod)
Korjaku autonomais apvidus	Korjakien
Sentpola (sala)	Île Saint-Paul
Enhanced Data Rates for GSM Evolution	Enhanced Data Rates for GSM Evolution
Peldēšana 2008. gada Vasaras Olimpiskajās spēlēs	Simning vid olympiska sommarspelen 2008
Oskari Tokoi	Oskari Tokoi
Īstās kaulzivis	Äkta benfiskar
Dalasas @@@u0026Cowboys"	Dallas Cowboys
Jevgeņijs Zamjatins	Jevgenij Zamjatin
Amonija karbonāts	Ammoniumkarbonat
Malmes FF	Malmö FF
Malas jūra	Randhav
Hēds	Höder
Ēgirs	Ägir
Antonīns Panenka	Antonín Panenka
Hartleja 2 komēta	103P/Hartley
Dzelzs vīrs 2	Iron Man 2
2009. gada Bērnu Eirovīzijas dziesmu konkurss	Junior Eurovision Song Contest 2009
The Flowers of Romance	The Flowers of Romance
Briāna-Keloga pakts	Briand-Kelloggpakten
Karls Nilsens	Carl Nielsen
Īrijas vēsture	Irlands historia
Jesaja Berlins	Isaiah Berlin
Reģionu komiteja	Regionkommittén
Dalarna	Dalarna
Veru	Võru
Viljams Dženingss Braians	William Jennings Bryan
19. ieroču SS grenadieru divīzija (latviešu Nr. 2)	19. Waffen-Grenadier-Division der SS (lettische Nr. 2)
Koksngraužu dzimta	Långhorningar
Papīra lapas formāts	Pappersformat
Knābjgalvju kārta	Näbbsländor
Klijkaijas	Labbar
Cionas nacionālais parks	Zions nationalpark
Deriks Rouzs	Derrick Rose
Džeimss Bjūkenens (ekonomists)	James M. Buchanan
Cionistu okupēta valdība	Zionist Occupation Government
Kaguja	SELENE
Ford Cortina	Ford Cortina
Meddle	Meddle
Nātrija peroksīds	Natriumperoxid
Girls Aloud	Girls Aloud
Zildzeltenā ara	Blågul ara
Triphops	Triphop
Azerbaidžānas prezidenti	Lista över Azerbajdzjans presidenter
¡Uno!	¡Uno!
Ferencs Mādls	Ferenc Mádl
Norma (socioloģija)	Social norm
Mars Express	Mars Express
GB	GB
Jonu dzinējs	Jonmotor
Bredlijs Kūpers	Bradley Cooper
Sipunkuli	Stjärnmaskar
Parazoji	Parazoa
BE	BE
Alans Mūrs	Alan Moore
Stardust	Stardust (rymdsond)
Venēcijas biennāle	Venedigbiennalen
Gulašs	Gulasch
Andreass Īsaksons	Andreas Isaksson
Pavels Pogrebņaks	Pavel Pogrebnjak
Tenacious D	Tenacious D
Poētiskā Eda	Poetiska Eddan
Jaunākā Eda	Snorres Edda
Datums	Datum
Sauszeme	Fastland
Dabas filozofijas matemātiskie principi	Philosophiae Naturalis Principia Mathematica
Roberts Noziks	Robert Nozick
Folklendu vilks	Falklandsräv
Cielavu dzimta	Ärlor och piplärkor
Havajas vulkānu nacionālais parks	Hawaii Volcanoes nationalpark
Alkohola reibums	Berusning
Edmontonas @@@u0026Oilers"	Edmonton Oilers
Apgriezieni minūtē	Varv per minut
Asinhronais pārraides režīms	Asynchronous Transfer Mode (telekommunikation)
Palmu krabis	Kokoskrabba
Ukrainas futbola Premjerlīga	Premjer-liha
Yellow Submarine (albums)	Yellow Submarine (musikalbum)
Marks Terencijs Varrons	Marcus Terentius Varro
Grabova pie Prosnas	Grabów nad Prosną
Lakstīgala	Näktergal
Red Bull Arena	Red Bull Arena (Wals-Siezenheim)
Psihodēliskais roks	Psykedelisk rock
Skotijas parlaments	Skotska parlamentet
Klusā okeāna divīzija (NBA)	Pacific Division (National Basketball Association)
Aromaterapija	Aromaterapi
Animals	Animals
Mets Bazbijs	Matt Busby
Ummagumma	Ummagumma
