ఆఫ్రికా	Afrika
సున్నీ ఇస్లాం	Sunni
సత్య సాయి బాబా	Sathya Sai Baba
షిండ్లర్స్ లిస్ట్	Schindler's List
పేపాల్	Paypal
ముహమ్మద్ ఇక్బాల్	Mohammad Iqbal
ఫిఖహ్	Fiqh
అలిస్ ఇన్ చెయిన్స్	Alice in Chains
గురువు	Guru
నాయకత్వం	Ledare (yrkesroll)
ఉపరితలం	Yta
కులం	Kast
పెసలు	Mungböna
బమియాన్ బుద్ధ విగ్రహాలు	Kulturlandskapet och fornlämningarna i Bamiyandalen
ఇ-కామర్స్	E-handel
వాసన	Doft
సినిమాస్కోప్	Cinemascope
ఔరంగజేబు	Aurangzeb
రెడ్ హ్యాట్	Red Hat
వికీమీడియా కామన్స్	Customer relationship management
ఆనంద్(గుజరాత్)	Anand (distrikt)
చికెన్ పులావ్	Pilaff
పొడవైన నదుల జాబితా	Lista över vattendrag
మస్జిదె నబవి	Masjid an-Nabawi
హుమాయూన్	Humajun
ఇస్లామోఫోబియా	Islamofobi
పార్లమెంటు సభ్యుడు	Parlamentsledamot
ప్రైస్‌వాటర్‌హౌస్‌కూపర్స్	PwC
నీలి చిత్రాల నటులు	Porrskådespelare
మ్యాక్‌బుక్ ఎయిర్	Macbook Air
ఎర్నెస్ట్	EY
ఏడు పురాతన ప్రపంచ అద్భుతాలు	Världens sju underverk
ఇజ్రాయీల్	Azrael
ఆదోని	Adoni
చిక్-ఫిల్ ఎ	Chick-fil-A
సమోసా	Samosa
డెలాయిట్	Deloitte
రజస్వల	Menarche
ఆదిలాబాద్	Adilabad
ప్రత్యేక ఆర్థిక మండలి	Särskild ekonomisk zon
దాగలి	Städet
నోకియా 1100	Nokia 1100
అలసంద	Ögonböna
చరాస్తి	Lösöre
కర్ణాంతరాస్థి	Stigbygeln
సైక్లోస్టొమేటా	Rundmunnar
లోగానియేసి	Kräknötsväxter
కంపెనీ ఆఫ్ హీరోస్	Company of Heroes
తాటి ముంజలు	Palmyrapalm
సార్కాప్టిస్ స్కేబీ	Sarcoptes scabiei
కాలింపాంగ్	Kalimpong
మధ్య చెవి	Mellanöra
రిషికేశ్	Rishikesh
జానీ వాకర్	Johnnie Walker
చెన్నై అంతర్జాతీయ విమానాశ్రయం	Chennai internationella flygplats
మృదులాస్థి	Brosk
కెంపెగౌడ అంతర్జాతీయ విమానాశ్రయం	Bengaluru internationella flygplats
ఛత్రపతి శివాజీ అంతర్జాతీయ విమానాశ్రయం	Chhatrapati Shivaji internationella flygplats
ది కామెడీ ఆఫ్ ఎర్రర్స్	Förvillelser (pjäs)
మానస్ జాతీయ అభయారణ్యం	Manas nationalpark
భక్తి	Bhakti
అపాచే టాంక్యాట్	Apache Tomcat
ఔషధ తయారీ సంస్థలు	Läkemedelsbolag
ఈక్విలిబ్రియమ్(చిత్రం)	Cubic
ఇంటర్నల్ రేట్ అఫ్ రిటర్న్	Internräntemetoden
కల్ హో న హో	Kal Ho Naa Ho
అర్హీనియస్ ఆమ్ల క్షార సిద్ధాంతము	Arrhenius ekvation
నెస్టోరిని	Nestor (släkte)
జంతర్ మంతర్ వేధశాల	Jantar Mantar
ఆలమ్నీ	Alumn
హృదయగతిప్రేరకం	AV-knuta
టెలివిజన్ స్టూడియో	TV-studio
ఓపెన్ ఆఫీస్	Openoffice.org
ఈదుల్ అజ్ హా	Eid Al-Adha
ప్రేమ పక్షులు	Dvärgpapegojor
బ్రహ్మచారి	Ungkarl
కశేరుక ధమని	Kotartären
జి స్పాట్	G-punkten
వరాహావతారము	Varaha
షార్ప్‌విల్లే మారణకాండ	Sharpevillemassakern
దావణగెరె	Davanagare
అకోలా జిల్లా	Akola (distrikt)
బాగల్‌కోట్	Bagalkot
ఆకు ఆకృతి	Bladformer
కె.కామరాజ్	Kamaraj
గదగ్	Gadag-Betigeri
లీష్మానియా	Leishmania
ఎర్ర జిల్లేడు	Kronbuske
ముడి	Knop
నీలం ఎరుపు లోరీ	Rödblå lorikit
రొనాల్డో	Ronaldo Luís Nazário de Lima
పగడము	Corallium rubrum
ఴ	Retroflex approximant
విక్టోరియా	Victoria
గుండెలో మంట	Halsbränna
యాంజియోప్లాస్టి	Angioplastik
దక్షిణ భారతదేశము	Sydindien
పాముల బుర్ర	Pungi
చెదలు	Termiter
హుగ్లీ	Hugli (distrikt)
ఫైర్‌ఫాక్స్ ఓయస్	Firefox OS
క్లేఫేస్	Clayface
చైన్ (యూనిట్)	Chain
SAP AG	SAP SE
బసప్ప దానప్పజత్తి	B.D. Jatti
వీరప్పన్	Veerappan
బి. కె. ఎస్. అయ్యంగార్	B.K.S. Iyengar
మహమ్మద్ హిదయతుల్లా	M. Hitdayatullah
పృథ్వీరాజ్ చౌహాన్	Prithvi Raj Chauhan
స్మార్తం	Smartism
చిత్తరంజన్ దాస్	Chitta Ranjan Das
పృథ్వీరాజ్ కపూర్	Prithviraj Kapoor
అన్నా చక్వతడ్జే	Anna Tjakvetadze
ఆంగ్ల వ్యాకరణము	Engelsk grammatik
పి.సి.మహలనోబిస్	Prasanta Chandra Mahalanobis
లాలూ ప్రసాద్ యాదవ్	Laloo Prasad Yadav
బిక్సేసి	Bixaceae
సయాటికా	Ischias
టీనియా సోలియమ్	Svinbandmask
విదర్భ	Vidarbha
జలాంతర ఛాయాచిత్రకళ	Undervattensfotografering
నల్ల తల లోరీ	Svarthättad lorikit
హెర్బాలైఫ్‌	Herbalife
కదంబ	Neolamarckia cadamba
కపిల మహర్షి	Kapila
గూగుల్ గ్లాసెస్	Google Glass
మాణిక్ సర్కార్	Manik Sarkar
క్రైస్తవ ఛాందసవాదం	Kristen fundamentalism
నమ్రతా శిరోద్కర్	Namrata Shirodkar
ఓర్నేట్ లోరికీట్	Praktlorikit
డిప్టెరోకార్పేసి	Dipterocarpaceae
ది స్పెక్టేటర్ (1711)	The Spectator (1711)
డాట్ మ్యాట్రిక్స్ ప్రింటర్	Matrisskrivare
దగ్గు మందు	Hostmedicin
ఉడిపి	Udupi
ఆలప్పుళా	Alappuzha
గుంతకల్లు	Guntakal
స్విచ్ మోడ్ పవర్ సప్లై	Switching Mode Power Supply
బాణాసంచా	Smällare
బద్రీనాథ్	Badrinathpuri
ఆల్మోరా	Almora
ఫ్రిక్షను వెల్డింగు	Friktionssvetsning
మావటి	Mahout
ఆరోవిల్	Auroville
సినిమాటోగ్రఫీ	Filmfotografi
మైసూరు జిల్లా	Mysuru (distrikt)
క్లాస్ట్రీడియేసి	Clostridiaceae
ఔరంగాబాదు జిల్లా(మహారాష్ట్ర)	Aurangabad (distrikt i Maharashtra)
కురుక్షేత్రం	Kurukshetra
మెథిసిల్లిన్-రెసిస్టంట్ స్టెఫిలోకాకస్ ఆరియస్	MRSA
రాజ్‌సమంద్ జిల్లా	Rajsamand (distrikt)
సాగిన చర్మపు గుర్తులు	Bristning
గర్భాశయ దర్శనం	Hysteroskopi
వాణిజ్యం	Handel
పసరిక పాము	Ahaetulla
ఉపన్యాసం	Föreläsning
భారత ప్రామాణిక కాలమానం	Indian Standard Time
పానిపట్టు యుద్ధం	Första slaget vid Panipat
కెవిన్	Kevin
వస్త్ర పరిశ్రమ	Textilindustri
ప్రియాంక గాంధీ	Priyanka Gandhi
అనిష్ప సంఖ్య	Irrationella tal
తిరువళ్ళూరు	Thiruvallur
గచ్చ	Bresiljesläktet
తల్లివేరు	Pålrot
పశ్చిమ సిక్కిం	West Sikkim
నిజాం	Indiska adelstitlar
సూటు	Kostym (dräkt)
చండాలుడు	Chandala
సుందరం బాలచందర్	S. Balachander
మిండానౌ లోరికీట్	Mindanaolorikit
మొబైల్ యాప్స్	Mobilapplikation
గ్లైసీన్	Glycin
ఆస్తికవాదం	Teism
ఇండియన్ ఇన్‌స్టిట్యూట్ ఆఫ్ టెక్నాలజీ	Indian Institute of Technology
ప్రియుడు	Pojkvän
నైట్‌ క్లబ్	Nattklubb
పెప్పర్ స్ప్రే	Pepparsprej
నియాన్ దీపం	Glimlampa
కుండలిని	Kundalini
సైబర్ సెక్స్	Cybersex
కకా	Kaka (fågel)
దీవెన	Välsignelse
ఆరావళీ పర్వత శ్రేణులు	Aravalli
అవశేషావయవము	Rudiment
ది టైం మెషీన్	Tidmaskinen
కార్టూన్	Skämtteckning
శ్రామిక చట్టం	Arbetsrätt
కాఫిర్	Kafir
నాణేల సేకరణ శాస్త్రం	Numismatik
గులాబి ముఖం లవ్ బర్డ్	Rosenhuvad dvärgpapegoja
కందులు	Cajanus cajan
బలంగిర్	Balangir
బల్లార్ పూర్	Ballarpur
హోమినిడే	Hominider
అరాచిస్	Jordnötssläktet
సైకిల్ పంపు	Cykelpump
పాడి పరిశ్రమ	Mejeri
బాంబే స్టాక్ ఎక్స్ఛేంజ్	Bombay Stock Exchange
గొడ్డా	Godda
అష్ట దిక్కులు	Kompassros
ఉమ్రాహ్	Umra
బాలాసోర్	Baleshwar
టోటల్ స్టేషన్	Totalstation
పరిరక్షణ జీవశాస్త్రం	Bevarandebiologi
హెపాటిక్ ఎన్‌సెఫలోపతి	Leverkoma
రోవర్ (అంతరిక్ష అన్వేషణ)	Rover (rymdfart)
వాస్కులైటిస్	Kärlinflammation
సూపర్‌నోవా 2006జివై	SN 2006gy
కార్పోరేషన్ పన్ను	Bolagsskatt
పారాథైరాయిడ్ గ్రంధి	Bisköldkörtel
అన్‌బ్రేకబుల్ (చలనచిత్రం)	Unbreakable (film)
ఇజ్మా	Ijma
బిఫోర్‌ సన్‌సెట్‌	Bara en dag
భారత్ పాకిస్తాన్ యుద్ధం 1947	Indo-pakistanska kriget 1947
కాథెటర్	Kateter
డెనిమ్	Denim
డైఫ్రాక్షన్ గ్రేటింగ్	Diffraktionsgitter
స్పిరోమెట్రీ	Spirometri
రే-బాన్	Ray-Ban
శ్రీరంగపట్టణం	Shrirangapattana
లోటస్ 1-2-3	Lotus 1-2-3
పిస్టియా	Musselblomma
వర్ణపటం	Spektrum
పుట్టగొడుగుల పెంపకం	Matsvampar
సిర్మౌర్	Sirmaur (distrikt)
సజ్జలు	Pärlhirs
బాబ్రీ మసీదు	Babri Masjid
గాంధీ జయంతి	Gandhi Jayanti
దర్భ	Desmostachya bipinnata
కోట్టాయం	Kottayam
నపుంసకుడు	Hijras
లోమోగ్రఫీ	Lomografi
ధూమపానం	Rökning
కార్డినల్ లోరీ	Kardinallori
లక్స్ (సబ్బు)	Lux (tvål)
గర్భాశయ గ్రీవము	Livmoderhals
మైఖేల్ మధుసూదన్ దత్	Michael Madhusudan Datta
బుంది జిల్లా	Bundi (distrikt)
శ్రీకాకుళం	Srikakulam
ఐజాక్	Isak (Bibeln)
పద్మ విభూషణ్ పురస్కారం	Padma Vibhushan
విలియం డి.కూలిడ్జ్	William David Coolidge
మాచు పిచ్చు	Machu Picchu
విపాసన	Vipassana
తెలంగాణ	Telangana
రాష్ట్రపతి భవనం	Rashtrapati Bhavan
పసుపుచారల లోరీ	Gulstreckad lori
స్క్వామస్ సెల్ కార్సినోమా	Skivepitelcancer
నీలం చెవుల లోరీ	Blåörad lori
మహాభాగవతం	Bhagavata Purana
నీలం చారల లోరీ	Blåstreckad lorikit
బలురక్కసి	Gul taggvallmo
వాస్తవ ఆస్తి	Fastighet
హెయిర్ ట్రాన్స్‌ప్లాంటేషన్‌	Hårtransplantation
పిప్పలి	Långpeppar
ఒలింపస్ కార్పొరేషన్	Olympus
ఒరైజా	Rissläktet
భరద్వాజ మహర్షి	Bharadvaja
రింగ్‌టోన్	Ringsignal
కాంతి మాపకము	Fotometer
స్వర్గలోకపు పక్షి	Kragparadisfågel
అయస్కాంత ససెప్టబిలిటీ	Magnetisk susceptibilitet
నాందేడ్ జిల్లా	Nanded (distrikt)
మయోపతీ	Myopati
ఎ క్లాక్ వర్క్ ఆరంజ్	En apelsin med urverk
అంతర్జాతీయ వృక్ష నామీకరణ నియమావళి	International Code of Botanical Nomenclature
దర్భ గడ్డి	Imperata cylindrica
డబ్బు	Kontanter
తాత్కాలిక హక్కు	Panträtt
భారత పార్లమెంటు	Indiens parlament
కోసీ నది	Kosi
వామనావతారము	Vamana
సిపాయి	Sepoy
దేశాల జాబితా – జనసంఖ్య క్రమంలో	Lista över länder efter folkmängd
అధివృక్క గ్రంధి	Binjure
బర్గఢ్	Bargarh
శోషరస వ్యవస్థ	Lymfatiska systemet
ప్రపంచంలోని కొత్త ఏడు అద్భుతాలు	Världens sju nya underverk
క్రిస్ మార్టిన్	Chris Martin
శ్రోణి మేఖల	Bäcken
చెంగల్వ	Strandkrinum
మేడి	Ficus racemosa
వాల్మీకి	Valmiki
గంగరావి	Thespesia populnea
వాజ్యపుచెట్టు	Erythrina variegata
ఆర్యసమాజ్	Arya Samaj
బొంబాక్స్	Bombaxsläktet
గాసిపియమ్	Bomullssläktet
సిఎన్‌జి గ్యాసు	Compressed Natural Gas
మంచిర్యాల	Mancherial
ఉమ్మడి కుటుంబం	Storfamilj
ఇరుగుడు	Blackwood
డిల్బర్ట్	Dilbert
అశ్వినీ దేవతలు	Ashvinerna
కోలారు	Kolar
దొండ కాయ	Coccinia grandis
ఋగ్వేదం	Rigveda
భాగస్వామ్యం	Enkelt bolag
గాయత్రీ మంత్రము	Gayatri
సంజయ్ గాంధీ	Sanjay Gandhi
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ మహిళల విజేతల పట్టిక	Lista över damsingelsegrare i Australiska öppna
జార్జి బెంథామ్	George Bentham
చీర్స్	Skål (TV-serie)
ఇస్మాయిల్ మర్చెంట్	Ismail Merchant
ముల్క్ రాజ్ ఆనంద్	Mulk Raj Anand
బ్రంచ్	Brunch
మాంసకృత్తుల ఆకృతి	Proteinstruktur
శుక్రవాహిక	Sädesledare
వింబుల్డన్, లండన్	Wimbledon, London
గోపీనాథ్ బొర్దొలాయి	Gopinath Bordoloi
కింగ్‌డమ్‌ టవర్	Kingdom Tower
నీటి తేలు	Vattenskorpioner
హుగ్లీ నది	Huglifloden
ప్రపంచ ఎడమచేతి వాటం ప్రజల దినోత్సవం	Vänsterhäntas dag
జ్యోతిషం	Jyotisha
బాబాజీ	Mahavatar Babaji
ఖ్వాజా మొయినుద్దీన్ చిష్తి	Muinuddin Chishti
మోక్షగుండం విశ్వేశ్వరయ్య	Mokshagundam Visvesvarayya
సోలార్ ఇంపల్స్	Solar Impulse
ఏడు తరాలు	Rötter (roman)
మృదంగం	Mridangam
ఇస్లామీయ స్వర్ణయుగం	Muslimska guldåldern
నారాయణ	Narayana
పలుగుపార	Murslev
అశ్లీల సాహిత్యం	Pornografisk litteratur
కాలిబ్రె (సాఫ్ట్వేర్)	Calibre
ధమ్మపదం	Dhammapada
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ పురుషుల విజేతల పట్టిక	Lista över herrsingelsegrare i Australiska öppna
పుష్కర్	Pushkar
ఒలింపిక్ క్రీడలలో భారతదేశం	Indien i olympiska spelen
కోణార్క్	Konark
అల్పాహారం	Mellanmål
చపాతి	Chapati
హనీ పొసమ్	Snabelpungdjur
కోణార్క సూర్య దేవాలయం	Soltemplet i Konarak
గిల్బర్ట్ సిండ్రోమ్‌	Gilberts syndrom
డీఅలంబర్ట్ సూత్రము	D'Alemberts princip
స్క్రీన్ సేవర్	Skärmsläckare
విబ్రియో	Vibrio
సేబాషియస్ తిత్తి	Aterom
ఋషి	Rishi
సరుగుడు	Casuarina
రమ్మీ	Rummy
ఇపికాక్	Kräkrot
క్రిమియా	Autonoma republiken Krim
సీస్తాన్	Sistan
అశోకవృక్షం	Saraca asoca
భీమవరం	Bhimavaram
హిందూపురం	Hindupur
అనంతపురం	Anantapur
భాగల్పూర్	Bhagalpur
సైసర్	Kikärtssläktet
కన్యాశుల్కం	Brudpris
క్రెడిట్‌ రేటింగ్‌ ఏజెన్సీ (రుణ రేటింగ్‌ సంస్థ)	Kreditvärderingsinstitut
జీలుగ	Kitulpalm
జెముడుకాకి	Orientsporrgök
సింధుదుర్గ్ జిల్లా	Sindhudurg
కటకము (వస్తువు)	Lins
తిమ్మిరి	Parestesi
బసవేశ్వరుడు	Basava
పన్నీరు పువ్వు	Guettarda speciosa
నైనీటాల్	Nainital
గంజాం	Ganjam (distrikt)
నాటడం	Sådd
స్మిర్నోఫ్	Smirnoff Vodka
బికనీర్ జిల్లా	Bikaner (distrikt)
ముస్లిం ప్రపంచం	Muslimska världen
తెలుగు సినిమా	Tollywood
గ్రాఫికల్ యూజర్ ఇంటర్ ఫేస్	Grafiskt användargränssnitt
కంపెనీ (చట్టం)	Företag
ఏకమార్గం	Enkelriktning
స్ట్రిగోపిడాయె	Māoripapegojor
విషయ వ్యక్తీకరణ	Dokumentation
ఊదా లోరీ	Brun lori
బార్ దేహం	Barrkropp
బార్తోలిన్ గ్రంధి	Bartholins körtlar
సాంబ్రాణి	Bensoeharts
అడవి నల్ల గద్ద	Svartörn
షాపింగ్ బండి	Kundvagn
సెన్సెక్స్	BSE Sensex
బాబర్	Babur
గణతంత్ర దినోత్సవం	Republikens dag
బెనారస్ హిందూ విశ్వవిద్యాలయం	Banaras Hindu University
బనస్ కాంతా	Banaskantha
బెంగుళూరు జిల్లా	Bangalore Urban
బెంగుళూరు గ్రామీణ జిల్లా	Bangalore Rural
బన్‌స్వార జిల్లా	Banswara (distrikt)
పత్తిగింజల నూనె	Bomullsfröolja
షింటో మతము	Shinto
42 (సంఖ్య)	42 (tal)
బీడ్ జిల్లా	Bid (distrikt)
పసుపుమణిచెట్టు	Berberis aristata
వక్ఫ్	Waqf
బహిర్గత పరిహారం	Exponeringskompensation
బోదకాలు	Filariasis
వ్యాపార నమూనా	Affärsmodell
భాషా అభ్యాసన	Tal- och språkutveckling
జాగింగ్	Joggning
డిస్మెనోరియా	Dysmenorré
ప్రణాళిక నిర్వహణ అధికారి	Projektledare
సామాజిక వ్యవస్థాపకత	Socialt entreprenörskap
ద్వారక	Dwarka
అవిసె నూనె	Linolja
గంగోత్రి	Gangotri
భారతీయ రైల్వేలు	Indiens järnvägar
ప్రగతివాదం	Framstegsoptimism
ఇందిరాగాంధీ అంతర్జాతీయ విమానాశ్రయం	Indira Gandhi internationella flygplats
కరొలిన్ ద్వీపం	Carolineatollen
న్యూటన్ వలయాలు	Newtonring
పరశురాముడు	Parashurama
సన్‌స్క్రీన్ లేపనము	Solskyddsmedel
కిలోమీటరు	Kilometer
అనాసైక్లస్	Bertramer
భారతీయ కళ	Indisk konst
బాబ్	Bob
సరళహరాత్మక చలనం	Harmonisk rörelse
హవా మహల్	Hawa Mahal
మొదటి అభిప్రాయం	Prima facie
కమ్యూనిస్టు పార్టీ ఆఫ్ ఇండియా	Communist Party of India
పౌరశాస్త్రం	Samhällskunskap
బైట్ కోడ్	Bytekod
2010లో క్రీడలు	Sportåret 2010
షేర్వానీ	Sherwani
గుండు సూది	Knappnål
నలుపు-తెలుపు ఛాయాచిత్రకళ	Svartvitt
ఇరిటబుల్ బవెల్ సిండ్రోమ్	Irritabel tarm
అగ్రచర్వణకాలు	Premolarer
గుణాత్మక పరిశీలన	Kvalitativ forskning
కల్లు	Palmvin
ప్రాణాయామం	Pranayama
గోల్డెన్ రైస్	Gyllene riset
ఎండోమెట్రియమ్	Livmoderslemhinna
వక్షోజాల సంభోగం	Coitus a mamilla
చాతక పక్షి	Jakobinskatgök
లాంప్రే	Nejonögonfiskar
పిన్నీసు	Säkerhetsnål
నంది	Nandi
కలరిపయట్టు	Kalaripayatt
మిస్టర్ బీన్	Den tecknade Mr. Bean
గ్లూకోజ్‌ మీటర్‌	Blodsockermätare
కుంతీదేవి	Kunti
చంపానేర్-పావగఢ్	Champaner-Pavagadhs arkeologiska park
సబ్‌ప్రైమ్ తనఖా సంక్షోభం	Subprime-krisen
మచిలీపట్నం	Machilipatnam
ఎర్ర తల లవ్ బర్డ్	Orangebröstad dvärgpapegoja
గ్యాస్ ట్రబుల్	Magsaft
షడ్దర్శనములు	Darshan
బఫే	Buffé
FFmpeg	FFmpeg
ఆస్క్.కామ్	Ask.com
షెహనాయ్	Shehnai
శక్తి ఆరాధన	Shaktism
బ్రిటిషు	Brittisk
పటిక బెల్లం	Kandisocker
పంచె	Dhoti
ఎర్ర లోరీ	Röd lorikit
వోల్టేజ్ స్టెబిలైజర్	Spänningsreglerare
నికోటియానా	Tobaksläktet
విజేత (ఛాంపియన్)	Champion
మార్పు (చేప)	Ålmal
ఇన్ఫ్రారెడ్ ఫోటోగ్రఫి	Infraröd fotografering
అశ్వగంధ	Withania somnifera
భారతదేశ రాష్ట్రాల జనాభా	Lista över Indiens delstater efter folkmängd
రూఫస్ ఆర్నెరో	Röd hornero
టింకర్ బెల్	Tingeling
భగవాన్ దాస్	Bhagwan Das
భజన	Bhajan
పెళ్ళి బృందం	Brudgum
తోలుబొమ్మలాట	Skuggspel
దొంగనోటు	Penningförfalskning
భరత్‌పూర్ జిల్లా	Bharatpur (distrikt)
భారూచ్	Bharuch (distrikt)
భీమా నది	Bhima
భృగు మహర్షి	Bhrigu
మెనిస్పెర్మేసి	Menispermaceae
రుద్రుడు	Rudra
ఐస్ పాప్	Isglass
కుర్తా	Kurta
తోడేలు	Indisk varg
కాపలాదారుడు	Väktare
బీడీ	Bidi
పాండురాజు	Pandu
బరంపురం	Brahmapur
చంపావత్	Champawat
చంద్రపూర్	Chandrapur
దృష్టి కోణం	Bildvinkel
రక్షకభట నిలయము	Polisstation
లాంతరు	Lykta
నల్ల రెక్కల లోరీ	Svartvingad lorikit
ఈల	Vissling
కల్పము (కాలమానం)	Kalpa (tidsenhet)
బట్టమేక పిట్ట	Indisk trapp
కోడి మాంసము	Kycklingkött
చైతన్య మహాప్రభు	Chaitanya
బాలభటులు	Scouting
యోనిశీర్షం	Klitoris
విడువటిల్లు	Stråtak
పురుషాయితము	Ridställningen
సంబల్‌పుర్	Sambalpur
తెల్ల ఏనుగు	Vit elefant
గంజి	Rissoppa
ఆధునిక వాదం	Modernism
బ్లేజర్	Blazer
సన్న జెముడు	Euphorbia tirucalli
మనుగడ నైపుణ్యాలు	Överlevnadsteknik
2007–2009 ఆర్థిక సంక్షోభం	Finanskrisen 2007–2008
బ్రహ్మ సమాజం	Brahma-samaj
హనీవెల్	Honeywell
స్ట్రట్స్	Apache Struts
షిర్క్	Shirk
ఉల్బక ద్రవం	Fostervatten
సార్వత్రిక సూచిక	Universell indikator
సోలార్ కుక్కర్ (సౌర వంటపాత్ర)	Solkokare
పైరో మీటర్	Strålningspyrometer
మత మార్పిడి	Konvertering (religion)
జనతా దళ్(యునైటెడ్)	Janata Dal (United)
శూద్రులు	Shudra
ద్రవాభిసరణ క్రమత	Osmoreglering
గుగ్గిలం కలప చెట్టు	Salträd
ఆవాల నూనె	Senapsolja
తుమకూరు	Tumakuru
జటామాంసి	Valeriana jatamansi
అమృతము	Livselixir
కుంభకోణం	Kumbakonam
డాక్టర్ ఆఫ్ మెడిసిన్	Medicine doktor
వెర్రి పుచ్చ	Kolokvint
అశ్రు గ్రంధులు	Tårkörtel
సిగ్గు	Blyghet
సహాయం:సూచిక	Wikipedia:Hjälp
దక్షిణ రైల్వే	Järnväg i Indien
వికీపీడియా:పాఠం	Wikipedia:Introduktion
తోంక్ జిల్లా	Tonk (distrikt)
లేఖకుడు	Skrivare (yrke)
బృహదీశ్వరాలయం	Brihadisvaratemplet
పాదులు	Klätterväxt
వేదాంగములు	Vedanga
అప్పడాలు	Pappadam
ఇయోస్	Eos (släkte)
సీతాపూర్	Sitapur
ప్రవాస భారతీయుడు మరియు భారత సంతతీయుడు	Non-resident Indian
ధృతరాష్ట్రుడు	Dhritarashtra
అడ్డసరం	Justicia adhatoda
సవతి	Styvfamilj
స్పిరో (క్రమం)	Spyro
వినాయక చవితి	Ganesh-Chaturthi
కెప్లర్ సమీకరణము	Keplers ekvation
రాగులు	Korakan
పద్మభూషణ్ పురస్కారం	Padma Bhushan
నాగ తుమ్మ	Acacia farnesiana
వెలగ	Elefantäpple
కాచు	Acacia catechu
కామా-సపరేటెడ్-వేల్యూస్	Comma-separated value
జాజ్ నృత్యం	Jazzdans
కశేరు నాడులు	Ryggmärgsnerv
లేజరు బీమ్ వెల్డింగు	Lasersvetsning
నెమలి సింహాసనం	Påfågelstronen
జిల్లేడు మందార	Röd sidenört
నల్లి	Vägglus
లోటస్ టెంపుల్	Lotustemplet
ప్రైవేటు బ్యాంకింగ్	Private banking
రేషన్ కార్డు	Ransoneringskort
రాచ ఉసిరి	Phyllanthus acidus
మోదుగ	Butea monosperma
ఆలివ్ తల లోరికీట్	Orangehalsad lorikit
ఫొలిక్యులిటిస్‌	Hårsäcksinflammation
ఠాణే జిల్లా	Thane (distrikt)
భారతీయ రిజర్వ్ బాంక్	Indiens centralbank
కీర్తన	Kirtan
అవిశ	Sesbania grandiflora
మైక్రోసాఫ్ట్ సర్ఫేస్	Microsoft PixelSense
తెల్ల జిల్లేడు	Sodomäpple
తుంగభద్ర	Tungabhadra
లక్ష	Lakh
జిమ్ కార్బెట్ నేషనల్ పార్క్	Jim Corbett nationalpark
విలియం రామ్సే	William Ramsay
మాస్టర్ ఆఫ్ సైన్స్	Master of science
లోహక్రియ	Metallbearbetning
దూలగొండి	Mucuna pruriens
అల్లుడు	Svågerlag
డీఫైబ్రిలేషన్	Defibrillering
శకుంతల	Shakuntala
కొప్పళ జిల్లా	Koppal
హసన్ జిల్లా	Hassan (distrikt)
మెజ్జనైన్	Mezzanin
వెయిస్ట్ కోట్	Väst (plagg)
గరిక	Cynodon
వీణ	Vina
తులసి	Ocimum tenuiflorum
బాన్సురి	Bansuri
సెప్టెంబర్ 2006	September 2006
సంతృప్త కొవ్వు ఆమ్లం	Mättat fett
క్షిపణి	Robot (vapen)
బాదంపాలు	Mandelmjölk
యమునోత్రి	Jumnotri
ఉస్తికాయలు	Ärtaubergin
వార్ధా	Wardha (distrikt)
సి.సుబ్రమణ్యం	Chidambaram Subramaniam
విలాస్‌రావ్ దేశ్‌ముఖ్	Vilasrao Deshmukh
షేక్ అబ్దుల్లా	Shejk Muhammed Abdullah
కృష్ణకాంత్	Krishan Kanth
లైఫ్ సపోర్ట్ సిస్టం	Livsuppehållande system
రక్తనాళాలు	Blodkärl
ఎక్జిమా	Eksem
డస్కీ లోరీ	Svartaktig lorikit
పసుపు మెడ లోరీ	Vitnackad lori
ఫ్లైట్ రికార్డర్	Svarta lådan
ఊదా మెడ లోరీ	Purpurnackad lorikit
కోట జిల్లా	Kota (distrikt)
వేరీడ్ లోరికీట్	Broklorikit
బాష్పీభవన స్థానం	Kokpunkt
ఏలూరు	Eluru
సికింద్రాబాద్	Secunderabad
పాలక్కాడ్	Palakkad
మండ్య	Mandya
జగదల్‌పుర్	Jagdalpur
మదనపల్లె	Madanapalle
రూర్కీ	Roorkee
హజారీబాగ్	Hazaribag
దండి (గ్రామం)	Dandi
జ్యోతిష్మతి	Celastrus paniculatus
చిత్రకారుడు	Målare (konstnär)
దినారా సఫీనా	Dinara Safina
జీర్ణకోశం	Magsäck
మలప్పురం	Mallapuram
హాలీ బెర్రీ	Halle Berry
కలే చెట్టు	Carissa carandas
ఎండ్రకాయ	Hummer
నాగమల్లి	Rhinacanthus nasutus
ఫీలే ల్యాండర్	Philae (landare)
జెట్ కనెక్ట్	Air Sahara
వాట్స్‌యాప్	WhatsApp
జాతీయ క్రీడ	Nationalsport
కెథరాంథస్	Rosenskönesläktet
ఛాట్టరింగ్ లోరీ	Snatterlorikit
కేంద్ర దర్యాప్తు సంస్థ	CBI
అత్యంత ప్రతిభావంతమైన వ్యక్తుల యొక్క ఏడు అలవాట్లు	7 goda vanor
స్టీవెన్స్‌-జాన్సన్ సిండ్రోమ్‌	Stevens–Johnsons syndrom
