አፍሪቃ	Afrika
1807 እ.ኤ.አ.	1807
1642 እ.ኤ.አ.	1642
1721 እ.ኤ.አ.	1721
1808 እ.ኤ.አ.	1808
1643 እ.ኤ.አ.	1643
1722 እ.ኤ.አ.	1722
1809 እ.ኤ.አ.	1809
1644 እ.ኤ.አ.	1644
1723 እ.ኤ.አ.	1723
1810 እ.ኤ.አ.	1810
1645 እ.ኤ.አ.	1645
1724 እ.ኤ.አ.	1724
20ኛው ምዕተ ዓመት	1900-talet
1811 እ.ኤ.አ.	1811
1646 እ.ኤ.አ.	1646
1725 እ.ኤ.አ.	1725
1812 እ.ኤ.አ.	1812
1647 እ.ኤ.አ.	1647
1726 እ.ኤ.አ.	1726
1813 እ.ኤ.አ.	1813
21ኛው ምዕተ ዓመት	2000-talet
1648 እ.ኤ.አ.	1648
1727 እ.ኤ.አ.	1727
1814 እ.ኤ.አ.	1814
1649 እ.ኤ.አ.	1649
1728 እ.ኤ.አ.	1728
1815 እ.ኤ.አ.	1815
1650 እ.ኤ.አ.	1650
1729 እ.ኤ.አ.	1729
1816 እ.ኤ.አ.	1816
19ኛው ምዕተ ዓመት	1800-talet
1651 እ.ኤ.አ.	1651
1730 እ.ኤ.አ.	1730
1817 እ.ኤ.አ.	1817
1652 እ.ኤ.አ.	1652
1731 እ.ኤ.አ.	1731
1818 እ.ኤ.አ.	1818
1653 እ.ኤ.አ.	1653
1732 እ.ኤ.አ.	1732
1819 እ.ኤ.አ.	1819
1654 እ.ኤ.አ.	1654
1733 እ.ኤ.አ.	1733
1820 እ.ኤ.አ.	1820
1655 እ.ኤ.አ.	1655
1821 እ.ኤ.አ.	1821
1734 እ.ኤ.አ.	1734
1656 እ.ኤ.አ.	1656
1822 እ.ኤ.አ.	1822
1735 እ.ኤ.አ.	1735
1657 እ.ኤ.አ.	1657
1823 እ.ኤ.አ.	1823
1736 እ.ኤ.አ.	1736
1658 እ.ኤ.አ.	1658
1737 እ.ኤ.አ.	1737
1824 እ.ኤ.አ.	1824
1659 እ.ኤ.አ.	1659
1738 እ.ኤ.አ.	1738
1825 እ.ኤ.አ.	1825
1660 እ.ኤ.አ.	1660
1739 እ.ኤ.አ.	1739
1826 እ.ኤ.አ.	1826
1661 እ.ኤ.አ.	1661
1740 እ.ኤ.አ.	1740
1827 እ.ኤ.አ.	1827
18ኛው ምዕተ ዓመት	1700-talet
17ኛው ምዕተ ዓመት	1600-talet
16ኛው ምዕተ ዓመት	1500-talet
15ኛው ምዕተ ዓመት	1400-talet
ካታላንኛ	Katalanska
ስትራውቢንግ	Straubing
14ኛው ምዕተ ዓመት	1300-talet
13ኛው ምዕተ ዓመት	1200-talet
12ኛው ምዕተ ዓመት	1100-talet
11ኛው ምዕተ ዓመት	1000-talet
ቤተ መጻሕፍት	Bibliotek
ባርሴሎና እግር ኳስ ክለብ	FC Barcelona
ፖለቲካ	Politik
ወግ አጥባቂነት	Konservatism
ዴሞክራሲ	Demokrati
ናጊብ ማህፉዝ	Naguib Mahfouz
ማሪ ኩሪ	Marie Curie
መንግሥት	Regering
ጪን ሽኋንግ	Qin Shi Huangdi
ኦቪድ	Ovidius
አሌክሳንደር ፑሽኪን	Aleksandr Pusjkin
ራቢንድራናት ታጎር	Rabindranath Tagore
ሊዮ ቶልስቶይ	Lev Tolstoj
ማርክ ትዌይን	Mark Twain
ኪሊማንጃሮ	Kilimanjaro
ክሪስቶፎር ኮሎምበስ	Christofer Columbus
ዩሪ ጋጋሪን	Jurij Gagarin
ቫስኮ ደጋማ	Vasco da Gama
ደቡባዊ ውቅያኖስ	Antarktiska oceanen
ቢጫው ወንዝ	Gula floden
ጆሮ	Öra
አፍንጫ	Nos
አይን (ሥነ አካል)	Öga
ጡንቻ	Muskel
ትንኝ	Stickmyggor
በግ	Tamfår
ግመል	Kameler
ጡት አጥቢ	Däggdjur
ጉንዳን	Myror
ሆላንድኛ	Nederländska
ማርጋሬት ታቸር	Margaret Thatcher
ዲ ኤን ኤ	DNA
አበባ ጎመን	Blomkål
1828 እ.ኤ.አ.	1828
1829 እ.ኤ.አ.	1829
1741 እ.ኤ.አ.	1741
1662 እ.ኤ.አ.	1662
1742 እ.ኤ.አ.	1742
1830 እ.ኤ.አ.	1830
1663 እ.ኤ.አ.	1663
1831 እ.ኤ.አ.	1831
1743 እ.ኤ.አ.	1743
1664 እ.ኤ.አ.	1664
1665 እ.ኤ.አ.	1665
1744 እ.ኤ.አ.	1744
1832 እ.ኤ.አ.	1832
1666 እ.ኤ.አ.	1666
1745 እ.ኤ.አ.	1745
1833 እ.ኤ.አ.	1833
1667 እ.ኤ.አ.	1667
1746 እ.ኤ.አ.	1746
ማጓጓዝ	Transport
1834 እ.ኤ.አ.	1834
1668 እ.ኤ.አ.	1668
1747 እ.ኤ.አ.	1747
1835 እ.ኤ.አ.	1835
1748 እ.ኤ.አ.	1748
1836 እ.ኤ.አ.	1836
1669 እ.ኤ.አ.	1669
ሌዮናርድ ኦይለር	Leonhard Euler
1670 እ.ኤ.አ.	1670
1749 እ.ኤ.አ.	1749
1837 እ.ኤ.አ.	1837
1671 እ.ኤ.አ.	1671
1750 እ.ኤ.አ.	1750
1838 እ.ኤ.አ.	1838
1672 እ.ኤ.አ.	1672
1751 እ.ኤ.አ.	1751
1839 እ.ኤ.አ.	1839
1673 እ.ኤ.አ.	1673
1752 እ.ኤ.አ.	1752
1840 እ.ኤ.አ.	1840
1674 እ.ኤ.አ.	1674
1753 እ.ኤ.አ.	1753
1841 እ.ኤ.አ.	1841
1754 እ.ኤ.አ.	1754
1675 እ.ኤ.አ.	1675
1842 እ.ኤ.አ.	1842
1755 እ.ኤ.አ.	1755
1676 እ.ኤ.አ.	1676
1843 እ.ኤ.አ.	1843
1677 እ.ኤ.አ.	1677
1756 እ.ኤ.አ.	1756
1844 እ.ኤ.አ.	1844
1678 እ.ኤ.አ.	1678
1757 እ.ኤ.አ.	1757
1845 እ.ኤ.አ.	1845
1679 እ.ኤ.አ.	1679
1758 እ.ኤ.አ.	1758
1846 እ.ኤ.አ.	1846
1680 እ.ኤ.አ.	1680
1759 እ.ኤ.አ.	1759
1847 እ.ኤ.አ.	1847
1681 እ.ኤ.አ.	1681
1760 እ.ኤ.አ.	1760
1848 እ.ኤ.አ.	1848
1682 እ.ኤ.አ.	1682
1761 እ.ኤ.አ.	1761
1849 እ.ኤ.አ.	1849
1683 እ.ኤ.አ.	1683
1762 እ.ኤ.አ.	1762
1850 እ.ኤ.አ.	1850
1684 እ.ኤ.አ.	1684
1763 እ.ኤ.አ.	1763
1851 እ.ኤ.አ.	1851
1764 እ.ኤ.አ.	1764
1685 እ.ኤ.አ.	1685
1852 እ.ኤ.አ.	1852
1686 እ.ኤ.አ.	1686
1765 እ.ኤ.አ.	1765
1853 እ.ኤ.አ.	1853
1687 እ.ኤ.አ.	1687
1766 እ.ኤ.አ.	1766
1854 እ.ኤ.አ.	1854
1688 እ.ኤ.አ.	1688
1767 እ.ኤ.አ.	1767
1855 እ.ኤ.አ.	1855
1689 እ.ኤ.አ.	1689
1768 እ.ኤ.አ.	1768
1856 እ.ኤ.አ.	1856
1690 እ.ኤ.አ.	1690
1769 እ.ኤ.አ.	1769
1857 እ.ኤ.አ.	1857
1691 እ.ኤ.አ.	1691
1770 እ.ኤ.አ.	1770
1858 እ.ኤ.አ.	1858
1692 እ.ኤ.አ.	1692
1771 እ.ኤ.አ.	1771
1859 እ.ኤ.አ.	1859
1693 እ.ኤ.አ.	1693
1772 እ.ኤ.አ.	1772
1860 እ.ኤ.አ.	1860
1773 እ.ኤ.አ.	1773
1861 እ.ኤ.አ.	1861
1694 እ.ኤ.አ.	1694
1695 እ.ኤ.አ.	1695
1774 እ.ኤ.አ.	1774
1862 እ.ኤ.አ.	1862
1696 እ.ኤ.አ.	1696
1775 እ.ኤ.አ.	1775
1863 እ.ኤ.አ.	1863
1697 እ.ኤ.አ.	1697
1776 እ.ኤ.አ.	1776
1864 እ.ኤ.አ.	1864
1698 እ.ኤ.አ.	1698
1865 እ.ኤ.አ.	1865
1777 እ.ኤ.አ.	1777
1699 እ.ኤ.አ.	1699
1866 እ.ኤ.አ.	1866
1778 እ.ኤ.አ.	1778
1779 እ.ኤ.አ.	1779
1867 እ.ኤ.አ.	1867
1780 እ.ኤ.አ.	1780
1868 እ.ኤ.አ.	1868
1781 እ.ኤ.አ.	1781
1869 እ.ኤ.አ.	1869
ናፖሌኦን 3ኛ	Napoleon III
መስኮብኛ	Ryska
1782 እ.ኤ.አ.	1782
1870 እ.ኤ.አ.	1870
1783 እ.ኤ.አ.	1783
1871 እ.ኤ.አ.	1871
ቭላዲሚር ፑቲን	Vladimir Putin
ሕግ	Juridik
1784 እ.ኤ.አ.	1784
1872 እ.ኤ.አ.	1872
ሕገ መንግሥት	Grundlag
1785 እ.ኤ.አ.	1785
1873 እ.ኤ.አ.	1873
1786 እ.ኤ.አ.	1786
1874 እ.ኤ.አ.	1874
1787 እ.ኤ.አ.	1787
1875 እ.ኤ.አ.	1875
1788 እ.ኤ.አ.	1788
1876 እ.ኤ.አ.	1876
1789 እ.ኤ.አ.	1789
1877 እ.ኤ.አ.	1877
1790 እ.ኤ.አ.	1790
1878 እ.ኤ.አ.	1878
1879 እ.ኤ.አ.	1879
1791 እ.ኤ.አ.	1791
1792 እ.ኤ.አ.	1792
1880 እ.ኤ.አ.	1880
1793 እ.ኤ.አ.	1793
1881 እ.ኤ.አ.	1881
1794 እ.ኤ.አ.	1794
1882 እ.ኤ.አ.	1882
«የሰብዓዊ መብት አቀፋዊ መግለጽ»	FN:s deklaration om de mänskliga rättigheterna
1795 እ.ኤ.አ.	1795
1883 እ.ኤ.አ.	1883
1796 እ.ኤ.አ.	1796
1884 እ.ኤ.አ.	1884
1797 እ.ኤ.አ.	1797
1885 እ.ኤ.አ.	1885
1886 እ.ኤ.አ.	1886
1798 እ.ኤ.አ.	1798
1887 እ.ኤ.አ.	1887
1799 እ.ኤ.አ.	1799
1888 እ.ኤ.አ.	1888
1889 እ.ኤ.አ.	1889
1890 እ.ኤ.አ.	1890
1891 እ.ኤ.አ.	1891
ስዋሂሊ	Swahili
1892 እ.ኤ.አ.	1892
1893 እ.ኤ.አ.	1893
1894 እ.ኤ.አ.	1894
1895 እ.ኤ.አ.	1895
1896 እ.ኤ.አ.	1896
1897 እ.ኤ.አ.	1897
1898 እ.ኤ.አ.	1898
ቻይንኛ	Kinesiska
1899 እ.ኤ.አ.	1899
ህዋስ	Cell
ደም	Blod
ቱሉዝ	Toulouse
ሳምባ	Lunga
ሩማንኛ	Rumänska
ቡልጋርኛ	Bulgariska
ዝናብ	Regn
መለጋሲ	Malagassiska
የዓለም መሞቅ	Global uppvärmning
የመሬት መንቀጥቀጥ	Jordbävning
ፍራንክሊን ሮዘቨልት	Franklin D. Roosevelt
ኦግስቲን	Augustinus
ኔልሰን ማንዴላ	Nelson Mandela
ዶ/ር ማርቲን ሉጠር ኪንግ	Martin Luther King
10ኛው ምዕተ ዓመት	900-talet
ጎርፍ	Översvämning
እሳተ ገሞራ	Vulkan
ስነ አምክንዮ	Logik
9ኛው ምዕተ ዓመት	800-talet
ትሪጎኖሜትሪ	Trigonometri
8ኛው ምዕተ ዓመት	700-talet
ጂዎሜትሪ	Geometri
7ኛው ምዕተ ዓመት	600-talet
6ኛው ምዕተ ዓመት	500-talet
ሰዋስው	Grammatik
ነፋስ	Vind
5ኛው ምዕተ ዓመት	400-talet
4ኛው ምዕተ ዓመት	300-talet
3ኛው ምዕተ ዓመት	200-talet
2ኛው ምዕተ ዓመት	100-talet
1ኛው ምዕተ ዓመት	000-talet
ሥነ ንዋይ	Nationalekonomi
ሙአለ ንዋይ	Kapital
የቋንቋ ጥናት	Språkvetenskap
ቃል (የቋንቋ አካል)	Ord
የዓለም ጽሕፈቶች	Skrift
ዳውጋቫ ወንዝ	Daugava
ሥነ ጽሑፍ	Litteratur
መደብ:ፈረንሣይ	Kategori:Frankrike
መደብ:ሙዚቃ	Kategori:Musik
መደብ:ሥነ ጽሁፍ	Kategori:Litteratur
ሃሪ ፖተር (መፅሐፍ)	Harry Potter
ትራምፔት	Trumpet
ክላርኔት	Klarinett
አልጎሪዝም	Algoritm
መድኃኒት	Drog
ታላቁ እስክንድር	Alexander den store
ኅብረተሰብ	Samhälle (sociologi)
ትምህርት	Bildning
ሁጎ ቻቬዝ	Hugo Chávez
ቢስማርክ	Otto von Bismarck
ጋብቻ	Äktenskap
ሬጂና ካልቾ	Reggina Calcio
ቡና	Kaffe
ወተት	Mjölk
ተራራ	Berg
አንድሪው ጆንሰን	Andrew Johnson
ክዋሜ ንክሩማህ	Kwame Nkrumah
ዪዲሽኛ	Jiddisch
ሆንግ ኮንግ	Hongkong
ማያሚ	Miami
ከራቺ	Karachi
የኮርያ ጦርነት	Koreakriget
ሌጎስ	Lagos
ሪዮ ዴ ጃኔይሮ	Rio de Janeiro
ሶል	Seoul
ሻንግሃይ	Shanghai
አትሌቲኮ ማድሪድ	Club Atlético de Madrid
ዎልት ዲዝኒ	Walt Disney
ሰቪያ	Sevilla
ሜዶን	Medien
አርኪሜዴስ	Arkimedes
የቬትናም ጦርነት	Vietnamkriget
ቶማስ ኤዲሶን	Thomas Edison
ዩክሊድ	Euklides
ዴፖርቲቮ ዴ ላ ኮሩኛ	RC Deportivo de La Coruña
አር.ሲ.ዲ. ኤስፓንዮል	RCD Espanyol
አርሜንኛ	Armeniska
ዩክሬንኛ	Ukrainska
ግራናዳ	Granada (stad)
ሌቫንቴ ዩ.ዲ.	Levante UD
ማላጋ የእግር ኳስ ክለብ	Málaga CF
ስዊድንኛ	Svenska
ዳንኛ	Danska
ሌብኒትዝ	Gottfried Wilhelm von Leibniz
ቼክኛ	Tjeckiska
ካርል ማርክስ	Karl Marx
ስሎቬንኛ	Slovenska
ሀንጋርኛ	Ungerska
ቮልቴር	Voltaire
ኤስቶንኛ	Estniska
ሙሴ	Mose
ሊትዌንኛ	Litauiska
የሕንዱ ሃይማኖት	Hinduism
ቤላሩስኛ	Vitryska
ጡት	Kvinnobröst
ዲሜትሪ ሜንደሊቭ	Dmitrij Mendelejev
ቀነኒሳ በቀለ	Kenenisa Bekele
አቶም	Atom
ብርሃን	Ljus
ግሪክ (ቋንቋ)	Grekiska
አፈ፡ታሪክ	Mytologi
የሲስተም አሰሪ	Operativsystem
ታጅ ማሃል	Taj Mahal
አየርላንድኛ	Iriska
የፕሮግራም ቋንቋ	Programspråk
ነፍስ	Själ
ማልትኛ	Maltesiska
ፋርስኛ	Persiska
ሃይማኖት	Religion
ኮሪይኛ	Koreanska
አብርሃም	Abraham (patriark)
ረኔ ዴካርት	René Descartes
ጳውሎስ	Paulus
ፍሮይድ	Sigmund Freud
ፍሬዴሪክ ሄግል	Friedrich Hegel
ሞንጎልኛ	Mongoliska
ባኩ	Baku
ታጂክኛ	Tadzjikiska
ዑዝበክኛ	Uzbekiska
ቱርክመንኛ	Turkmeniska
አይሁድና	Judendom
ጢምጱ	Thimphu
ባንዳር ሰሪ ቤጋዋን	Bandar Seri Begawan
ዕብራይስጥ	Hebreiska
አዘርኛ	Azerbajdzjanska
ዌልስኛ	Kymriska
አማኑኤል ካንት	Immanuel Kant
የስኮትላንድ ጋይሊክኛ	Skotsk gäliska
ቭየንትዬን	Vientiane
ጆን ሎክ	John Locke
ኒሺ	Friedrich Nietzsche
ቢሽኬክ	Bisjkek
ዥን-ፖል ሳትራ	Jean-Paul Sartre
ዱሻንቤ	Dusjanbe
ጉበት	Lever
ኩላሊት	Njure
ቆለጥ	Testikel
ሉድቪግ ቪትገንስታይን	Ludwig Wittgenstein
የሥነ፡ልቡና ትምህርት	Psykologi
ውቅያኖስ	Ocean
ቶማስ አኳይናስ	Thomas av Aquino
ጎታማ ቡዳ	Buddha
ዳያሌክቲክ	Dialektik
መሐመድ	Muhammed
ዕድል ጥናት	Sannolikhet
የእግር ኳስ ማህበር	Football Association
ውኑ	Verklighet
ቢ.ቢ.ሲ.	BBC
ሻህሩኽ ኻን	Shahrukh Khan
ሳልማን ኻን	Salman Khan
ማርቲን ሉጠር	Martin Luther
ዓሚር ኻን	Aamir Khan
አሚታብ ባቻን	Amitabh Bachchan
ጄራልድ ፎርድ	Gerald Ford
ሪቻርድ ኒክሰን	Richard Nixon
በንጋልኛ	Bengali
ምላስ	Tunga
ቼልሲ	Chelsea FC
አርሰናል የእግር ኳስ ክለብ	Arsenal FC
ሥርዓተ አፅም	Människans skelett
አፍ	Mun
ሊንደን ጆንሰን	Lyndon B. Johnson
የመገጣጠሚያ አጥንት	Led
ፋልክላንድ ደሴቶች	Falklandsöarna
ሥርዓተ ምግብ	Mag- och tarmkanalen
A	A
ንግሥት ኤልሣቤጥ (ዳግማዊት)	Elizabeth II
ጆን ኤፍ ኬኔዲ	John F. Kennedy
B	B
G	G
F	F
ሬጌ	Reggae
ሳክሶፎን	Saxofon
C	C
D	D
E	E
H	H
ድዋይት አይዘንሃወር	Dwight D. Eisenhower
ሮናልድ ሬገን	Ronald Reagan
ዛዛኪኛ	Zazaiska
ፓይታጎረስ	Pythagoras
ራዮ ቫዬካኖ	Rayo Vallecano
ሪያል ሶሲየዳድ	Real Sociedad
ሰቪያ እግር ኳስ ክለብ	Sevilla FC
ቫለንሲያ እግር ኳስ ክለብ	Valencia CF
1100 እ.ኤ.አ.	1100
የንጥረ ነገሮች ሠንጠረዥ	Periodiska systemet
ጆርጅታውን	Georgetown, Guyana
ርግብ	Duvor
ባክቴሪያ	Bakterier
ኤብሮ ወንዝ	Ebro
ወይን	Druva
ማር	Honung
ስጋ	Kött
ድንች	Potatis
ሻማ	Sojaböna
ሮቦት	Robot
ቴክኖዎሎጂ	Teknologi
ማሽን	Maskin
ብሎን	Skruv
መሀንዲስነት	Ingenjörsvetenskap
መገናኛ	Kommunikation
ስልክ	Telefon
አር ኤን ኤ	Ribonukleinsyra
ሳንስክሪት	Sanskrit
ሉጎ	Lugo
የዓለም የህዝብ ብዛት	Världens befolkning
ሕክምና	Medicinsk vetenskap
ሳራዬቮ	Sarajevo
ሎጋሪዝም	Logaritm
ሥነ ቁጥር	Aritmetik
ዓለም ንግድ ሕንጻ	World Trade Center
መደብ:ብራዚል	Kategori:Brasilien
ንጥረ ነገር	Grundämne
አስረካቢ	Funktion
ፍጥንጥነት	Acceleration
አቅም	Energi
ኤሌክትሮመግነጢስ ጨረራ	Elektromagnetisk strålning
ጉልበት	Kraft
መግነጢስ መስክ	Magnetfält
ጨዋታዎች	Spel
ግስበት	Gravitation
ጎ	Go (brädspel)
መግነጢስ	Magnet
ግዝፈት	Massa
ፊልም	Film
ብስክሌት	Cykel
የርሻ ተግባር	Jordbruk
አጠቃላይ አንጻራዊነት	Allmänna relativitetsteorin
ልዩ አንጻራዊነት	Speciella relativitetsteorin
ጥጥ	Bomull
ድምጽ	Ljud
ማረሻ	Plog
ፍጥነት	Hastighet
ጊዜ	Tid
ወረቀት	Papper
ኦና	Vakuum
ቁጥር	Tal
የአቅጣጫ ቁጥር	Komplexa tal
ሜትር	Meter
ሴኮንድ	Sekund
በቆሎ	Majs
ገብስ	Korn
ሃሪ ትሩማን	Harry S. Truman
ስዕል	Målarkonst
ቴያትር	Teater
ዳዮድ	Diod
ዴቪድ ፓተርሶን	David Paterson
የአሜሪካ ፕሬዚዳንት	USA:s president
ዉሃን	Wuhan
የአለም አገራት ዝርዝር	Lista över självständiga stater
መስጴጦምያ	Mesopotamien
ጥንታዊ ግብፅ	Forntida Egypten
ድብ	Björnar
ጆን አዳምስ	John Adams
ቶማስ ጄፈርሰን	Thomas Jefferson
ጄምስ ማዲሰን	James Madison
ጄምስ ሞንሮ	James Monroe
ጆን ክዊንሲ አዳምስ	John Quincy Adams
አንድሪው ጃክሰን	Andrew Jackson
ማርቲን ቫንቡረን	Martin Van Buren
ዊሊያም ሄንሪ ሀሪሰን	William Henry Harrison
ጆን ታይለር	John Tyler
ጄምስ ፖልክ	James K. Polk
ዛከሪ ቴለር	Zachary Taylor
ሄርኩለስ እግር ኳስ ክለብ	Hércules CF
ሚራንዳ ዴ ኤብሮ	Miranda de Ebro
ጉግል ዜና	Google Nyheter
1101 እ.ኤ.አ.	1101
1102 እ.ኤ.አ.	1102
ካንሰር	Cancer
ንጉሥ	Kung
ኣጃ	Havre
ስንዴ	Vetesläktet
ብረቶንኛ	Bretonska
እህል	Sädesslag
ድንቁርና	Dövhet
ጎርጎርያን ካሌንዳር	Gregorianska kalendern
ሰዓት ክልል	Tidszon
ትምህርተ፡ጤና	Hälsa
ኒሞንያ	Lunginflammation
ኤድስ	Aids
መለጠፊያ:Location map ጀርመን	Mall:Kartposition Tyskland
ስኳር በሽታ	Diabetes
ራሲንግ ዴ ሳንታንደር	Real Racing Club de Santander
መለጠፊያ:Location map ስዊድን	Mall:Kartposition Sverige
መለጠፊያ:Location map ፊንላንድ	Mall:Kartposition Finland
ረክሬቲቮ ዴ ሁዌልቫ	Recreativo de Huelva
መለጠፊያ:Location map ፈረንሳይ	Mall:Kartposition Frankrike
መለጠፊያ:Location map እስፓንያ	Mall:Kartposition Spanien
መለጠፊያ:Location map ፖርቱጋል	Mall:Kartposition Portugal
መለጠፊያ:Location map ጣልያን	Mall:Kartposition Italien
መለጠፊያ:Location map ስዊዘርላንድ	Mall:Kartposition Schweiz
ድልድይ	Bro
መለጠፊያ:Location map ሀንጋሪ	Mall:Kartposition Ungern
መለጠፊያ:Location map ክሮኤሽያ	Mall:Kartposition Kroatien
ቪላሪያል የእግር ኳስ ክለብ	Villarreal CF
መለጠፊያ:Location map ግሪክ	Mall:Kartposition Grekland
ሚላርድ ፊልሞር	Millard Fillmore
ፍራንክሊን ፒርስ	Franklin Pierce
ግድብ	Dammbyggnad
ጄምስ ቡካነን	James Buchanan
መለጠፊያ:Location map ዮርዳኖስ	Mall:Kartposition Jordanien
መለጠፊያ:Location map ቬት ናም	Mall:Kartposition Vietnam
መለጠፊያ:Location map Australia	Mall:Kartposition Australien
መለጠፊያ:Location map ቬኔዝዌላ	Mall:Kartposition Venezuela
ሞና ሊዛ	Mona Lisa
ፒሬኔ ተራሮች	Pyrenéerna
ዲትሮይት	Detroit
ሥነ ስብስብ	Mängdteori
የዝርዝር ሂሳብ (እስታቲስቲክስ)	Statistik
1103 እ.ኤ.አ.	1103
1104 እ.ኤ.አ.	1104
ሉል	Sfär
አባሲዶች	Abbasidkalifatet
ቢዛንታይን መንግሥት	Bysantinska riket
የኦቶማን መንግሥት	Osmanska riket
ቫይኪንግ	Viking
ፖል ዱሜ	Paul Doumer
ማክሲም ጎርኪ	Maksim Gorkij
ዮሐን ማርቲን ሽላየር	Johann Martin Schleyer
ኮረንቲ	Elektricitet
ሠይፍ	Svärd
ጠመንጃ	Eldvapen
ፓውሎ ኮሄሎ	Paulo Coelho
ፔሌ	Pelé
ማጁሮ	Majuro
የቤልጅግ ሰንደቅ ዓላማ	Belgiens flagga
ሩማን	Granatäpple
ብርቱካን (ፍሬ)	Apelsin
ሮማንሽ	Rätoromanska
ኡድሙርትኛ	Udmurtiska
ኡይጉርኛ	Uiguriska
ሶማልኛ	Somaliska
ናዋትል	Nahuatl
ናውሩኛ	Nauruanska
ራቬና	Ravenna
ዴቢት ካርድ	Kontokort
መለጠፊያ:Location map Earth	Mall:Kartposition Världen
ቲቤር ወንዝ	Tibern
1105 እ.ኤ.አ.	1105
ዓረብኛ	Arabiska
ቺምቦራዞ	Chimborazo
ኦክሲታንኛ	Occitanska
አፍሪካንስ	Afrikaans
ጠቅላይ ሚኒስትር	Premiärminister
ታገስ ወንዝ	Tajo
ጓዳልኪቪር ወንዝ	Guadalquivir
ዘ ደይ አፍተር ቱሞሮ (ፊልም)	The Day After Tomorrow
ሜሪዳ፣ እስፓንያ	Mérida
ሳቫ ወንዝ	Sava
ስኮትኛ	Lågskotska
ብሄራዊ አርማ	Heraldiskt vapen
ሰንደቅ ዓላማ	Flagga
ማካው	Macao
መለጠፊያ:Location map ሞሮኮ	Mall:Kartposition Marocko
መለጠፊያ:Location map ምዕራባዊ ሣህራ	Mall:Kartposition Västsahara
መለጠፊያ:Location map አልጄሪያ	Mall:Kartposition Algeriet
መለጠፊያ:Location map ቱኒዚያ	Mall:Kartposition Tunisien
መለጠፊያ:Location map ሊቢያ	Mall:Kartposition Libyen
መለጠፊያ:Location map ግብፅ	Mall:Kartposition Egypten
መለጠፊያ:Location map ቻድ	Mall:Kartposition Tchad
መለጠፊያ:Location map ሱዳን	Mall:Kartposition Sudan
መለጠፊያ:Location map ኢትዮጵያ	Mall:Kartposition Etiopien
መለጠፊያ:Location map ሶማሊያ	Mall:Kartposition Somalia
መለጠፊያ:Location map ሴኔጋል	Mall:Kartposition Senegal
መለጠፊያ:Location map ጋምቢያ	Mall:Kartposition Gambia
መለጠፊያ:Location map ሴየራ ሌዎን	Mall:Kartposition Sierra Leone
መለጠፊያ:Location map ኮት ዲቯር	Mall:Kartposition Elfenbenskusten
መለጠፊያ:Location map ቡርኪና ፋሶ	Mall:Kartposition Burkina Faso
መለጠፊያ:Location map ካሜሩን	Mall:Kartposition Kamerun
ሜሚንገን	Memmingen
መለጠፊያ:Location map ኮንጎ ዲሞክራቲክ ሪፑብሊክ	Mall:Kartposition Kongo-Kinshasa
መለጠፊያ:Location map ኬንያ	Mall:Kartposition Kenya
መለጠፊያ:Location map ታንዛኒያ	Mall:Kartposition Tanzania
መለጠፊያ:Location map አንጎላ	Mall:Kartposition Angola
መለጠፊያ:Location map ናሚቢያ	Mall:Kartposition Namibia
መለጠፊያ:Location map ቦትስዋና	Mall:Kartposition Botswana
መለጠፊያ:Location map ማዳጋስካር	Mall:Kartposition Madagaskar
ቀጭኔ	Giraff
ፒድሞንትኛ	Piemontesiska
አርፒታንኛ	Frankoprovensalska
ታራጎና	Tarragona
ኦስካር ታባሬዝ	Óscar Tabárez
ሶቪዬት ሕብረት	Sovjetunionen
ካዲዝ	Cádiz
ሲ (የኮምፒዩተር ፍርገማ ቋንቋ)	C (programspråk)
ኤችአይቪ	HIV
ክለብ አትሌቲኮ ሪቨር ፕሌት	Club Atlético River Plate
እግር	Fot
ክዊን	Queen
ፍሬዲ መርኩሪ	Freddie Mercury
እንሽላሊት	Ödlor
ክለብ አትሌቲኮ ፔኛሮል	CA Peñarol
ውክፔዲያ:ምርጥ ፅሑፎች	Wikipedia:Utmärkta artiklar
መለጠፊያ:Link FA	Mall:Link FA
ቬርሞንት	Vermont
ሳንዲየጎ	San Diego
ደንቨር	Denver
ሂውስተን	Houston
ፊኒክስ፥ አሪዞና	Phoenix
ዳላስ	Dallas
ኦስቲን፣ ቴክሳስ	Austin
ቤተ መንግስት	Palats
የሩሲያ ሰንደቅ ዓላማ	Rysslands flagga
ኤድጋር አለን ፖ	Edgar Allan Poe
ላንገዶክ-ሩሲዮን	Languedoc-Roussillon
ሬዩንዮን	Réunion
ማፅደቂያ ስር	Grundstam
ክብ	Cirkel
ዲየጎ ማራዶና	Diego Maradona
ነፋስ ስልክ	Mobiltelefoni
ሰጎን	Struts
እሙን	Axiom
ኅልዮት	Teori
ሳክራመንቶ	Sacramento
ሆኖሉሉ	Honolulu
1925 እ.ኤ.አ.	1925
1927 እ.ኤ.አ.	1927
ማንችስተር	Manchester
ስጋ በል ዕፅዋት	Köttätande växter
ጨረራ	Strålning
1000 እ.ኤ.አ.	1000
999 እ.ኤ.አ.	999
1955 እ.ኤ.አ.	1955
1954 እ.ኤ.አ.	1954
1953 እ.ኤ.አ.	1953
1951 እ.ኤ.አ.	1951
1950 እ.ኤ.አ.	1950
1946 እ.ኤ.አ.	1946
1943 እ.ኤ.አ.	1943
1942 እ.ኤ.አ.	1942
1940 እ.ኤ.አ.	1940
