Afraga	Afrika
Sgioba nàiseanta rugbaidh Astràilia	Australiens herrlandslag i rugby union
Alcelaphus buselaphus	Hartebeest
Beatragus hunteri	Hirolaantilop
Zolochiv	Zolotjiv
An Eaglais Bhreac	Falkirk
Tràth neo-choileanta	Imperfekt
Beannachd	Välsignelse
Arauca	Arauca
Arauca (baile)	Arauca (stad)
Stràc throm	Grav accent
Tourville-sur-Arques	Tourville-sur-Arques
Susanville, Calafòrnia	Susanville, Kalifornien
Prionnsalachd Schwarzburg-Sondershausen	Schwarzburg-Sondershausen
Obar Bhrothaig	Arbroath
Poblachd Ghranada Ùire	Republiken Nya Granada
Norwich, Connecticut	Norwich, Connecticut
San Rafael, Calafòrnia	San Rafael, Kalifornien
Archibald Geikie	Archibald Geikie
Waipahu, Hawaii	Waipahu
Baile na h-Eaglais	Eaglesham
Lafayette, Indiana	Lafayette, Indiana
Neiva	Neiva
Rubha Aird Driseig	Ardrishaig
Uainfheoil	Lamm- och fårkött
Old Firm	Old Firm
Cathag nan casan dearg	Alpkråka
Torfaen	Torfaen
Cath na Bòinne	Slaget vid Boyne
Sgioba nàiseanta rugbaidh na h-Argantain	Argentinas herrlandslag i rugby union
Arrecife	Arrecife
Farafra	Farafra
Seumas Dùghlas, Tighearna Dhùghlais	James Douglas, lord av Douglas
Martin County, Florida	Martin County, Florida
Siostam foirmeil	Formellt system
Sir Ddinbych	Denbighshire
2050an	2050-talet
2040an	2040-talet
2070an	2070-talet
Llanymddyfri	Llandovery (stad)
Blàr Chùil Lodair	Slaget vid Culloden
Dùn Phrìs	Dumfries
Broth	Utslag
Tuatha Dè Danann	Tuatha Dé Danann
Inbhir Àir	Ayr
Cille Bhrìghde an Ear	East Kilbride
Galldachd	Skotska lågländerna
Canterbury Region	Canterbury, Nya Zeeland
Cartagena de Indias	Cartagena, Colombia
Uibhist a Tuath	North Uist
Constantin Guys	Constantin Guys
Leabharlann Nàiseanta na Cuimrigh	National Library of Wales
Iòrdan	Jordan (olika betydelser)
Medellín (Spàinn)	Medellín, Spanien
Prionnsalachd Hohenzollern-Hechingen	Hohenzollern-Hechingen
Droichead na Bandan	Bandon
Sgrabastair	Scrabster
Alpenhorn	Alphorn
Crann-togail	RC-borrning
Bile (Pàrlamaid)	Proposition
Tuil nan Naomh Uile (1170)	Allerheiligenflut 1170
Cathair Challdainn	Kirkcaldy
Matamata	Matamata
Blas (dualchainnt)	Brytning (språk)
Otago	Otago
Gaoth Dobhair	Gaoth Dobhair
Montagnola	Montagnola
Bowling Green, Kentucky	Bowling Green, Kentucky
Prionnsalachd Schwarzburg-Rudolstadt	Schwarzburg-Rudolstadt
Garfield County, Washington	Garfield County, Washington
Diùcachd Sagsainn-Eisenach	Sachsen-Eisenach
Co-labhairt Évian	Éviankonferensen
Liosta dùthchannan a-rèir àireamh-shluaigh	Lista över länder efter folkmängd
2030an	2030-talet
Seòras Bochanan	George Buchanan
540an RC	540-talet f.Kr.
Cromleax	Obelix
Fuineadh	Bakning
Dealan-spèid	Telegrafi
Justin Rose	Justin Rose
Ashburton, Sealainn Nuadh	Ashburton, Nya Zeeland
Almost Famous	Almost Famous
Pluto	Pluto (olika betydelser)
Auckland Region	Auckland (region)
2080an	2080-talet
Danu	Danu (keltisk mytologi)
SS Great Eastern	S/S Great Eastern
Manach	Munk
Muine Bheag	Muine Bheag
Tahlequah, Oklahoma	Tahlequah
Neil Bartlett	Neil Bartlett
Eachann MacDhòmhnaill	Hector MacDonald
Tobar na Màthar	Motherwell
C.B. Greatna	Gretna FC
Mompós	Santa Cruz de Mompox
Nathair (Ceòl)	Serpent
Tunnag	Anka
Corra-ghràin mhòr Aimeireaga	Amerikansk rördrom
Whangarei	Whangarei
Obar Neithich	Abernethy
Am Monadh Ruadh	Cairngorm
Castell-nedd Port Talbot	Neath Port Talbot
The Chronic	The Chronic
Caisleán an Bharraigh	Castlebar
Nefud	Nafud
Duine-uasal	Gentleman
Villavicencio	Villavicencio
Cimbasso	Cimbasso
Hertford County, Carolina a Tuath	Hertford County
Latha Mhartin Luther King	Martin Luther King-dagen
Woodstock (Oxfordshire)	Woodstock, Oxfordshire
Status quo ante bellum	Status quo ante bellum
Unst	Unst
Guairá	Guairá
Bristol, Connecticut	Bristol, Connecticut
Torrington, Connecticut	Torrington, Connecticut
Derby, Connecticut	Derby, Connecticut
Hamden, Connecticut	Hamden, Connecticut
New Castle, Delaware	New Castle, Delaware
Georgetown, Delaware	Georgetown, Delaware
Milford, Delaware	Milford, Delaware
Seaford, Delaware	Seaford, Delaware
Smyrna, Delaware	Smyrna, Delaware
Beinn na Faoghla	Benbecula
Milford, Connecticut	Milford, Connecticut
Rockville, Connecticut	Rockville, Connecticut
Caisteal Shruighlea	Stirling Castle
Karcag	Karcag
Lia Fàil	Sconestenen
Caisteal Conwy	Conwy Castle
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
Auburn, Calafòrnia	Auburn, Kalifornien
Auburn, Maine	Auburn, Maine
Springs	Springs, Sydafrika
Ceannardan na Spàinne	Lista över Spaniens regeringschefer
Fara, Sealltainn	Fair Isle
Cruit	Crwth
Dasht-e Lut	Dasht-e Lut
Southaven, Mississippi	Southhaven
Port an Dúnáin	Portadown
Sgrìobhadairean Sasannach	Lista över engelskspråkiga författare
Salcraig	Selkirk
Sgioba nàiseanta rugbaidh Chanada	Kanadas herrlandslag i rugby union
Bus	Bus
Willows, Calafòrnia	Willows, Kalifornien
Klaipėda	Klaipėda
Pàirc Thanachais	Tannadice Park
Auskerry	Auskerry
Aberteifi	Cardigan, Storbritannien
Lebanon County, Pennsylvania	Lebanon County
Llangernyw	Llangernyw
Ceann Rois	Kinross
Doc Penfro	Pembroke Dock
Siorrachd Bhearaig	Berwickshire
Sràid aon-slighe	Enkelriktning
Graemsay	Graemsay
An Aghaidh Mhòr	Aviemore
Bealltainn	Beltine
BBC Radio 2	BBC Radio 2
BBC Radio 1	BBC Radio 1
BBC Radio 4	BBC Radio 4
Bonaid-snàimh	Badmössa
Penrith	Penrith
Coill an Chollaigh	Bailieborough
Blaenafon	Blaenavon
Bealach Cláir	Ballyclare
Baile an Chaistil	Ballycastle
An Baile Meánach	Ballymena
Baile Mheadhain	Balmedie
Beannchar (Èirinn)	Bangor, Nordirland
Baile nan Cnoc	Banknock
Allt a' Bhonnaich	Bannockburn
Bloc (cluich)	Byggkloss
Cabar	Stångstörtning
Bun-craoibhe	Stubbe
Fàsach Bhayuda	Bajuda
Siontò	Shinto
Beaufort, Carolina a Deas	Beaufort, South Carolina
Bròg-cleasachd	Sportskor
Bella Vista, Arkansas	Bella Vista, Arkansas
Bello	Bello, Colombia
Quibdó	Quibdó
Beinn Mac Duibh	Ben Macdui
Rhondda Cynon Taf	Rhondda Cynon Taf
Bentonville, Arkansas	Bentonville
Klickitat County, Washington	Klickitat County, Washington
York, Pennsylvania	York, Pennsylvania
Sgioba nàiseanta rugbaidh na Cuimrigh	Wales herrlandslag i rugby union
Riohacha (baile)	Riohacha
Dubhadh-grèine	Solskyddsmedel
Tinbheal	Tynwald
Bearaig	Berwick
Cabstair	Bett
Stena Line	Stena Line
Bono	Bono
Caerfyrddin	Carmarthen
Diùcachd Nassau	Hertigdömet Nassau
Roinn Phruisianach Phomerania	Provinsen Pommern
Ukiah, Calafòrnia	Ukiah, Kalifornien
Woodland, Calafòrnia	Woodland, Kalifornien
Urial	Urial
Runrig	Runrig
La Jolla, Calafòrnia	La Jolla
Redondo Beach, Calafòrnia	Redondo Beach
Cionn tSáile	Kinsale
Plasticine	Plastilina
Bìth	Beck (ämne)
Uibhist a Deas	South Uist
Eilginn	Elgin
Blàr San Jacinto	Slaget vid San Jacinto
Wrecsam	Wrexham (kommun)
Leifear	Lifford
Bro Morgannwg	Vale of Glamorgan
Gath (cuibhle)	Eker
Florence, Arizona	Florence, Arizona
2090an	2090-talet
Clay County, Virginia an Iar	Clay County, West Virginia
Ohio County, Virginia an Iar	Ohio County, West Virginia
Baile Lèibhinn	Livingston
Neapraigear	Servett
Roinn le neoni	Division med noll
Latimer County, Oklahoma	Latimer County
An Gearasdan	Fort William (Skottland)
Siobhag	Veke
Buchach	Butjatj
York University	York University
Florencia (baile)	Florencia
Camanachd	Shinty
Oroville, Calafòrnia	Oroville, Kalifornien
Madera, Calafòrnia	Madera, Kalifornien
Montería (baile)	Montería
Glasag	Havssallat
Sgàin	Scone, Skottland
Dath a' chraicinn daonna	Hudfärg
VietJet Air	VietJet Air
Dùn na nGall	Donegal
Wellington Region	Wellington (region)
One Flew Over The Cuckoo's Nest	Gökboet
Cnoc Mhuire	Knock
Strijen	Strijen
Big Sur, Calafòrnia	Big Sur
Slige-chabon	Hjärtmusslor
Gallaibh	Caithness
Cupa Lìog na h-Alba	Scottish League Cup
San José del Guaviare	San José del Guaviare
Coireall na cìche-shluagain	Uvular tremulant
Wakame	Wakame
Yarmouth, Alba Nuadh	Yarmouth, Nova Scotia
Southland Region	Southland (region)
Teine an taighe-tionnsgain Trì-cheàrnag	Branden i Triangle Shirtwaist-fabriken
Eryri	Snowdonia
Brillean	Klitoris
Steàrnan	Tärnor
Dango	Dango
Caidreabhas	Allians
Baile an t-Saoir	Blantyre, Skottland
Blenheim, Sealainn Nuadh	Blenheim, Nya Zeeland
Calum Clachair	Byggare Bob
Fleming County, Kentucky	Fleming County
Boksburg	Boksburg
Neo-eisimeileachd na h-Alba	Skotsk självständighet
Byhalia, Mississippi	Byhalia, Mississippi
Ceann Fhàil	Bo'ness
Jethou	Jethou
Martin Karplus	Martin Karplus
Brecqhou	Brecqhou
John Mercer	John Mercer
Canàl Cailleanach	Kaledoniska kanalen
Caerffili	Caerphilly
Reidius de Gyration	Tröghetsradie
Àrd-thìr Ustyurt	Ustiurtplatån
Caisteal Urchadain	Urquhart Castle
Ealain nan Ceilteach Pàganach	Keltisk konst
Cobhair:Susbaint	Wikipedia:Hjälp
Tre Huw	Hugh Town
Bristol, Rhode Island	Bristol, Rhode Island
Cill Dara	Kildare
Gillette, Wyoming	Gillette, Wyoming
Kingston	Kingston (olika betydelser)
Dannevirke	Dannevirke (Nya Zeeland)
Surfside, Florida	Surfside, Florida
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
Breadhaig	Brodick
Jones County, Dakota a Deas	Jones County, South Dakota
Glenwood Springs, Colorado	Glenwood Springs
Placerville, Calafòrnia	Placerville, Kalifornien
Santa Fe de Antioquia	Santa Fe de Antioquia
Råshult	Råshult
Burray	Burray
Dacian Cioloș	Dacian Cioloș
Wanaka	Wanaka
Gorodok	Horodok, Lviv oblast
Papa Westray	Papa Westray
Baile Shidni, Alba Nuadh	Sydney, Nova Scotia
Charles Lapworth	Charles Lapworth
Kewaunee County, Wisconsin	Kewaunee County
Monroe County, Wisconsin	Monroe County, Wisconsin
Buga	Buga
Greymouth	Greymouth
Loganair	Loganair
Latharna	Larne
An t-Òban	Oban
Show Low, Arizona	Show Low, Arizona
Hollister, Calafòrnia	Hollister, Kalifornien
Irn Bru	Irn-Bru
Preastabhaig	Prestwick
Lassie	Lassie
Seumas Hogg	James Hogg
Eudorcas rufina	Rödgasell
Gleann Rathais	Glenrothes
Chowan County, Carolina a Tuath	Chowan County
Sgioba nàiseanta rugbaidh na h-Alba	Skottlands herrlandslag i rugby union
Coronation Street	Coronation Street
Tùcaid	Duvslag
Pickens County, Alabama	Pickens County, Alabama
Ach-na-Feàrna	Elderslie
Sir William Ramsay	William Ramsay
Marysville, Calafòrnia	Marysville, Kalifornien
Giles County, Virginia	Giles County, Virginia
Riochdair ath-bhuailteach	Reflexivt pronomen
Lihou	Lihou
Mumford & Sons	Mumford & Sons
Forbes	Forbes
Gleann Comhann (baile)	Glencoe, Skottland
Graeme McDowell	Graeme McDowell
Uisge Dhè, Siorrachd Obair Dheathain	River Dee, Skottland
Great Basin	Great Basin
Sgioba nàiseanta rugbaidh Romàinia	Rumäniens herrlandslag i rugby union
Beic	Nigning
Norðoyar	Norðoyar
Àicheil	Negativ
Ùisdean MacDhiarmaid	Hugh MacDiarmid
Robert Mallet	Robert Mallet
Taigh Iain Ghròt	John o' Groats
Hwlffordd	Haverfordwest
La Grange, Kentucky	La Grange, Kentucky
Clarksdale, Mississippi	Clarksdale
Brùra	Brora
Aberdaugleddau	Milford Haven
Lios Tuathail	Listowel
Llandudno	Llandudno
Baile Fharfair	Forfar
Ulapul	Ullapool
Wickenburg, Arizona	Wickenburg, Arizona
El Cerrito, Calafòrnia	El Cerrito, Contra Costa County, Kalifornien
Buenaventura	Buenaventura
Sauk Centre, Minnesota	Sauk Centre
Hämeenkyrö	Tavastkyro
Tuaim	Tuam
Cloich na Coillte	Clonakilty
East Greenwich, Rhode Island	East Greenwich
Leiderdorp	Leiderdorp
Léim an Mhadaidh	Limavady
Lannraig, Lannraig a Deas	Lanark
Clóidigh	Claudy
Dùn Barra	Dunbar
Cala na Creige	Stonehaven
Llangollen	Llangollen
Llangefni	Llangefni
Baile Eilidh	Helensburgh
Caer-went	Caerwent
Inbhir Chèitinn	Inverkeithing
Inbhir Èireann	Findhorn
Cearan Mhoire	Kirriemuir
Baile Bhainidh	Dufftown
Càrn Fheusda	Carnoustie
Ceann Loch Chille Chiarain	Campbeltown
Inbhir Ùige	Wick
Kahului, Hawaii	Kahului
Calasraid	Callander
Drochaid Bhuinne	Bonnybridge
An Dùn	Doune
Lower Hutt	Lower Hutt
Hastings District	Hastings, Nya Zeeland
Timaru, Sealainn Nuadh	Timaru
An Dubh-allt	Blackburn, West Lothian
Ceann Phàdraig	Peterhead
Ceann Loch Gilb	Lochgilphead
Lìte	Leith
Uchiko	Uchiko
Kopparberg	Kopparberg
Abergwaun	Fishguard
Klippan	Klippan
An Sruthan Fuar	Coldstream
Port Ìlein	Port Ellen
Longartaidh	Luncarty
Mvezo	Mvezo
Pontypridd	Pontypridd
Farsø	Farsø kommun
Pwllheli	Pwllheli
Laksaa	Laxey
Caledonian Mac a' Bhriuthainn	Caledonian MacBrayne
Colbh Iadaigh	Calf of Eday
Dail Chuinnidh	Dalwhinnie (ort)
Port Rois	Portrush
Peantair	Målare (konstnär)
El Hierro	El Hierro
Sincelejo	Sincelejo
Carrann	Carron
Cairteil Medellín	Medellínkartellen
Tìr nan Cailleannach	Kaledonien
Caisleán Cnucha	Castleknock
Galar fèin-spèiseach na pearsanatachd	Narcissistisk personlighetsstörning
Cataibh	Sutherland
Stàitean Aonaichte Choloimbia	Colombias förenta stater
Shaker Heights, Ohio	Shaker Heights
Joggins	Joggins
Penrhyndeudraeth	Penrhyndeudraeth
Sgath (Sgeulachd)	Slash fiction
Bàta-siùil	Segelbåt
Bas	Palm (PDA)
Taigh Both Fhleisginn	Boleskine House
Girón	Girón
Gazella arabica bilkis	Gazella bilkis
Cúil Raithin	Coleraine
Compton Mackenzie	Compton Mackenzie
Na Hearadh	Harris, Yttre Hebriderna
Sgioba nàiseanta rugbaidh na h-Iapan	Japans herrlandslag i rugby union
Penobscot County, Maine	Penobscot County
Decatur County, Indiana	Decatur County, Indiana
Tihamah	Tihamah
Tàcharan	Bortbyting
Iarla	Earl
An Chorr Chríochach	Cookstown
Urras	Trust
Sgioba nàiseanta rugbaidh Thonga	Tongas herrlandslag i rugby union
Sgioba nàiseanta rugbaidh Fhìdi	Fijis herrlandslag i rugby union
Bucall	Spänne
Alcelaphus lichtensteinii	Lichtensteins hartebeest
Taigh-cùirte	Tingshus
Na Cùmhnantaich	Covenanter
Sgioba nàiseanta rugbaidh Shamoa	Samoas herrlandslag i rugby union
Jefferson County, Indiana	Jefferson County, Indiana
HD 80606 b	HD 80606 b
Co-chaidreachas Ghranada	Granadinska konfederationen
Bogsa-fòn	Telefonkiosk
Pàdraig Post	Postis Per
Sgioba nàiseanta rugbaidh na Stàitean Aonaichte	USA:s herrlandslag i rugby union
Eilean Bhòid	Bute (ö)
Bonaid	Bahytt
Donnie Murdo	Dundermusen
Loidig mhatamataigeach	Matematisk logik
Deirdre	Deirdre
Bàta-ràmh	Roddbåt
The Dark Crystal	Den mörka kristallen
Changing Lanes	Changing Lanes
Lochlannach	Nordmän
Giomach uisge	Kräftor
Ùr-sgeulachd	Myt
Roinn (matamataig)	Division (matematik)
Dollar	Dollar (olika betydelser)
Tom an t-Sabhail	Tomintoul
Llandaf	Llandaff
Siorrachd Pheairt	Perthshire
Aymer de Valence	Aymer de Valence
Truinnsearan deighe	Pannkaksis
Sgioba nàiseanta rugbaidh Naimibia	Namibias herrlandslag i rugby union
An deoch dhraoidheil	Trolldryck
Murt Ghlinne Comhainn	Glencoemassakern
Pàrtaidh Uaine na h-Alba	Scottish Green Party
Dùn Gasbaith	Duncansby Head
Dún Geimhin	Dungiven
Dùn Chailleann	Dunkeld
Rinneansaigh	North Ronaldsay
Seòlaid	Vattenväg
Sanndaigh, Arcaibh	Sanday
Dùn, Hiort	Dùn, St Kilda
East Burra	East Burra
Iadaigh	Eday
60an	60-talet
50an	50-talet
40an	40-talet
30an	30-talet
Blàr Flodden	Slaget vid Flodden
San Juan	San Juan
Bàgh	Bukt
Agh	Kviga
Fairport, Eabhraig Nuadh	Fairport
Glupad	Leverflundror
Ennor	St Mary's
Muckle Flugga	Muckle Flugga
Henrik Stenson	Henrik Stenson
Funky Chicken	Fågeldansen
Sìdhe	Aos Sí
Ainmear gnìomhaireach	Verbalsubstantiv
Sgrùdair ciùil	Musikkritiker
Richtersveld	Richtersveld
Linne Mhoireibh	Moray Firth
Agnes Monica	Agnes Monica
Prìomh Mhinistearan na h-Alba	Skottlands försteminister
Trèanadh teagaisg	Lärarutbildning
Inis Glas	Greenisland
Gleann Ghormlaithe	Glengormley
Sérigny (Orne)	Sérigny, Orne
Baintighearna	Kvinna av stånd
Lèirbeart	Larbert
Roinn-seòrsa:A' Ghearmailt	Kategori:Tyskland
Roinn-seòrsa:An Eadailt	Kategori:Italien
Roinn-seòrsa:Na Stàitean Aonaichte	Kategori:USA
Roinn-seòrsa:An Ruis	Kategori:Ryssland
Roinn-seòrsa:Canada	Kategori:Kanada
Roinn-seòrsa:An Rìoghachd Aonaichte	Kategori:Storbritannien
Roinn-seòrsa:An Spàinn	Kategori:Spanien
Roinn-seòrsa:An t-Seapan	Kategori:Japan
Roinn-seòrsa:Astràilia	Kategori:Australien
Roinn-seòrsa:Meagsago	Kategori:Mexiko
Roinn-seòrsa:Na h-Innseachan	Kategori:Indien
Roinn-seòrsa:Aràibia nan Sabhd	Kategori:Saudiarabien
Roinn-seòrsa:Israel	Kategori:Israel
Roinn-seòrsa:An Tuirc	Kategori:Turkiet
Roinn-seòrsa:An Èipheit	Kategori:Egypten
Roinn-seòrsa:Sealainn Nuadh	Kategori:Nya Zeeland
Roinn-seòrsa:An Argantain	Kategori:Argentina
Paramadair	Parameter
Roinn-seòrsa:0an	00-talet
20an	20-talet
Garret FitzGerald	Garret FitzGerald
An Caisteal Nuadh	Newcastle upon Tyne
Anart	Linne (textil)
Saint Etienne (còmhlan)	Saint Etienne (musikgrupp)
Teicheadh nan Iarla	Jarlarnas flykt
1120an	1120-talet
680an	680-talet
Loch Mhòrair	Loch Morar
Envigado	Envigado
Väversunda	Väversunda
An Eaglais Shaor	Skotska frikyrkan
Roinn-seòrsa:An Ostair	Kategori:Österrike
Roinn-seòrsa:An Innd-Innse	Kategori:Indonesien
Roinn-seòrsa:Na Tìrean Ìsle	Kategori:Nederländerna
Roinn-seòrsa:Pacastan	Kategori:Pakistan
Roinn-seòrsa:A' Phòlainn	Kategori:Polen
Roinn-seòrsa:A' Phortagail	Kategori:Portugal
Roinn-seòrsa:An Eilbheis	Kategori:Schweiz
Roinn-seòrsa:An Ucràin	Kategori:Ukraina
Roinn-seòrsa:Bhiet-Nam	Kategori:Vietnam
Roinn-seòrsa:Impireachd na Ròimhe	Kategori:Romerska riket
Roinn-seòrsa:Mamalan	Kategori:Däggdjur
Roinn-seòrsa:Snàigean	Kategori:Kräldjur
Roinn-seòrsa:Eòin	Kategori:Fåglar
Roinn-seòrsa:Eòlas-nàdair	Kategori:Fysik
Roinn-seòrsa:Bith-eòlas	Kategori:Biologi
Roinn-seòrsa:Ceimigeachd	Kategori:Kemi
Roinn-seòrsa:Eachdraidh	Kategori:Historia
Roinn-seòrsa:Cruinn-eòlas	Kategori:Geografi
Roinn-seòrsa:Creideamh	Kategori:Religion
Roinn-seòrsa:Spòrs	Kategori:Sport
Roinn-seòrsa:Eòlas	Kategori:Vetenskap
Roinn-seòrsa:An t-Aonadh Eòrpach	Kategori:Europeiska unionen
Reifreann air Neo-eisimealachd na h-Alba 2014	Folkomröstningen om skotsk självständighet 2014
Viktor Yushchenko	Viktor Jusjtjenko
Lachine	Lachine
Kaneohe, Hawaii	Kaneohe
Gèidse	Gauge
Bheastraigh	Westray
Feamainn dubh	Sågtång
Ketchum, Idaho	Ketchum, Idaho
Itagüí	Itagüí
Arailt	Harald
Breig (càr)	Broms
Coinneach	Kennet
610an RC	610-talet f.Kr.
Gàidhlig Chanada	Kanadensisk gäliska
Sgioba nàiseanta rugbaidh Shiombabue	Zimbabwes herrlandslag i rugby union
Fialaidheachd	Generositet
Bailiùn-adhair teth	Luftballong
Romhsaigh	Rousay
Out Skerries	Out Skerries
Martin Chemnitz	Martin Chemnitz (1596–1645)
Limburg	Provinsen Limburg (1815–1839)
Soaigh	Soay, St Kilda
Pàrtaidh Spùinneadairean na RA	Piratpartiet (Storbritannien)
Vallenato	Vallenato
Dùdach (Ceòl)	Bygelhorn
Gobha	Smed
West Burra	West Burra
Bruis-chinn	Hårborste
Na Cealla	Kells, Antrim
Canàl Foirthe agus Cluaidh	Forth-Clydekanalen
Altachadh	Bordsbön
Fàsach Ordos	Ordosplatån
Isla Grande de Tierra del Fuego	Isla Grande de Tierra del Fuego
Noss	Noss (ö)
Cogadh nam Boer	Boerkriget
Jens C. Skou	Jens Christian Skou
Ball-maise	Ornament
Panevėžys	Panevėžys
Bàta-sàbhalaidh	Livbåt
Oi Polloi	Oi Polloi
Cocairix	Miraculix
Carraig Uí Leighin	Carrigaline
Linne Tatha	Firth of Tay
Aberaeron	Aberaeron
Párvusz	Párvusz
Inneal smùid	Rökmaskin
New Albany, Mississippi	New Albany, Mississippi
Valbo	Valbo
Taigh Mhàrtainn	Whithorn
Rhuddlan	Rhuddlan
Latha a' Bhreitheanais	Yttersta domen
Crois Mhic Lionnáin	Crossmaglen
Stac Leibhinis	Levenish
Valverde	Valverde, Santa Cruz de Tenerife
Qunu	Qunu
Oilthigh Srath Chluaidh	University of Strathclyde
An Caol Arcach	Pentlandsundet
Abercarn	Abercarn
Manannan mac Lir	Manannan
Windham, Connecticut	Windham, Connecticut
Sionnachan-mara	Mareld
Solas na Greine	Nu är det morgon
Alex van Halen	Alex Van Halen
Seventh Tree	Seventh Tree
Ad-Dahna	Dahna
1 Samuel	Första Samuelsboken
Rolf Harris	Rolf Harris
Roinn-seòrsa:Soilleireachadh	Kategori:Förgreningssidor
Roinn-seòrsa:Na h-Olympics	Kategori:Olympiska spelen
Roinn-seòrsa:Feallsanachd	Kategori:Filosofi
Roinn-seòrsa:Eòlas-inntinn	Kategori:Psykologi
Roinn-seòrsa:Crìosdaidheachd	Kategori:Kristendom
Roinn-seòrsa:Islam	Kategori:Islam
Bodach-ròcais	Fågelskrämma
Biwmares	Beaumaris
BBC Wales	BBC Cymru Wales
Castell-nedd	Neath
Y Rhyl	Rhyl
Cadha	Ravin
Pàdraig Harvie	Patrick Harvie
Gabhal Luimnigh	Limerick Junction
Àirigh	Fäbod
An Blaic	Blacklion
Cros Araild	Harolds Cross
An Chabrach	Cabra
The Lady of Shalott	The Lady of Shalott
Iolair	Örnar
Siorrachd Phiogto	Pictou County
Port Asgaig	Port Askaig
Muinchille	Cootehill
Tairbeart na Hearadh	Tarbert
Lèineag is sgiort	Kjol
Bay of Plenty Region	Bay of Plenty
Saint John's	Saint John's
Llanwrtyd	Llanwrtyd Wells
Llanrwst	Llanrwst
Creutairean (Miotas-eòlasach)	Sagodjur
Port Stíobhaird	Portstewart
Maesteg	Maesteg
Llanwddyn	Lake Vyrnwy
Muirsgian	Ensis arcuatus
Olshammar	Olshammar
Gàidhealtachd na h-Alba	Gàidhealtachd
Dún an Rí	Kingscourt
Abertyleri	Abertillery
Rúscaigh	Roosky
Greatna	Gretna, Skottland
Còbra	Kobra
Taigh-solais Bell Rock	Bell Rock
The Far Side	The Far Side
Am Bogotazo	Bogotazo
Llanilltud Fawr	Llantwit Major
Cibo Matto	Cibo Matto
Comhairle Cathair Dhùn Dè	Dundee City
Gruag chiar	Hårfärg
Comhairle Cathair Dhùn Èideann	City of Edinburgh
Bochotnica	Bochotnica
Taupo	Taupo
Taggart	Taggart
Comhairle Cathair Obar Dheathain	Aberdeen City
Ishpeming, Michigan	Ishpeming
Colusa, Calafòrnia	Colusa, Kalifornien
Lamb Holm	Lamb Holm
Baile na Croise, Contae Dhoire	Draperstown
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Yreka, Calafòrnia	Yreka
Freiceadan Dubh	Black Watch
Seumas Greumach, a' chiad Dhiùc a' Mhonaidh Roise	James Graham, 1:e hertig av Montrose
Aberafan	Aberavon
Gwyddelwern	Gwyddelwern
Siorrachd Halafacs	Halifax County, Nova Scotia
Àthfort	Alford, Aberdeenshire
Porthaethwy	Menai Bridge
Teach Mealóg	Templeogue
Cnò-mheannt	Muskot
A' chaora mhaol	Cheviot (fårras)
Conrad Bain	Conrad Bain
Seachd	Seachd: The Inaccessible Pinnacle
's-Hertogenbosch	's-Hertogenbosch
Abergele	Abergele
Ath-bheòthachadh na h-Alba	Skotska renässansen
Unnlagh	Böter
Ard Eoin	Ardoyne
Both Chuidir	Balquhidder
Creag an Iubhar	Craignure
Roinn-seòrsa:Bun	Kategori:Stubbar
Roinn-seòrsa:Planaidean	Kategori:Planeter
Roinn-seòrsa:Cultar	Kategori:Kultur
Roinn-seòrsa:Mòr-roinnean	Kategori:Världsdelar
Roinn-seòrsa:Eòlas-talmhainn	Kategori:Geologi
Roinn-seòrsa:Liostaichean	Kategori:Listor
Caisteal Leòdhais	Lews Castle
10an	10-talet
Baile Udain	Uddingston
Ceann na Creige	Kennacraig
William Forbes Skene	William Forbes Skene
Goilear	Oljepanna
Jämshög	Jämshög
Co-chomharran	Koordinater
Soills air Mo Smuain	Be Thou My Vision
Bian	Skinn
Abersychan	Abersychan
Neach-seinn sàthadh	Spinto
Aran-coirce	Oatcake
Ålgård	Ålgård
Stenhousemuir	Stenhousemuir
Bòrd na Gàidhlig	Bòrd na Gàidhlig
Pàrras	Paradis
Allmhaigh	Alloway
Llanfair-ar-y-bryn	Llanfair-ar-y-bryn
Sark	Sark
Jason Manford	Jason Manford
Conservatoire Rìoghail na h-Alba	Royal Scottish Academy of Music and Drama
Gobhar-adhair	Beckasiner
Roinn-seòrsa:Wikipedia bots	Kategori:Wikipedia:Robotar
Mòr-roinnean Chanada	Kanadas administrativa indelning
Forsdal	Foxdale
Creneash	Cregneash
Deanaidh	Denny, Skottland
Roinn-seòrsa:Cleasaichean nam film	Kategori:Skådespelare
Roinn-seòrsa:LCDT	Kategori:HBTQ
Teamplaid:Userbox	Mall:Användarbox
Saturn	Saturn
Bòcan	Lista över geologiska strukturer på Uranus månar
Karlbo	Karlbo
Sen Kolomm Vyghan	St. Columb Minor
Roinn-seòrsa:Lagh	Kategori:Juridik
Roinn-seòrsa:Dùthchannan	Kategori:Världens länder
Roinn-seòrsa:Eaconomachd	Kategori:Nationalekonomi
Uicipeid:Administrators	Wikipedia:Administratörer
Uicipeid:Bot policy	Wikipedia:Robotar
Roinn-seòrsa:Eadar-lìon	Kategori:Internet
