Aprika	Afrika
Bitamina	Vitamin
Benjamin Franklin	Benjamin Franklin
Cogne	Cogne
Brian Cox	Brian Cox
Isaac Asimov	Isaac Asimov
Torah	Torah
Courmayeur	Courmayeur
Simbahang Ortodokso ng Silangan	Ortodoxa kyrkor
William McKinley	William McKinley
Agatha Christie	Agatha Christie
Gressan	Gressan
Tala ng mga pambansang kabisera	Lista över huvudstäder
Salawikain	Ordspråk
Noemi	Noemi (artist)
Entidad	Entitet
Websayt	Webbplats
Pagtatanghal	Framförande
Wilhelm Röntgen	Wilhelm Röntgen
Odisea	Odysséen
Grover Cleveland	Grover Cleveland
Lungsod ng Kuwait	Kuwait (stad)
La Salle, Aosta Valley	La Salle, Italien
Salamin (tanawan)	Spegel
Dinastiyang Zhou	Zhoudynastin
Herbert Hoover	Herbert Hoover
Etimolohiya	Etymologi
Puma	Puma
44 BC	44 f.Kr.
Mga Saksi ni Jehova	Jehovas vittnen
Metapisika	Metafysik
Warren G. Harding	Warren G. Harding
387	387
Nikita Hruščëv	Nikita Chrusjtjov
Arabe	Araber
Brad Pitt	Brad Pitt
WWE, Inc.	World Wrestling Entertainment
Lawa ng Titicaca	Titicacasjön
Sumerya	Sumer
Saint-Marcel, Aosta Valley	Saint-Marcel, Aostadalen
Wikang Aka-Bo	Aka-Bo
Colombo	Colombo
Palabigkasan	Fonetik
Anna Ohura	Anna Ohura
Saint-Nicolas, Aosta Valley	Saint-Nicolas
Pamilya (biyolohiya)	Familj (biologi)
Mga wikang Bikol	Bikol
Wikang Elamita	Elamitiska
Medina	Medina
Almaty	Almaty
242 BC	242 f.Kr.
Wikang Sinaunang Griyego	Klassisk grekiska
Chester A. Arthur	Chester A. Arthur
Aphrodite	Afrodite
248 BC	248 f.Kr.
Yungib	Grotta
258 BC	258 f.Kr.
257 BC	257 f.Kr.
Alces alces	Älg
Wikang Akkadiano	Akkadiska
253 BC	253 f.Kr.
White House	Vita huset
246 BC	246 f.Kr.
245 BC	245 f.Kr.
Pulis	Polis
249 BC	249 f.Kr.
252 BC	252 f.Kr.
Paul Cézanne	Paul Cézanne
Wallis at Futuna	Wallis- och Futunaöarna
240 BC	240 f.Kr.
254 BC	254 f.Kr.
256 BC	256 f.Kr.
251 BC	251 f.Kr.
Hokkaidō	Hokkaido
250 BC	250 f.Kr.
244 BC	244 f.Kr.
Tigris	Tigris
243 BC	243 f.Kr.
Bulubundukin ng Ural	Uralbergen
255 BC	255 f.Kr.
Arthur Conan Doyle	Arthur Conan Doyle
Luya	Ingefära
Gantimpalang Nobel na Pangkapayapaan	Nobels fredspris
William Howard Taft	William Howard Taft
Glacier	Glaciär
Kapuluang Pitcairn	Pitcairnöarna
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Panthera onca	Jaguar
Timog Australya	South Australia
Parlamento	Parlament
Materya	Materia
Sanaysay	Essä
Lungsod ng Osaka	Osaka
247 BC	247 f.Kr.
Boise, Idaho	Boise
Ehekutibong sangay	Verkställande makt
Baruch Spinoza	Baruch Spinoza
Ubo	Hosta
Zoroaster	Zarathustra
259 BC	259 f.Kr.
Magkapatid na Wright	Bröderna Wright
Rio de la Plata	Río de la Plata
Tulog	Sömn
Wikang Istriyano	Istriotiska
Balbalan, Kalinga	Balbalan
Pasta sa ngipin	Tandkräm
Bautismo	Dop
Lubuagan, Kalinga	Lubuagan
Implasyon (presyo)	Inflation
Pasil, Kalinga	Pasil
Hika	Astma
Bangka	Båt
Pinukpuk, Kalinga	Pinukpuk
Pagkakatumbas na masa-enerhiya	E = mc²
Rizal, Kalinga	Rizal (Kalinga)
Tanudan, Kalinga	Tanudan
Omar Khayyam	Omar Khayyam
Ipil-ipil (Laucaena glauca)	Leucaena leucocephala
Tinglayan, Kalinga	Tinglayan
Kawayan	Bambu
Tabuk	Tabuk (Filippinerna)
HMS Beagle	HMS Beagle
Congo (paglilinaw)	Kongo
Interlingua	Interlingua
Wikang Iloko	Ilokano
Polinesya	Polynesien
Kelta	Kelter
Barlig, Lalawigang Bulubundukin	Barlig
Estetika	Estetik
Bauko, Lalawigang Bulubundukin	Bauko
Kapuluang Cocos (Keeling)	Kokosöarna
Besao, Lalawigang Bulubundukin	Besao
Ho Chi Minh	Ho Chi Minh
Calvin Coolidge	Calvin Coolidge
Bontoc, Lalawigang Bulubundukin	Bontoc
Natonin, Lalawigang Bulubundukin	Natonin
Paracelis, Lalawigang Bulubundukin	Paracelis
Sabangan, Lalawigang Bulubundukin	Sabangan
Pistatso	Pistasch
Queensland	Queensland
Sadanga, Lalawigang Bulubundukin	Sadanga
Sagada, Lalawigang Bulubundukin	Sagada
Minyapolis	Minneapolis
Tadian, Lalawigang Bulubundukin	Tadian
Phascolarctos cinereus	Koala
Charles Bronson	Charles Bronson
Muhammad Ali	Muhammad Ali
Borneo	Borneo
Kipot ng Gibraltar	Gibraltar sund
Lupa	Jord
Igos	Fikon
Beyoncé Knowles	Beyoncé Knowles
Wikang kupta	Koptiska
Pangkat (matematika)	Mängd
Bridgetown	Bridgetown
Carlos II ng Espanya	Karl II av Spanien
Thanh Hoa	Thanh Hoa
Manunulat	Skribent
Kuwentong-bayan	Folklore
Mayang paking	Fjällig munia
Siligo	Siligo
Lindol at tsunami sa Tōhoku (2011)	Jordbävningen vid Tohoku 2011
Mark Zuckerberg	Mark Zuckerberg
Panghalip	Pronomen
Carlos III ng Espanya	Karl III av Spanien
Apia	Apia
San Juan, Antigua at Barbuda	Saint John's, Antigua och Barbuda
Brigitte Bardot	Brigitte Bardot
Root beer	Root beer
Talambuhay	Biografi
Roseau	Roseau
Daan ng Sutla	Sidenvägen
Diana Ross	Diana Ross
Anne Hathaway	Anne Hathaway
Thales	Thales
Calgary	Calgary
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Panaginip	Dröm
Lojban	Lojban
Hammurabi	Hammurabi
Kapisanan ni Hesus	Jesuitorden
Taekwondo	Taekwondo
Malaking daga	Råttor
Aberdeen	Aberdeen
Oporto	Porto
Agham pampolitika	Statsvetenskap
Catherine II ng Rusya	Katarina II av Ryssland
Wikang Māori	Maori
Hannibal	Hannibal
Arina	Mjöl
Longhitud	Longitud
The Lion King	Lejonkungen
Guglielmo Marconi	Guglielmo Marconi
Iono	Jon
Milenyo	Millennium
Modernong Griyego	Nygrekiska
Francis Drake	Francis Drake
Port Moresby	Port Moresby
Reaksiyong kimikal	Kemisk reaktion
Vladimir Nabokov	Vladimir Nabokov
The Hague	Haag
Orden (biyolohiya)	Ordning (biologi)
Gorilya	Gorillor
Tycho Brahe	Tycho Brahe
Patutot	Prostitution
Ben Tre	Ben Tre
Pangalang dalawahan	Binomial nomenklatur
Sining-biswal	Bildkonst
Henrik Ibsen	Henrik Ibsen
Daylight saving time	Sommartid
West Bank	Västbanken
Victoria, Australya	Victoria, Australien
Zhuang	Zhuang
Yugoslabya	Jugoslavien
Mammuthus	Mammutar
Atila ang Hun	Attila
Kaharian (biyolohiya)	Rike (biologi)
Wikang Nobyal	Novial
Aung San Suu Kyi	Aung San Suu Kyi
Tangway ng Sinai	Sinaihalvön
Kristallnacht	Kristallnatten
Ebanghelyo ni Juan	Johannesevangeliet
Robert Pattinson	Robert Pattinson
Pahinang Web	Webbsida
Wikang Sumeryo	Sumeriska
Pinto	Dörr
Kuwadrilateral	Fyrhörning
Tokelau	Tokelauöarna
Kompositor	Kompositör
Rihanna	Rihanna
Trangkasong baboy	Svininfluensa
Kuko	Nagel
Katutubong wika	Modersmål
Osona (singaw)	Ozon
Robert De Niro	Robert De Niro
Ketong	Lepra
Pangangaso	Jakt
Glipo	Glyf
12 (bilang)	12 (tal)
Toshiro Mifune	Toshiro Mifune
Mukha	Ansikte
Serbiya at Montenegro	Serbien och Montenegro
Pagpapatalastas	Reklam
Tallahassee, Florida	Tallahassee
Juan VIII Palaiologos	Johannes VIII Palaiologos
Andronikos III Palaiologos	Andronikos III Palaiologos
Bismarck, North Dakota	Bismarck, North Dakota
Andronikos II Palaiologos	Andronikos II (bysantinsk kejsare)
Romantisismo	Romantiken
Juan V Palaiologos	Johannes V Palaiologos
Musikang pop	Popmusik
Juan VII Palaiologos	Johannes VII Palaiologos
Pako (pangkabit)	Spik
Andronikos IV Palaiologos	Andronikos IV Palaiologos
Tom Cruise	Tom Cruise
Olibo	Olivträd
Juan VI Kantakouzenos	Johannes VI Kantakouzenos
Salomon	Salomo
Juan IV Laskaris	Johannes IV Lascaris
Banal na Santatlo	Treenighetsläran
Yahoo!	Yahoo!
Pebrero 30	30 februari
Manuel II Palaiologos	Manuel II Palaiologos
Florence Nightingale	Florence Nightingale
Paraon	Farao
331	331
Athena	Athena
Metano	Metan
Mariupol	Mariupol
11 (bilang)	11 (tal)
365	365
13 (bilang)	13 (tal)
Konstantino XI Paleologus	Konstantin XI Palaiologos
Pangkat ng Walo	G8
Atomikong nukleyus	Atomkärna
Sun Tzu	Sun Zi
Abukado	Avokado
379	379
IBM	IBM
David Hume	David Hume
.fi	.fi
Alon	Vågrörelse
Johnny Depp	Johnny Depp
Pulang selula ng dugo	Röd blodkropp
Robert Koch	Robert Koch
Bantod	Diameter
Guro	Lärare
Pangunahing Ahensiya ng Kaalaman	Central Intelligence Agency
Pagsusulat	Skrivkonst
Papa Juan Pablo I	Johannes Paulus I
Ramayana	Ramayana
Espiritu Santo	Den Helige Ande
Internet Movie Database	Internet Movie Database
Cleveland, Ohio	Cleveland
Apollo	Apollon
Dalai Lama	Dalai lama
John Michael Talbot	John Michael Talbot
Akrotiri at Dhekelia	Akrotiri och Dhekelia
Klaus Ebner	Klaus Ebner
Mani	Jordnöt
Francis Bacon	Francis Bacon
Melanesya	Melanesien
Naypyidaw	Naypyidaw
100 (bilang)	100 (tal)
Tuhod	Knä
ISO 4217	ISO 4217
Palaugnayan	Syntax
Aprikot	Aprikos
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
Kapulungang Pangkatiwasayan ng Mga Nagkakaisang Bansa	FN:s säkerhetsråd
Maulap na hamog	Dimma
Epiko	Epos
Dagat Jonico	Joniska havet
Klase (biyolohiya)	Klass (biologi)
Glukosa	Glukos
Astropisika	Astrofysik
Poligon	Polygon
Jackson Pollock	Jackson Pollock
John Calvin	Jean Calvin
Araw ng mga Puso	Alla hjärtans dag
William na Mananakop	Vilhelm Erövraren
Hail	Hagel
Luciano Pavarotti	Luciano Pavarotti
Escalda	Schelde
Thomas Hobbes	Thomas Hobbes
Mila Kunis	Mila Kunis
43 BK	43 f.Kr.
Talaan ng mga Buwan sa Sistemang Pang-araw	Lista över månar
Digmaan sa Golpo	Kuwaitkriget
Talaan ng mga planetang menor	Lista över småplaneter
Pamilihan	Marknad (ekonomi)
Dagat Luzon	Sydkinesiska havet
Sutla	Silke
Hunyango	Kameleonter
Paul Gauguin	Paul Gauguin
Bloemfontein	Bloemfontein
Haiku	Haiku
Hukbong-kati	Armé
Uthman Ibn Affan	Usman ibn Affan
Demograpiya	Demografi
Piyudalismo	Feodalism
Kromosoma	Kromosom
Balahak	Legering
T. S. Eliot	T.S. Eliot
Charlotte's Web (pelikula ng 1973)	Fantastiska Wilbur (film)
Sint-Truiden	Sint-Truiden
Ekosistema	Ekosystem
Auckland Grammar School	Auckland Grammar School
Repriherador	Kylskåp
Milwaukee, Wisconsin	Milwaukee
Natalie Portman	Natalie Portman
Kipot	Sund
.uk	.uk
Selyo	Frimärke
Kamote	Sötpotatis
Masiela Lusha	Masiela Lusha
Sapporo, Hokkaido	Sapporo
Dagat Dilaw	Gula havet
Gregor Mendel	Gregor Mendel
Emperador Akihito	Akihito
Carinthia (estado)	Kärnten
Yangon	Rangoon
63 BC	63 f.Kr.
Hera	Hera
Saint Louis, Missouri	Saint Louis
Eksistensiyalismo	Existentialism
McDonald's	McDonald’s
Lewis Carroll	Lewis Carroll
Kapuluan ng Galapagos	Galápagosöarna
Masining na paglalayag sa yelo	Konståkning
Leonardo DiCaprio	Leonardo DiCaprio
Agham pangkagubatan	Skogsbruk
Daniel Radcliffe	Daniel Radcliffe
Japanese Spitz	Japansk spets
Samurai	Samuraj
31 BC	31 f.Kr.
Arthur Schopenhauer	Arthur Schopenhauer
Helen Keller	Helen Keller
Lungsod ng Nagasaki	Nagasaki
Kapuluang Britaniko	Brittiska öarna
Yokohama	Yokohama
Morpolohiya (lingguwistika)	Morfologi (lingvistik)
Alexandre Dumas	Alexandre Dumas den äldre
Lapi	Fylum
Enrique VIII ng Inglatera	Henrik VIII av England
Asong simaron	Engelsk bulldogg
Autismo	Autism
Columbia, South Carolina	Columbia, South Carolina
Xena: Warrior Princess	Xena – Krigarprinsessan
1000000 (bilang)	Miljon
Adana	Adana
Santa Fe, New Mexico	Santa Fe, New Mexico
14 (bilang)	14 (tal)
Dinggo	Dingo
Devanāgarī	Devanāgarī
Pakwan	Vattenmelon
Look ng Bengala	Bengaliska viken
Pagluluto	Matlagning
15 (bilang)	15 (tal)
18 (bilang)	18 (tal)
Mulino	Väderkvarn
Helena, Montana	Helena, Montana
Bertolt Brecht	Bertolt Brecht
Eskalang sismolohikong Richter	Richterskalan
Unibersidad ng Biobío	Universidad del Bío-Bío
Labanan sa Stalingrad	Slaget vid Stalingrad
Hamas	Hamas
Suva	Suva
Ruhollah Khomeini	Ruhollah Khomeini
Nukualofa	Nuku'alofa
Balanoy	Basilika (krydda)
Laser	Laser
Prusya	Preussen
Dagat Tireno	Tyrrenska havet
Saplad ng Aswan	Assuandammen
.ee	.ee
Balita	Nyhet
Lagnat	Feber
4 BC	4 f.Kr.
Teide	Teide
Vorarlberg	Vorarlberg
Tony Tan Keng Yam	Tony Tan Keng Yam
Talatuntunan ng Kaunlaran ng Tao	Human Development Index
Emperador	Kejsare
The Fairly OddParents	Fairly Odd Parents
Cheyenne, Wyoming	Cheyenne, Wyoming
Nakahilig na Tore ng Pisa	Lutande tornet i Pisa
Panghilagang Hemispero	Norra halvklotet
Mikroekonomiya	Mikroekonomi
100 BK	100 f.Kr.
Renminbi	Renminbi
8 BC	8 f.Kr.
Puwerto Espanya	Port of Spain
Bohemya	Böhmen
John Steinbeck	John Steinbeck
Rabies	Rabies
Bundok Fuji	Fuji
Adams, Ilocos Norte	Adams (Norra Ilocos)
Richard Feynman	Richard Feynman
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
Bacarra, Ilocos Norte	Bacarra
Bubuwit	Möss
Entomolohiya	Entomologi
Bolyum	Volym
Badoc, Ilocos Norte	Badoc
Bangui, Ilocos Norte	Bangui (Norra Ilocos)
Kahel (kulay)	Orange
Banna, Ilocos Norte	Banna (Norra Ilocos)
Burgos, Ilocos Norte	Burgos (Norra Ilocos)
Carasi, Ilocos Norte	Carasi
Palakol	Yxa
Currimao, Ilocos Norte	Currimao
Sochi	Sotji
Dingras, Ilocos Norte	Dingras
Anchorage, Alaska	Anchorage
Pol Pot	Pol Pot
Artemis	Artemis
Dumalneg, Ilocos Norte	Dumalneg
Marcos, Ilocos Norte	Marcos (Norra Ilocos)
Bluetooth	Bluetooth
Nueva Era, Ilocos Norte	Nueva Era
Kasangkapan	Verktyg
Sujeonggwa	Sujeonggwa
Gasolina	Bensin
Pagudpud, Ilocos Norte	Pagudpud
Burbank, California	Burbank, Kalifornien
Michael Phelps	Michael Phelps
My Neighbor Totoro	Min granne Totoro
Sulidlawas	Mitokondrie
Paoay, Ilocos Norte	Paoay
Ptolomeo II Philadelphus	Ptolemaios II Filadelfos
Tolomeo XV Caesarion	Caesarion
Pasuquin, Ilocos Norte	Pasuquin
Look	Havsvik
Christiaan Huygens	Christiaan Huygens
Antoine Lavoisier	Antoine Laurent de Lavoisier
Sementeryo	Begravningsplats
Piddig, Ilocos Norte	Piddig
Ali ibn Abi Talib	Ali ibn Abi Talib
Karibu	Ren
Pinili, Ilocos Norte	Pinili
Nicolas Appert	Nicolas Appert
Semantika	Semantik
San Nicolas, Ilocos Norte	San Nicolas (Norra Ilocos)
Penélope Cruz	Penélope Cruz
Sarrat, Ilocos Norte	Sarrat
Solsona, Ilocos Norte	Solsona
Makroekonomiya	Makroekonomi
4Minute	4Minute
14 BC	14 f.Kr.
Alkimiya	Alkemi
Vintar, Ilocos Norte	Vintar
27 BC	27 f.Kr.
Des Moines, Ayowa	Des Moines
Parola	Fyr
The Rescuers	Bernard och Bianca
Mga estadong Baltiko	Baltikum
Laoag	Laoag City
Aconcagua	Aconcagua
Piraso ng Gaza	Gazaremsan
Mese, Italy	Mese
Tansong dilaw	Mässing
19 BC	19 f.Kr.
Jack Nicholson	Jack Nicholson
Pamimili	Marknadsföring
Lambak	Dal
3 BC	3 f.Kr.
Mikroorganismo	Mikroorganism
Averroes	Averroës
Radio Studio 54 Network	Radio Studio 54 Network
19 (bilang)	19 (tal)
Layang-layang	Svalor
Pentekostes	Pingst
Almendras	Mandel
Ebanghelyo ni Lucas	Lukasevangeliet
Veda	Veda
58 BC	58 f.Kr.
Gela	Gela
Ed Lauter	Ed Lauter
Voghera	Voghera
Tolomeo XII	Ptolemaios XII
Lalawigan ng Concepción, Tsile	Provincia de Concepción, Chile
52 BC	52 f.Kr.
Sylvester Stallone	Sylvester Stallone
Inumin	Dryck
Pagpoprograma ng kompyuter	Datorprogram
Ilog ng Hordan	Jordan
Blythe Danner	Blythe Danner
6 BC	6 f.Kr.
Takashi Shimura	Takashi Shimura
34 BC	34 f.Kr.
Dalampasigan	Strand
Morbegno	Morbegno
Will Smith	Will Smith
Ajaccio	Ajaccio
Valdidentro	Val di Dentro
Elipso	Ellips (matematik)
17 (bilang)	17 (tal)
Chiavenna	Chiavenna
59 BC	59 f.Kr.
Janeane Garofalo	Janeane Garofalo
57 BC	57 f.Kr.
Pugita	Åttaarmade bläckfiskar
Mitsubishi A6M Zero	Mitsubishi A6M Zero
Dalawit	Hävstång
Agoo, La Union	Agoo
Neandertal	Neandertalmänniska
Banal na Komedya	Den gudomliga komedin
Hobart	Hobart
Mazatlán	Mazatlán
Cassano Magnago	Cassano Magnago
Paleolitiko	Paleolitikum
William Butler Yeats	William Butler Yeats
Sappada	Sappada
Canale d'Agordo	Canale d'Agordo
Susie Essman	Susie Essman
Karl Benz	Carl Benz
Halalan	Val
Aringay, La Union	Aringay
Lalawigan ng Antalya	Antalya (provins)
16 (bilang)	16 (tal)
Bacnotan, La Union	Bacnotan
Nukleyus ng selula	Cellkärna
Bagulin, La Union	Bagulin
Multiplikasyon	Multiplikation
Balaoan, La Union	Balaoan
Bagong Ginea	Nya Guinea
20 (bilang)	20 (tal)
Bangar, La Union	Bangar
The Fox and the Hound	Micke och Molle: Vänner när det gäller
Ang Mga Gawa ng mga Apostol	Apostlagärningarna
Bauang, La Union	Bauang
Biyernes Santo	Långfredagen
Joliet, Illinois	Joliet, Illinois
Norman, Oklahoma	Norman, Oklahoma
Abogado	Advokat
Demokratikong Republika ng Arabong Sahrawi	Sahariska arabiska demokratiska republiken
Burgos, La Union	Burgos (La Union)
Origgio	Origgio
.eg	.eg
5 BC	5 f.Kr.
Caba, La Union	Caba
Tisyu	Vävnad
23 BC	23 f.Kr.
Desio	Desio
Luna, La Union	Luna (La Union)
Bahia	Bahia
Buffalo, New York	Buffalo, New York
.se	.se
Naguilian, La Union	Naguilian (La Union)
.ax	.ax
Agence France-Presse	Agence France-Presse
Pugo, La Union	Pugo
Joan Crawford	Joan Crawford
Tala ng mga papa ng Simbahang Katoliko Romano	Lista över påvar
Rosario, La Union	Rosario (La Union)
Pervez Musharraf	Pervez Musharraf
San Gabriel, La Union	San Gabriel (La Union)
Jim Carrey	Jim Carrey
Bormio	Bormio
San Juan, La Union	San Juan (La Union)
Santo Tomas, La Union	Santo Tomas (La Union)
Julia Roberts	Julia Roberts
Pánfilo de Narváez	Pánfilo de Narváez
John Wayne	John Wayne
Sodyak	Zodiaken
Lalawigan ng Adana	Adana (provins)
Sudipen, La Union	Sudipen
Tubao, La Union	Tubao
Heath Ledger	Heath Ledger
Lot (Bibliya)	Lot
Lisa Gerrard	Lisa Gerrard
San Fernando, La Union	San Fernando (La Union)
30 Seconds to Mars	30 Seconds to Mars
Manipestong Komunista	Kommunistiska manifestet
Casteggio	Casteggio
Posil	Fossil
Ankylosaurus	Ankylosaurus magniventris
Tacloban	Tacloban City
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
San Juan Bautista	Johannes Döparen
.ge	.ge
Paulínia	Paulínia
Jennifer Lopez	Jennifer Lopez
Demeter	Demeter
Pierre, South Dakota	Pierre, South Dakota
Pagbabawas	Subtraktion
Buto ng halaman	Frö
65 BC	65 f.Kr.
Konsulado	Konsul (Rom)
Nicholas II ng Rusya	Nikolaj II av Ryssland
Brachyura	Krabbor
God Save the Queen	God Save the Queen
Besano	Besano
Komedya	Komedi
Vigevano	Vigevano
29 BC	29 f.Kr.
Krus (sagisag)	Kors
Tenerife	Teneriffa
Gunting	Sax
Edward Jenner	Edward Jenner
Gallarate	Gallarate
Bressana Bottarone	Bressana Bottarone
Comabbio	Comabbio
Ulap na Oort	Oorts kometmoln
Lason	Gift
Tirano	Tirano
Seveso	Seveso
53 BC	53 f.Kr.
Livigno	Livigno
90 BK	90 f.Kr.
Lungsod ng Carson, Nebada	Carson City
Anna Maria Jopek	Anna Maria Jopek
Dumbo	Dumbo
Ares	Ares
Werner Heisenberg	Werner Heisenberg
Frank Sinatra	Frank Sinatra
7 BC	7 f.Kr.
9 BC	9 f.Kr.
Honiara	Honiara
Nefertiti	Nefertiti
Eva Perón	Eva Perón
PH	PH
Esquilo	Aischylos
Daniel Defoe	Daniel Defoe
Digmaang Mapanghimagsik sa Amerika	Amerikanska frihetskriget
Dasal	Bön
Anhui	Anhui
32 BC	32 f.Kr.
91 BC	91 f.Kr.
Pandaigdigang Lupong Olimpiko	Internationella olympiska kommittén
Renate	Renate
Odobenus rosmarus	Valross
Ponolohiya	Fonologi
.er	.er
Aprica	Aprica
Viggiù	Viggiù
Rublong Ruso	Rysk rubel
Orangutan	Orangutanger
Epimeteo	Epimetheus
Noo	Panna (anatomi)
Cittiglio	Cittiglio
Topeka, Kansas	Topeka
Mga Salmo	Psaltaren
Pieve di Cadore	Pieve di Cadore
Mariah Carey	Mariah Carey
Monggolyang Interyor	Inre Mongoliet
Sipilis	Syfilis
Raleigh, North Carolina	Raleigh, North Carolina
Schizophrenia	Schizofreni
Poseidon	Poseidon
Asiria	Assyrien
84 BK	84 f.Kr.
Jane Fonda	Jane Fonda
48 BC	48 f.Kr.
26 BC	26 f.Kr.
70 BC	70 f.Kr.
55 BC	55 f.Kr.
11 BC	11 f.Kr.
Cortina d'Ampezzo	Cortina d'Ampezzo
Rombus	Romb
Mga republika ng Rusya	Rysslands delrepubliker
Al Pacino	Al Pacino
Jonathan Swift	Jonathan Swift
Kawalang trabaho	Arbetslöshet
Demi Lovato	Demi Lovato
Gusali	Byggnad
Haile Selassie I ng Etiyopiya	Haile Selassie
Ilog Mekong	Mekong
Barya	Mynt
San Juan, Portoriko	San Juan, Puerto Rico
Tore ng Babel	Babels torn
Mekanika	Mekanik
Pangtimog na Hemispero	Södra halvklotet
69 BC	69 f.Kr.
16 BC	16 f.Kr.
35 BC	35 f.Kr.
Rasyonal na punsiyon	Rationell funktion
13 BC	13 f.Kr.
Opera (web browser)	Opera (webbläsare)
Sinehan	Biograf
Heinrich Hertz	Heinrich Hertz
Nottingham	Nottingham
Henri Becquerel	Henri Becquerel
Momentum	Rörelsemängd
Ulsan	Ulsan
Gwangju	Gwangju
John Dalton	John Dalton
Kwitis	Raket
Basseterre	Basseterre
Magasin	Tidskrift
Franz Liszt	Franz Liszt
Amerikanong putbol	Amerikansk fotboll
17 BC	17 f.Kr.
67 BC	67 f.Kr.
88 BK	88 f.Kr.
96 BC	96 f.Kr.
Mary Tyler Moore	Mary Tyler Moore
54 BC	54 f.Kr.
87 BK	87 f.Kr.
Jodie Foster	Jodie Foster
Suka (pagkain)	Ättika
Styria	Steiermark
Alonghaba	Våglängd
David	Kung David
24 BC	24 f.Kr.
Roberto I ng Normandiya	Robert I av Normandie
77 BC	77 f.Kr.
Kurt Gödel	Kurt Gödel
Josh Brolin	Josh Brolin
Pagpatay ng lahi	Folkmord
Teletubbies	Teletubbies
Hades	Hades
Sabaw	Soppa
Hestia	Hestia
Michael Jordan	Michael Jordan
Ballet	Balett
Kingstown	Kingstown
Attilly	Attilly
Almuranas	Hemorrojder
Autopsiya	Obduktion
Hermes	Hermes
Aklat ng Levitico	Tredje Moseboken
Sinaunang kasaysayan	Antiken
Gansang-ratiles	Krusbär
Plutarko	Plutarchos
60 BC	60 f.Kr.
Carl Jung	Carl Gustav Jung
Gawgaw	Stärkelse
56 BC	56 f.Kr.
98 BC	98 f.Kr.
51 BC	51 f.Kr.
St. George's, Grenada	Saint George's
Antonio Banderas	Antonio Banderas
Nicolas Poussin	Nicolas Poussin
Julia Gillard	Julia Gillard
Hamlet	Hamlet
Golpo ng Vizcaya	Biscayabukten
Acidobacteria	Acidobacteria
David Hilbert	David Hilbert
Rupiah ng Indonesya	Rupiah
Batas ni Ohm	Ohms lag
Christina Aguilera	Christina Aguilera
Alexios I Komnenos	Alexios I Komnenos
Juan I Tzimisces	Johannes I Tzimiskes
Konstantino IV	Konstantin IV
Payong	Paraply
Unsoy	Koriander
Constans II	Konstans II
Monarkiyang Konstitusyonal	Konstitutionell monarki
Constantino III (emperador ng Bizantino)	Konstantin III (bysantinsk kejsare)
Anastasios II (emperor)	Anastasios II (bysantinsk kejsare)
Haifa	Haifa
Sikoanalisis	Psykoanalys
Soricidae	Näbbmöss
Constantino V	Konstantin V
Tiberios III	Tiberios III
Phoenicia	Fenicien
Kasunduan ng Varsovia	Warszawapakten
Leo IV ang Khazar	Leo IV (kejsare)
81 BC	81 f.Kr.
Miguel I Rangabe	Mikael I Rangabe
62 BC	62 f.Kr.
95 BC	95 f.Kr.
Constantino VI	Konstantin VI
Ramadan	Ramadan
71 BK	71 f.Kr.
Agno, Pangasinan	Agno, Pangasinan
Sheltopusik	Scheltopusik
97 BC	97 f.Kr.
Mga Pandaigdigang Tala ng Guinness	Guinness Rekordbok
Dionysos	Dionysos
Thoukydidis	Thukydides
Aguilar, Pangasinan	Aguilar
Hendrik Lorentz	Hendrik Lorentz
Mahirap na kalagayan ng bilanggo	Fångarnas dilemma
Castries	Castries
Alcala, Pangasinan	Alcala (Pangasinan)
Fujian	Fujian
Pangkat etniko	Etnicitet
Anda, Pangasinan	Anda (Pangasinan)
Emiliano Zapata	Emiliano Zapata
Hipotesis	Hypotes
Asingan, Pangasinan	Asingan
Balungao, Pangasinan	Balungao
Bani, Pangasinan	Bani
Dagat Irlandes	Irländska sjön
Basista, Pangasinan	Basista
Achilles	Akilles
Joseph Goebbels	Joseph Goebbels
Orasang may pendulo	Pendelur
Bautista, Pangasinan	Bautista
Pagbuburo	Jäsning
Bayambang, Pangasinan	Bayambang
Tesibius	Ktesibios
Binalonan, Pangasinan	Binalonan
Obama, Fukui	Obama (stad)
Binmaley, Pangasinan	Binmaley
Pangungusap	Mening (språk)
Bolinao, Pangasinan	Bolinao
86 BK	86 f.Kr.
80 BC	80 f.Kr.
Lungsod ng Kansas, Misuri	Kansas City, Missouri
Bugallon, Pangasinan	Bugallon
Shahada	Shahadah
Theodosios III	Theodosius III
Golpo ng Aden	Adenviken
Berseba	Be'er Sheva
Burgos, Pangasinan	Burgos (Pangasinan)
Heraclius	Herakleios
Calasiao, Pangasinan	Calasiao
Altapresyon	Hypertoni
Justiniano I	Justinianus I
Araling etniko	Ethnic studies
Paul Newman	Paul Newman
74 BC	74 f.Kr.
64 BC	64 f.Kr.
Golpo ng Lingayen	Lingayenbukten
99 BC	99 f.Kr.
76 BC	76 f.Kr.
Wolfgang Kosack	Wolfgang Kosack
