Aprika	Afrika
Templet:Country data Azerbaijan	Mall:Landsdata Azerbajdzjan
Templet:User es-0	Mall:Användare es-0
Templet:Country data Libya	Mall:Landsdata Libyen
Grup:Yusa en-4	Kategori:Användare en-4
Grup:Yusa en	Kategori:Användare en
Grup:Yusa en-2	Kategori:Användare en-2
Templet:Infobokis	Mall:Faktamall
Templet:Navy	Mall:Flotta
Templet:Yusa eo	Mall:Användare eo
Templet:User zh	Mall:Användare zh
Templet:Template other	Mall:Mall annan
Templet:Legend	Mall:Legend
Templet:Country data Italy	Mall:Landsdata Italien
Templet:Kantri data	Mall:Landsdata
Templet:·	Mall:·
Templet:Wiktionary	Mall:Wiktionary
Templet:Country data Sweden	Mall:Landsdata Sverige
Templet:Ref-lang	Mall:Språkikon
Grup:Egrikalsa	Kategori:Jordbruk
Templet:User ru	Mall:Användare ru
Templet:IPA	Mall:IPA
Templet:Country data Costa Rica	Mall:Landsdata Costa Rica
Templet:Country data India	Mall:Landsdata Indien
Grup:Language user templates	Kategori:Babelmallar
Templet:Toktok bilong nem	Mall:LangWithName
Templet:MONTHNAME	Mall:MÅNADSNAMN
Wikipedia:Buk Bilong GFDL	Wikipedia:Texten till GNU Free Documentation License
Templet:Country data European Union	Mall:Landsdata Europeiska unionen
Templet:Country data Portugal	Mall:Landsdata Portugal
Grup:Kantri data bilong ol plak templet	Kategori:Landsdatamallar
Templet:Country data China	Mall:Landsdata Kina
Templet:Country data Inglan	Mall:Landsdata Kungariket England
Templet:Country data Turkey	Mall:Landsdata Turkiet
Templet:Country data Switzerland	Mall:Landsdata Schweiz
Templet:Tok-cs	Mall:Lang-cs
Templet:Country data Philippines	Mall:Landsdata Filippinerna
Templet:Country data Malaysia	Mall:Landsdata Malaysia
Templet:Country data Zimbabwe	Mall:Landsdata Zimbabwe
Templet:Infobokis Plak	Mall:Flaggfakta
Templet:Infobokis Planet	Mall:Infobox planet
Grup:Politikis long kontinen	Kategori:Politik efter världsdel
Templet:Infobokis Websait	Mall:Infobox webbplats
Templet:SCO	Mall:SCO
Templet:Documentation subpage	Mall:Dokumentationssida
Templet:CcTLD	Mall:Toppdomäner
Templet:POL	Mall:POL
Templet:Div col	Mall:Kolumner
Templet:Tok-de	Mall:Lang-de
Templet:Tok-la	Mall:Lang-la
Templet:Harim stori	Mall:Talad artikel
Templet:Unreferenced	Mall:Källor
Grup:Ples balus long Vietnam	Kategori:Flygplatser i Vietnam
Templet:Emergency-bot-shutoff	Mall:Nödstopp för robot
Templet:User pl-1	Mall:Användare pl-1
Templet:Prettytable	Mall:Prettytable
Templet:Transl	Mall:Transl
Templet:Infobokis kantri bilong bipo	Mall:Historisk stat
Templet:Redirect	Mall:Omdirigering
Templet:Age in days	Mall:Dagar från idag
Templet:JULIANDAY	Mall:JULIANDAY
Templet:FIAV	Mall:FIAV
Templet:Politbokis	Mall:Politics box
Templet:User de-0	Mall:Användare de-0
Templet:Ol de bilong dispela wik	Mall:Veckodagar
Templet:Nobold	Mall:Ej fet
Templet:Gregorian serial date	Mall:Gregorianskt dagnummer
Grup:Yusa ja-N	Kategori:Användare ja-N
Templet:Tok-ru	Mall:Lang-ru
Templet:Br separated entries	Mall:Br separated entries
Templet:Disambig	Mall:Förgrening
Templet:Country data Hong Kong	Mall:Landsdata Hongkong
Grup:Niuspepa	Kategori:Tidningar
Templet:Para	Mall:Para
Templet:User no	Mall:Användare no
Templet:Mp	Mall:Mp
Templet:Country data Qatar	Mall:Landsdata Qatar
Templet:User it-2	Mall:Användare it-2
Templet:Ref-de	Mall:De ikon
Templet:Country data Israel	Mall:Landsdata Israel
Templet:Nts	Mall:Nts
Templet:Country data Ghana	Mall:Landsdata Ghana
Templet:Country data Romania	Mall:Landsdata Rumänien
Templet:Country data South Korea	Mall:Landsdata Sydkorea
Templet:Convert	Mall:Convert
Templet:InterWiki	Mall:Interwiki
Templet:Coord	Mall:Coord
Templet:Europe topic	Mall:Europa
Grup:Yusa sk	Kategori:Användare sk
Grup:Yusa eo	Kategori:Användare eo
Grup:Yusa fr	Kategori:Användare fr
Grup:Yusa hu-N	Kategori:Användare hu-N
Grup:Yusa ja	Kategori:Användare ja
Grup:Yusa th	Kategori:Användare th
Grup:Yusa fr-3	Kategori:Användare fr-3
Grup:Yusa ja-3	Kategori:Användare ja-3
Grup:Yusa pl-1	Kategori:Användare pl-1
Grup:Yusa hu-4	Kategori:Användare hu-4
Grup:Yusa fr-2	Kategori:Användare fr-2
Grup:Yusa hu-2	Kategori:Användare hu-2
Grup:Yusa it-2	Kategori:Användare it-2
Grup:Yusa ja-2	Kategori:Användare ja-2
Grup:Yusa fr-N	Kategori:Användare fr-N
Grup:Yusa ru-N	Kategori:Användare ru-N
Grup:Ol kapitol bilong Osenia	Kategori:Oceaniens huvudstäder
Grup:Yusa ca	Kategori:Användare ca
Grup:Yusa ca-1	Kategori:Användare ca-1
Grup:Ailan	Kategori:Öar
Grup:Quang Binh provins	Kategori:Quang Binh
Grup:Yusa sk-N	Kategori:Användare sk-N
Grup:Yusa de	Kategori:Användare de
Grup:Yusa de-2	Kategori:Användare de-2
Grup:Yusa de-3	Kategori:Användare de-3
Grup:Yusa de-N	Kategori:Användare de-N
Grup:Yusa dsb	Kategori:Användare dsb
Grup:Yusa dsb-1	Kategori:Användare dsb-1
Grup:Yusa el	Kategori:Användare el
Grup:Yusa el-N	Kategori:Användare el-N
Grup:Yusa en-0	Kategori:Användare en-0
Grup:Yusa en-3	Kategori:Användare en-3
Grup:Yusa en-N	Kategori:Användare en-N
Grup:Yusa eo-1	Kategori:Användare eo-1
Grup:Yusa eo-2	Kategori:Användare eo-2
Grup:Yusa eo-3	Kategori:Användare eo-3
Grup:Yusa eo-4	Kategori:Användare eo-4
Grup:Yusa es	Kategori:Användare es
Grup:Yusa es-1	Kategori:Användare es-1
Grup:Yusa eu	Kategori:Användare eu
Grup:Yusa eu-1	Kategori:Användare eu-1
Grup:Yusa hsb	Kategori:Användare hsb
Grup:Yusa hsb-1	Kategori:Användare hsb-1
Grup:Yusa hu	Kategori:Användare hu
Grup:Yusa hu-1	Kategori:Användare hu-1
Grup:Yusa hu-3	Kategori:Användare hu-3
Grup:Politikis long kantri	Kategori:Politik efter land
Templet:Country data Germany	Mall:Landsdata Tyskland
Templet:Country data United Kingdom	Mall:Landsdata Storbritannien
Templet:Country data Skotlan	Mall:Landsdata Skottland
Grup:Yusa it	Kategori:Användare it
Grup:Yusa it-1	Kategori:Användare it-1
Grup:Yusa ja-1	Kategori:Användare ja-1
Grup:Ol stet bilong Ol Yunaitet Stet	Kategori:USA:s delstater
Grup:Ol provins bilong Vietnam	Kategori:Vietnams provinser
Templet:Ol provins bilong Papua Niugini	Mall:Papua Nya Guineas provinser
Grup:Ol provins bilong Papua Niugini	Kategori:Papua Nya Guineas provinser
Grup:Yusa ru-1	Kategori:Användare ru-1
Wikipedia:Babel	Wikipedia:Babel
Templet:Tdeprecated	Mall:Ersatt mall
Templet:User sv-1	Mall:Användare sv-1
Grup:Ol siti na taun bilong Polan	Kategori:Städer i Polen
Templet:Country data Brazil	Mall:Landsdata Brasilien
Grup:7	Kategori:7
Grup:Saiens long Manmeri na Ples	Kategori:Samhällsvetenskap
Templet:Country data Hungary	Mall:Landsdata Ungern
Grup:Ol tokples bilong Esia	Kategori:Språk i Asien
Grup:Ol kantri long Aprika	Kategori:Afrikas länder
Grup:Yusa ru	Kategori:Användare ru
Grup:Yusa ru-2	Kategori:Användare ru-2
Grup:Yusa ru-3	Kategori:Användare ru-3
Grup:Yusa ru-4	Kategori:Användare ru-4
Grup:Yusa vi	Kategori:Användare vi
Templet:Ref-en	Mall:En ikon
Templet:Lang	Mall:Lang
Templet:Nowrap end	Mall:Nowrap end
Templet:User hsb-1	Mall:Användare hsb-1
Grup:Vemont	Kategori:Vermont
Grup:Kolorado	Kategori:Colorado
Templet:ENG	Mall:ENG
Templet:Merge	Mall:Slå ihop
Grup:Politikis long PNG	Kategori:Politik i Papua Nya Guinea
Templet:Infobokis Tokples/family-color	Mall:Språk/familj-färg
Templet:User ru-1	Mall:Användare ru-1
Grup:Ubuntu	Kategori:Ubuntu
Grup:Manmeri bilong Belaras	Kategori:Vitryssar
Grup:Manmeri bilong Papua Niugini	Kategori:Papuaner
Templet:Country data Kosovo	Mall:Landsdata Kosovo
Templet:Country data Aruba	Mall:Landsdata Aruba
Grup:User no-2	Kategori:Användare no-2
Grup:User no	Kategori:Användare no
Grup:Armenia	Kategori:Armenien
Grup:Bhutan	Kategori:Bhutan
Templet:Country data Antigua and Barbuda	Mall:Landsdata Antigua och Barbuda
Grup:Ples balus	Kategori:Flygplatser
Grup:Ol nesenel plak	Kategori:Nationalflaggor
Grup:Not Koria	Kategori:Nordkorea
Grup:Manmeri bilong Nauru	Kategori:Nauruer
Grup:Manmeri bilong Ostrelia	Kategori:Australier
Grup:Vanuatu	Kategori:Vanuatu
Grup:Korea	Kategori:Korea
Templet:ISO 639 name	Mall:Språknamn
Templet:Country data Wels	Mall:Landsdata Wales
Templet:Country data Papua Niugini	Mall:Landsdata Papua Nya Guinea
Grup:Papua Niugini	Kategori:Papua Nya Guinea
Grup:Ol kantri long Pasifik	Kategori:Oceaniens länder
Grup:Ol kantri long Not Amerika	Kategori:Nordamerikas länder
Grup:Ol tokples bilong Yurop	Kategori:Språk i Europa
Grup:Ol maunten bilong Papua Niugini	Kategori:Berg på Papua Nya Guinea
Templet:Incubator	Mall:Incubator
Grup:Ol Abus	Kategori:Djur
Grup:Ol kantri long Saut Amerika	Kategori:Sydamerikas länder
Templet:Collapse	Mall:Collapse
Grup:Ol bokis bilong musik	Kategori:Musikinstrument
Grup:Ol kapitol bilong kantri	Kategori:Huvudstäder
Grup:Akiolosi	Kategori:Arkeologi
Grup:Ilektrisiti	Kategori:Elektricitet
Grup:Yusa pl	Kategori:Användare pl
Grup:Famili	Kategori:Familjeliv
Templet:Infobokis Tokples	Mall:Språk
Grup:Osenia	Kategori:Oceanien
Grup:Ol tokples bilong Osenia	Kategori:Språk i Oceanien
Grup:Ol kapitol bilong Not Amerika	Kategori:Nordamerikas huvudstäder
Grup:Ol ailan bilong Papua Niugini	Kategori:Papua Nya Guineas öar
Grup:Kalsa bilong Papua Niugini	Kategori:Kultur i Papua Nya Guinea
Grup:Ol kapitol bilong Yurop	Kategori:Europas huvudstäder
Grup:Ol kapitol bilong Esia	Kategori:Asiens huvudstäder
Grup:Ol tokples bilong Vanuatu	Kategori:Språk i Vanuatu
Grup:Ol tokples bilong Papua Niugini	Kategori:Språk i Papua Nya Guinea
Templet:H:title	Mall:H:title
Templet:Country data Spain	Mall:Landsdata Spanien
Templet:User info	Mall:Användarinfo
Templet:Country data Canada	Mall:Landsdata Kanada
Templet:Color box	Mall:Färgbox
Templet:Flag	Mall:Flagga
Templet:Country data Anguilla	Mall:Landsdata Anguilla
Templet:Country data Burma	Mall:Landsdata Burma
Templet:Country data Cocos (Keeling) Islands	Mall:Landsdata Kokosöarna
Templet:Country data Isle of Man	Mall:Landsdata Isle of Man
Templet:Country data Singapore	Mall:Landsdata Singapore
Templet:Tok-pl	Mall:Lang-pl
Saina (kainkain mining)	China
Trojany	Trojany
Grup:Ol kantri long Esia	Kategori:Asiens länder
Templet:Tok-is	Mall:Lang-is
Grup:Ol plak templet	Kategori:Flaggmallsystem
Templet:Sister	Mall:Interwikimall
Grup:Ol kantri long Sentrel Amerika	Kategori:Centralamerikas länder
Templet:Precision	Mall:Precision/tz
Grup:Aialan	Kategori:Ön Irland
Grup:Linux	Kategori:Linux
Grup:Tebol bilong ol elemen	Kategori:Periodiska systemet
Grup:Kala	Kategori:Färg
Grup:Ol yunit bilong taim	Kategori:Tidsenheter
Grup:Ol siti na taun bilong Brasil	Kategori:Orter i Brasilien
Grup:Politikis long Osenia	Kategori:Politik i Oceanien
Grup:Ol siti na taun	Kategori:Städer
Grup:Yusa en-1	Kategori:Användare en-1
Grup:Yusa de-1	Kategori:Användare de-1
Templet:Nowrap begin	Mall:Nowrap begin
Templet:Start date	Mall:Startdatum
Templet:User dsb-1	Mall:Användare dsb-1
Templet:Style/IPA	Mall:Style/IPA
Templet:Style/yid	Mall:Style/yid
Templet:Country data Cameroon	Mall:Landsdata Kamerun
Sipesol:Nupela senis	Special:Senaste ändringar
