Afríka	Afrika
1780	1780
1868	1868
Skíðastökk	Backhoppning
1781	1781
1869	1869
August Strindberg	August Strindberg
Mínúta	Minut
Hebreska sjálfstjórnarfylkið	Judiska autonoma länet
Loðvík 16.	Ludvig XVI av Frankrike
Dýfingar	Simhopp
Rússneska	Ryska
1782	1782
1870	1870
Loðvík 14.	Ludvig XIV av Frankrike
Heimili	Hem
1783	1783
1871	1871
Vladímír Pútín	Vladimir Putin
Lögfræði	Juridik
Rokk og ról	Rock'n'roll
Loðvík 18.	Ludvig XVIII av Frankrike
1784	1784
1872	1872
Stjórnarskrá	Grundlag
1785	1785
1873	1873
Karl 10. Frakkakonungur	Karl X av Frankrike
1786	1786
1874	1874
1787	1787
1875	1875
1788	1788
1876	1876
Samband Suðaustur-Asíuríkja	Association of Southeast Asian Nations
Loðvík Filippus	Ludvig Filip I av Frankrike
1789	1789
1877	1877
1790	1790
1878	1878
Samveldi sjálfstæðra ríkja	Oberoende staters samvälde
1879	1879
1791	1791
Breska samveldið	Samväldet
Saga Evrópu	Europas historia
Saga Ítalíu	Italiens historia
Samtök olíuframleiðsluríkja	Opec
Sakalínfylki	Sachalin oblast
Alþjóðadómstóllinn	Internationella domstolen i Haag
Brauð	Bröd
Alþjóðagjaldeyrissjóðurinn	Internationella valutafonden
1792	1792
1880	1880
1793	1793
1881	1881
Mennta-, vísinda- og menningarstofnun Sameinuðu þjóðanna	Unesco
Hómer Simpson	Homer Simpson
1794	1794
1882	1882
Mannréttindayfirlýsing Sameinuðu þjóðanna	FN:s deklaration om de mänskliga rättigheterna
Giotto di Bondone	Giotto di Bondone
1795	1795
1883	1883
Alþjóðaheilbrigðismálastofnunin	Världshälsoorganisationen
1796	1796
1884	1884
1797	1797
1885	1885
1886	1886
1798	1798
Alþjóðaviðskiptastofnunin	Världshandelsorganisationen
1887	1887
1799	1799
Marge Simpson	Marge Simpson
1888	1888
1889	1889
1890	1890
Maggie Simpson	Maggie Simpson
Krímskagi	Krim
1891	1891
Svahílí	Swahili
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Kínverska	Kinesiska
1899	1899
Salerni (hreinlætistæki)	Toalett
Náttúra	Natur
Fruma	Cell
Blóð	Blod
Toulouse	Toulouse
Beinakerfið	Skelett
Lunga	Lunga
Tölvuleikur	Datorspel
Öndunarfæri	Respirationssystemet
Neysluvatn	Dricksvatten
Æxlunarfæri	Fortplantningssystemet
Casablanca	Casablanca
Rúmenska	Rumänska
Búlgarska	Bulgariska
Uppeldisfræði	Pedagogik
Rigning	Regn
Malagasíska	Malagassiska
Frank Herbert	Frank Herbert
Snjóflóð	Lavin
Loftslag	Klimat
El Niño	El Niño
Heimshlýnun	Global uppvärmning
Jarðskjálfti	Jordbävning
Steind	Mineral
Sannleikur	Sanning
Flekakenningin	Plattektonik
Petropavlovsk-Kamčatskij	Petropavlovsk-Kamtjatskij
Sen	Zen
Tölvumús	Datormus
Laptevhaf	Laptevhavet
Náttúruvísindi	Naturvetenskap
Ívan grimmi	Ivan IV av Ryssland
Sergei Eisenstein	Sergej Eisenstein
Umferðarljós	Trafiksignal
Akíra Kúrósava	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Jarðvísindi	Geovetenskap
Avicenna	Avicenna
Winston Churchill	Winston Churchill
Ágústínus	Augustinus
The Chicago Manual of Style	The Chicago Manual of Style
Nelson Mandela	Nelson Mandela
Martin Luther King, Jr.	Martin Luther King
GIMP	Gimp
Inkscape	Inkscape
Gæsalappir	Citationstecken
Ensím	Enzym
10. öldin	900-talet
Prótín	Protein
Rómafólk	Romer
Berg	Bergart
Efnahagur Íslands	Islands ekonomi
Náttúruhamfarir	Naturkatastrof
Amínósýra	Aminosyror
Flóð	Översvämning
Flóðbylgja	Tsunami
Eldstöð	Vulkan
Ský	Moln
Leikjatölva	Spelkonsol
Rökfræði	Logik
Wii	Wii
Sumarólympíuleikarnir 1896	Olympiska sommarspelen 1896
Skýstrokkur	Tromb
9. öldin	800-talet
Hornafræði	Trigonometri
8. öldin	700-talet
Rúmfræði	Geometri
Sumarólympíuleikarnir 1900	Olympiska sommarspelen 1900
7. öldin	600-talet
6. öldin	500-talet
Málfræði	Grammatik
Fellibylur	Tropisk cyklon
Nintendo	Nintendo
Vindur	Vind
5. öldin	400-talet
Telúgú	Telugu
Sumarólympíuleikarnir 1904	Olympiska sommarspelen 1904
4. öldin	300-talet
3. öldin	200-talet
Slangur	Slanguttryck
2. öldin	100-talet
Andrúmsloft	Atmosfär
Sumarólympíuleikarnir 1906	Olympiska sommarspelen 1906
1. öldin	000-talet
Georgíska	Georgiska
Sumarólympíuleikarnir 1908	Olympiska sommarspelen 1908
Sumarólympíuleikarnir 1912	Olympiska sommarspelen 1912
Sumarólympíuleikarnir 1916	Olympiska sommarspelen 1916
Sumarólympíuleikarnir 1920	Olympiska sommarspelen 1920
Palembang	Palembang
Sumarólympíuleikarnir 1924	Olympiska sommarspelen 1924
Hagfræði	Nationalekonomi
Höfuðstóll	Kapital
Sumarólympíuleikarnir 1928	Olympiska sommarspelen 1928
Gjaldmiðill	Valuta
Sumarólympíuleikarnir 1932	Olympiska sommarspelen 1932
Japanskt jen	Yen
Iðnaður	Industri
Sumarólympíuleikarnir 1936	Olympiska sommarspelen 1936
Skattur	Skatt
Málvísindi	Språkvetenskap
Orð	Ord
Hljóðan	Fonem
Dvína (Norður-Dvína)	Norra Dvina
Atkvæði	Stavelse
Skrifletur	Skrift
Arabískt letur	Arabiska alfabetet
Dvína (Vestur-Dvína)	Daugava
Kínverskir stafir	Kinesiska tecken
Kýrillískt stafróf	Kyrilliska alfabetet
Grískt stafróf	Grekiska alfabetet
Hangul	Hangul
Latneskt stafróf	Latinska alfabetet
Læsi	Läskunnighet
Flokkur:Búlgaría	Kategori:Bulgarien
Bókmenntir	Litteratur
Flokkur:Frakkland	Kategori:Frankrike
Hernaðarlistin	Krigskonsten
Skáldskapur	Fiktion
Flokkur:Tónlist	Kategori:Musik
Þúsund og ein nótt	Tusen och en natt
Flokkur:Bókmenntir	Kategori:Litteratur
Skáldsaga	Roman
Flokkur:Ljóð	Kategori:Poesi
Draumurinn um rauða herbergið	Drömmar om röda gemak
Evrusvæðið	Euroområdet
Sagan um Genji	Berättelsen om Genji
Gilgameskviða	Gilgamesheposet
Manga	Manga
Ilíonskviða	Iliaden
Mahabarata	Mahabharata
MS (sjúkdómur)	Multipel skleros
Shahnameh	Shahnameh
Scribus	Scribus
David Guetta	David Guetta
Tvíkímblöðungar	Tvåhjärtbladiga växter
Rauðrefur	Rödräv
Bandaríska alríkislögreglan	Federal Bureau of Investigation
Harry Potter	Harry Potter
Trompet	Trumpet
Djass	Jazz
Klarínett	Klarinett
„Weird Al“ Yankovic	@@@u0026Weird Al@@@u0026 Yankovic
Fiðla	Violin
Valladolid	Valladolid
(What's The Story) Morning Glory?	(What's the Story) Morning Glory?
( )	( )
Reiknirit	Algoritm
Sumarólympíuleikarnir 1940	Olympiska sommarspelen 1940
Selló	Cello
.Mac	.Mac
Sumarólympíuleikarnir 1944	Olympiska sommarspelen 1944
Óbó	Oboe
Loðvík 10.	Ludvig X av Frankrike
Ostrava	Ostrava
Sjálfsfróun	Onani
Sumarólympíuleikarnir 1948	Olympiska sommarspelen 1948
Jóhann 1. Frakkakonungur	Johan I av Frankrike
Sumarólympíuleikarnir 1952	Olympiska sommarspelen 1952
Alexander mikli	Alexander den store
Sumarólympíuleikarnir 1956	Olympiska sommarspelen 1956
Konstantínus mikli	Konstantin den store
Sumarólympíuleikarnir 1960	Olympiska sommarspelen 1960
Handbolti	Handboll
Sumarólympíuleikarnir 1964	Olympiska sommarspelen 1964
Kýros mikli	Kyros II
Þjóðfélag	Samhälle (sociologi)
Sumarólympíuleikarnir 1968	Olympiska sommarspelen 1968
Siðmenning	Civilisation
Filippus 5. Frakkakonungur	Filip V av Frankrike
Menntun	Bildning
Fjölskylda	Familj
Sumarólympíuleikarnir 1972	Olympiska sommarspelen 1972
Hugo Chávez	Hugo Chávez
Karl	Man
Otto von Bismarck	Otto von Bismarck
Sumarólympíuleikarnir 1976	Olympiska sommarspelen 1976
Hjónaband	Äktenskap
Kurt Cobain	Kurt Cobain
Sumarólympíuleikarnir 1980	Olympiska sommarspelen 1980
Fóstureyðing	Abort
Dauðarefsing	Dödsstraff
Sumarólympíuleikarnir 1984	Olympiska sommarspelen 1984
Mannréttindi	Mänskliga rättigheter
Kynþáttahyggja	Rasism
Tímúr	Timur Lenk
Þrælahald	Slaveri
Borgarastríð	Inbördeskrig
1. FC Kaiserslautern	1. FC Kaiserslautern
Ómar mikli	Umar ibn al-Khattab
Sumarólympíuleikarnir 1988	Olympiska sommarspelen 1988
Her	Militär
Súleiman mikli	Süleyman I
Interpol	Interpol
Pétur mikli	Peter den store
Bringubein	Bröstben
Kaffi	Kaffe
Sumarólympíuleikarnir 1992	Olympiska sommarspelen 1992
Ávaxtasafi	Juice
Mjólk	Mjölk
Fjall	Berg
Gagnagrunnur	Databas
Eyðimörk	Öken
Sumarólympíuleikarnir 1996	Olympiska sommarspelen 1996
The Big Bang Theory	The Big Bang Theory
Sumarólympíuleikarnir 2000	Olympiska sommarspelen 2000
Sumarólympíuleikarnir 2004	Olympiska sommarspelen 2004
Sumarólympíuleikarnir 2008	Olympiska sommarspelen 2008
Sun Yat-sen	Sun Yat-sen
Sumarólympíuleikarnir 2012	Olympiska sommarspelen 2012
Saladín	Saladin
Ashoka mikli	Ashoka
101 dalmatíuhundur	101 dalmatiner
Akbar mikli	Akbar den store
Simón Bolívar	Simón Bolívar
Andrew Johnson	Andrew Johnson
Sumarólympíuleikarnir 2016	Olympiska sommarspelen 2016
Vestfalía	Westfalen
Pierre Trudeau	Pierre Trudeau
Kwame Nkrumah	Kwame Nkrumah
Hellas Verona	Hellas Verona FC
Jiddíska	Jiddisch
Hong Kong	Hongkong
Miami	Miami
12 mR	R 12
Karachi	Karachi
Kóreustríðið	Koreakriget
69. Golden Globe-verðlaunin	Golden Globe-galan 2012
Lagos	Lagos
Bandaríska borgarastríðið	Amerikanska inbördeskriget
Rio de Janeiro	Rio de Janeiro
Breska heimsveldið	Brittiska imperiet
Pan American World Airways	Pan American World Airways
Real Madrid	Real Madrid
Kalda stríðið	Kalla kriget
Seúl	Seoul
John. F. Kennedy International Airport	John F. Kennedy International Airport
Sjanghæ	Shanghai
Menningarbyltingin	Kulturrevolutionen
London Heathrow-flugvöllur	London-Heathrow flygplats
Bilbao	Bilbao
Kreppan mikla	Stora depressionen
Atlético Madrid	Club Atlético de Madrid
London Gatwick-flugvöllur	Gatwick flygplats
Walt Disney	Walt Disney
Meiji-endurreisnin	Meijirestaurationen
London Stansted-flugvöllur	London-Stansteds flygplats
Sevilla	Sevilla
Rússneska byltingin 1917	Ryska revolutionen
Tjingveldið	Qingdynastin
Versalasamningurinn	Versaillesfreden
Arkímedes	Arkimedes
Víetnamstríðið	Vietnamkriget
Thomas Alva Edison	Thomas Edison
Evklíð	Euklides
Albanska	Albanska
Michael Faraday	Michael Faraday
Baskneska	Baskiska
Enrico Fermi	Enrico Fermi
Colin Maclaurin	Colin Maclaurin
Leonardo Pisano	Leonardo Fibonacci
Aragónska	Aragonska
British Airways	British Airways
Henry Ford	Henry Ford
Jean Baptiste Joseph Fourier	Jean-Baptiste Joseph Fourier
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Galenos	Galenos
Armenska	Armeniska
Alsatíska	Elsassiska
Dulmálsfræði	Kryptografi
IP-samskiptareglur	Internetprotokoll
Úkraínska	Ukrainska
Bæti	Byte
TCP	Transmission control protocol
Biti (tölvufræði)	Bit
HTML	HTML
Augustin Louis Cauchy	Augustin Louis Cauchy
València	Valencia
Unicode	Unicode
Svartfellska	Montenegrinska
Robot Chicken	Robot Chicken
Palma de Mallorca	Palma de Mallorca
Propertius	Sextus Propertius
Majorka	Mallorca
Gaius Maecenas	Maecenas
Krabbinn (stjörnumerki)	Kräftan (stjärnbild)
Malaga	Málaga
Óríon (stjörnumerki)	Orion (stjärnbild)
Satyajit Ray	Satyajit Ray
Steven Spielberg	Steven Spielberg
Framkvæmdastjórn Evrópusambandsins	Europeiska kommissionen
Evrópska ráðið	Europeiska rådet
Evrópuþingið	Europaparlamentet
Ráðherraráð Evrópusambandsins	Europeiska unionens råd
Seðlabanki Evrópu	Europeiska centralbanken
Naðurvaldi	Ormbäraren
Evrópuráðið	Europarådet
Tvíburarnir (stjörnumerki)	Tvillingarna (stjärnbild)
Stjörnumerki	Stjärnbild
Evrópska efnahagssvæðið	Europeiska ekonomiska samarbetsområdet
Johann Gutenberg	Johannes Gutenberg
James Prescott Joule	James Prescott Joule
Johannes Kepler	Johannes Kepler
Schaffhausen	Schaffhausen
Max Planck	Max Planck
Sænska	Svenska
Danska	Danska
Nikola Tesla	Nikola Tesla
Al-Khwarizmi	Muhammad ibn Musa al-Khwarizmi
James Watt	James Watt
Norska	Norska
Chanakya	Chanakya
Gottfried Wilhelm von Leibniz	Gottfried Wilhelm von Leibniz
Noam Chomsky	Noam Chomsky
Lúxemborgíska	Luxemburgiska
Tékkneska	Tjeckiska
Slóvakíska	Slovakiska
Karl Marx	Karl Marx
Slóvenska	Slovenska
Ungverska	Ungerska
Voltaire	Voltaire
Eistneska	Estniska
Móses	Mose
Lettneska	Lettiska
Þekking	Kunskap
Litháíska	Litauiska
Hindúismi	Hinduism
Hvítrússneska	Vitryska
José Mujica	José Mujica
James Clerk Maxwell	James Clerk Maxwell
Tabaré Vázquez	Tabaré Vázquez
Brjóst	Kvinnobröst
Dmitri Mendelejev	Dmitrij Mendelejev
Kenenisa Bekele	Kenenisa Bekele
Frumeind	Atom
Ernest Rutherford	Ernest Rutherford
Winterthur	Winterthur
Ljós	Ljus
Gríska	Grekiska
Erwin Schrödinger	Erwin Schrödinger
Goðafræði	Mytologi
Stýrikerfi	Operativsystem
Taj Mahal	Taj Mahal
Írska	Iriska
Forritunarmál	Programspråk
Mörgæsir	Pingviner
Bókstafstrú	Fundamentalism
Dayron Robles	Dayron Robles
Tölvupóstur	E-post
Eingyðistrú	Monoteism
Fjölgyðistrú	Polyteism
Sál	Själ
Maltneska	Maltesiska
Persneska	Persiska
Trúarbrögð	Religion
Kóreska	Koreanska
Abraham	Abraham (patriark)
1. Mósebók	Första Moseboken
Kantónska	Kantonesiska
Empire State-byggingin	Empire State Building
2. Mósebók	Andra Moseboken
René Descartes	René Descartes
Mandarín	Mandarin (språk)
Víetnamska	Vietnamesiska
Páll postuli	Paulus
Frelsisstyttan	Frihetsgudinnan
C. S. Lewis	C.S. Lewis
Sigmund Freud	Sigmund Freud
Taílenska	Thai
Búrmíska	Burmesiska
Jaínismi	Jainism
Georg Wilhelm Friedrich Hegel	Friedrich Hegel
Indónesíska	Indonesiska
Mongólska	Mongoliska
Bakú	Baku
Kasakska	Kazakiska
Andrómeda (stjörnumerki)	Andromeda (stjärnbild)
Heimsminjaskrá UNESCO	Världsarv
Úsbekíska	Uzbekiska
Gyðingdómur	Judendom
Timfú	Thimphu
Bandar Seri Begawan	Bandar Seri Begawan
Bereníkuhaddur	Berenikes hår
Hebreska	Hebreiska
Aserbaídsjanska	Azerbajdzjanska
Ibn Khaldun	Ibn Khaldun
Makedónska	Makedonska
Serbneska	Serbiska
Velska	Kymriska
Dili	Dili
Immanuel Kant	Immanuel Kant
Gelíska	Skotsk gäliska
Síkismi	Sikhism
John Maynard Keynes	John Maynard Keynes
Lufthansa	Lufthansa
Vientiane	Vientiane
Guy de Maupassant	Guy de Maupassant
Hegðun	Beteende
Laó Tse	Lao Zi
Google Docs	Google Drive
Malé	Malé
Jóga	Yoga
Pikachu	Pikachu
John Locke	John Locke
Gianfranco Zola	Gianfranco Zola
Friedrich Nietzsche	Friedrich Nietzsche
Bishkek	Bisjkek
Jean-Paul Sartre	Jean-Paul Sartre
Dúshanbe	Dusjanbe
Lifur	Lever
Milta	Mjälte
Sima Qian	Sima Qian
Nýra	Njure
Adam Smith	Adam Smith
Þvagblaðra	Urinblåsan
Eista	Testikel
Þvagrás	Urinrör
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Kanínur	Kaniner
Zhu Xi	Zhu Xi
Ninja	Ninja
Uppvakningur	Zombie
Varúlfur	Varulv
Geðshræring	Känsla
Sálfræði	Psykologi
Hugsun	Tänkande
Timbúktú	Timbuktu
Haf	Ocean
Tómas af Aquino	Thomas av Aquino
Viktoría Bretadrottning	Viktoria av Storbritannien
Gautama Búdda	Buddha
Regnskógur	Regnskog
Enska úrvalsdeildin	Premier League
Þrætubók	Dialektik
Múhameð	Muhammed
Siðfræði	Etik
Þekkingarfræði	Epistemologi
Frjáls vilji	Fri vilja
IPod	Ipod
Íkorni	Ekorrar
Líkindi	Sannolikhet
Raunveruleiki	Verklighet
Öndun	Andning
BBC	BBC
ILife	Ilife
GarageBand	Garageband (datorprogram)
Tony Blair	Tony Blair
Al-Ghazali	Mohammad Ghazali
IPhoto	Iphoto
Marteinn Lúther	Martin Luther
IMovie	Imovie
John Major	John Major
IDVD	IDVD
IWeb	Iweb
Konfúsíusismi	Konfucianism
Gerald Ford	Gerald Ford
Vetrarólympíuleikarnir 1924	Olympiska vinterspelen 1924
Sjía	Shia
Richard Nixon	Richard Nixon
ITunes	Itunes
Vetrarólympíuleikarnir 1928	Olympiska vinterspelen 1928
Rómversk-kaþólska kirkjan	Romersk-katolska kyrkan
ITunes Store	Itunes Store
Vetrarólympíuleikarnir 1932	Olympiska vinterspelen 1932
Afturbolur	Buken
Daoismi	Taoism
Vetrarólympíuleikarnir 1936	Olympiska vinterspelen 1936
Sóróismi	Zoroastrism
Súfismi	Sufism
Mæna	Ryggmärg
Vetrarólympíuleikarnir 1940	Olympiska vinterspelen 1940
Bláæð	Ven (blodkärl)
Bengalska	Bengali
Vetrarólympíuleikarnir 1944	Olympiska vinterspelen 1944
Tunga	Tunga
Vetrarólympíuleikarnir 1948	Olympiska vinterspelen 1948
Chelsea F.C.	Chelsea FC
Arsenal F.C.	Arsenal FC
Bris	Bukspottkörtel
Taug	Nerv
Beinagrind mannsins	Människans skelett
Vetrarólympíuleikarnir 1952	Olympiska vinterspelen 1952
Blöðruhálskirtill	Prostata
Íhaldsflokkurinn (Bretland)	Konservativa partiet (Storbritannien)
Lífhimna	Bukhinna
Verkamannaflokkurinn (Bretland)	Labour
Eggjastokkur	Äggstock
Vetrarólympíuleikarnir 1956	Olympiska vinterspelen 1956
Háls	Hals
Vetrarólympíuleikarnir 1960	Olympiska vinterspelen 1960
Munnur	Mun
Vetrarólympíuleikarnir 1964	Olympiska vinterspelen 1964
Barkakýli	Struphuvud
Lyndon B. Johnson	Lyndon B. Johnson
Vetrarólympíuleikarnir 1968	Olympiska vinterspelen 1968
Liðamót	Led
Vetrarólympíuleikarnir 1972	Olympiska vinterspelen 1972
Falklandseyjar	Falklandsöarna
Meltingarkerfi	Mag- och tarmkanalen
Vetrarólympíuleikarnir 1980	Olympiska vinterspelen 1980
Slagæð	Artär
Vetrarólympíuleikarnir 1984	Olympiska vinterspelen 1984
Vetrarólympíuleikarnir 1988	Olympiska vinterspelen 1988
A	A
Stýrikerfiskjarni	Operativsystemkärna
Vetrarólympíuleikarnir 1994	Olympiska vinterspelen 1994
Vetrarólympíuleikarnir 1998	Olympiska vinterspelen 1998
Vetrarólympíuleikarnir 2002	Olympiska vinterspelen 2002
Michael Schumacher	Michael Schumacher
Vetrarólympíuleikarnir 2006	Olympiska vinterspelen 2006
Vetrarólympíuleikarnir 2010	Olympiska vinterspelen 2010
Mön (Írlandshafi)	Isle of Man
Vetrarólympíuleikarnir 2014	Olympiska vinterspelen 2014
Wighteyja	Isle of Wight
Hertford	Hertford
Elísabet 2. Bretadrottning	Elizabeth II
Tangveldið	Tangdynastin
The New York Times	The New York Times
Díana prinsessa	Diana, prinsessa av Wales
Henry Purcell	Henry Purcell
John F. Kennedy	John F. Kennedy
Rýrt úran	Utarmat uran
B	B
Blaðra	Ballong
Honoré de Balzac	Honoré de Balzac
Sæði	Sädesvätska
Klassísk tónlist	Klassisk musik
Sinfónía	Symfoni
G	G
U	U
Z	Z
Blús	Blues
Flamenco	Flamenco
F	F
J	J
Raftónlist	Elektronisk musik
Stafróf	Alfabet
Bókstafur	Bokstav
Reggí	Reggae
Saxófónn	Saxofon
T	T
C (bókstafur)	C
Eindhoven	Eindhoven
R	R
D	D
Alfa	Alfa
Ómega	Omega
I	I
Pestó	Pesto
Mý (bókstafur)	My
Mingveldið	Mingdynastin
E	E
H	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Haarlem	Haarlem
K	K
Haarlemmermeer	Haarlemmermeer
L	L
M	M
Fanta	Fanta
N	N
Hoorn	Hoorn
O	O
P	P
Q	Q
S	S
Ronald Reagan	Ronald Reagan
V	V
W	W
Texel	Texel
X	X
Y	Y
Á	Á
Ä	Ä
Å (bókstafur)	Å
Æ	Æ
Ð	Ð
É	É
Deventer	Deventer
Enschede	Enschede
Fí	Fi
Wanli	Wanli-kejsaren
Rafael Nadal	Rafael Nadal
Súetóníus	Suetonius
Söngvakeppni evrópskra sjónvarpsstöðva 2007	Eurovision Song Contest 2007
Söngvakeppni evrópskra sjónvarpsstöðva 2008	Eurovision Song Contest 2008
Söngvakeppni evrópskra sjónvarpsstöðva 2009	Eurovision Song Contest 2009
Söngvakeppni evrópskra sjónvarpsstöðva 2010	Eurovision Song Contest 2010
Söngvakeppni evrópskra sjónvarpsstöðva 2011	Eurovision Song Contest 2011
Söngvakeppni evrópskra sjónvarpsstöðva 2012	Eurovision Song Contest 2012
Söngvakeppni evrópskra sjónvarpsstöðva 2013	Eurovision Song Contest 2013
Zazaska	Zazaiska
Pragelato	Pragelato
Rafgas	Plasma
Ermarsundsgöngin	Kanaltunneln
Pýþagóras	Pythagoras
Colosseum	Colosseum
Meyjarhofið í Aþenu	Parthenon
Tunna	Tunna
Fátækt	Fattigdom
Sestriere	Sestriere
Zaragoza	Zaragoza
John McCain	John McCain
Gaupan	Lodjuret
Veiðihundarnir	Jakthundarna
Katrín, hertogaynja af Cambridge	Catherine, hertiginna av Cambridge
David Beckham	David Beckham
Ryan Giggs	Ryan Giggs
Hagaköngulær	Plattbuksspindlar
Heiðar Helguson	Heiðar Helguson
Fredrik Ljungberg	Fredrik Ljungberg
Nautið (stjörnumerki)	Oxen (stjärnbild)
Hrúturinn (stjörnumerki)	Väduren (stjärnbild)
Football Manager	Football Manager
Gordon Brown	Gordon Brown
Alex Salmond	Alex Salmond
Skoski þjóðarflokkurinn	Scottish National Party
1100	1100
Neville Chamberlain	Neville Chamberlain
Kim Jong-il	Kim Jong Il
Flokkur:Venesúela	Kategori:Venezuela
Sega Mega Drive	Sega Mega Drive
PlayStation	Playstation
PlayStation 2	Playstation 2
PlayStation 3	Playstation 3
Belfast	Belfast
Cardiff	Cardiff
Plaid Cymru	Plaid Cymru
Lotukerfið	Periodiska systemet
Þórshöfn (Færeyjum)	Torshamn
Red Hot Chili Peppers	Red Hot Chili Peppers
At-merki	Snabel-a
Georgetown	Georgetown, Guyana
Sjálfsmorð	Självmord
Svín (ættkvísl)	Svin
Dildó	Dildo
Hryðjuverkin 11. september 2001	11 september-attackerna
Skriðdýr	Kräldjur
Kynlífsleikfang	Sexuella hjälpmedel
Hryðjuverkin 7. júlí 2005	Bombdåden i London 2005
Nagdýr	Gnagare
Dúfur	Duvor
Spænska borgarastyrjöldin	Spanska inbördeskriget
Forngerlar	Arkéer
Blinda	Blindhet
Gerlar	Bakterier
Tré	Träd
Frumverur	Protister
Lambda	Lambda
Froskdýr	Groddjur
Seildýr	Ryggsträngsdjur
Harðkjarnapönk	Hardcorepunk
Stafrófsröð	Alfabetisk ordning
Tilfinningarokk	Emo
Krabbaþokan	Krabbnebulosan
Ostur	Ost
Vínber	Druva
Þríþraut	Triathlon
Hunang	Honung
Kjöt	Kött
Tiger Woods	Tiger Woods
Kartafla	Potatis
Matarsykur	Socker
Grænmeti	Grönsaker
Sojabaun	Sojaböna
Hneta	Nöt
Breska þingið	Storbritanniens parlament
Vélmenni	Robot
Tækni	Teknologi
Vél	Maskin
Skrúfa	Skruv
Verkfræði	Ingenjörsvetenskap
Samskipti	Kommunikation
Upplýsingar	Information
Blaðamennska	Journalistik
Dagblað	Tidning
Fjölmiðill	Massmedium
Prentun	Tryckteknik
Sími	Telefon
The Rolling Stones	The Rolling Stones
Menning	Kultur
Hindí-úrdú	Hindustani
Ríbósakjarnsýra	Ribonukleinsyra
Sanskrít	Sanskrit
Blóðrásarkerfi	Hjärt- och kärlsystemet
Innkirtlakerfi	Endokrina systemet
Alzheimer	Alzheimers sjukdom
Ristill	Tjocktarm
Parkinsonsveiki	Parkinsons sjukdom
Mjógirni	Tunntarm
Athygli	Sinnesorgan
Ibn al-Haytham	Alhazen
Beikon	Bacon
Sonia Sotomayor	Sonia Sotomayor
Söngvakeppni evrópskra sjónvarpsstöðva 2000	Eurovision Song Contest 2000
Söngvakeppni evrópskra sjónvarpsstöðva 1999	Eurovision Song Contest 1999
Lugo	Lugo
IP-tala	IP-adress
Samuel Alito	Samuel Alito
Maastrichtsáttmálinn	Fördraget om Europeiska unionen
The Guardian	The Guardian
Enski bikarinn	FA-cupen
Enski deildabikarinn	Engelska Ligacupen
John G. Roberts	John Roberts
Sýra	Syra
UDP	User Datagram Protocol
Ólífræn efnafræði	Oorganisk kemi
Super Mario Bros.	Super Mario Bros.
Spurningarmerki	Frågetecken
Efnasamband	Kemisk förening
Tvíbroddur	Cirkumflex
22. öldin	2100-talet
Network address translation	Network Address Translation
Júlíska tímatalið	Julianska kalendern
Læknisfræði	Medicinsk vetenskap
Basi	Bas (kemi)
Sarajevó	Sarajevo
Logri	Logaritm
Hæstiréttur Bandaríkjanna	USA:s högsta domstol
Línulegt jöfnuhneppi	Linjärt ekvationssystem
Löggjafarvald	Lagstiftande församling
Talnareikningur	Aritmetik
Stjórnskipunarréttur	Statsrätt
Pentagon	Pentagon (byggnad)
Hnit (stærðfræði)	Koordinatsystem
Bandaríkjaher	USA:s väpnade styrkor
Windows 7	Windows 7
Strumparnir	Smurfarna
Hundraðshluti	Procent
Windows Vista	Windows Vista
World Trade Center	World Trade Center
One World Trade Center	One World Trade Center
Windows XP	Windows XP
Borðsalt	Salt
Fidel Castro	Fidel Castro
Times Square	Times Square
Broadway	Broadway
Bandaríkjaþing	USA:s kongress
Flokkur:Brasilía	Kategori:Brasilien
Vefþjónn	Webbserver
Manhattan	Manhattan
Skýjakljúfur	Skyskrapa
Verslunarmiðstöð	Köpcentrum
Flokkur:Rúmenía	Kategori:Rumänien
Frumefni	Grundämne
Jafna	Ekvation
Fall (stærðfræði)	Funktion
Lífræn efnafræði	Organisk kemi
Sykra	Kolhydrat
Aryabhata	Aryabhata
Hormón	Hormon
Grugg	Grunge
Jaðarrokk	Alternativ rock
Fita	Lipid
Unix	Unix
Sameind	Molekyl
Eðlisefnafræði	Fysikalisk kemi
Hröðun	Acceleration
Síva	Shiva
Orka	Energi
Visnjú	Vishnu
Staðarnet	Lokalt datornät
Orkuvarðveisla	Energiprincipen
Víðnet	Wide Area Network
Rafsegulgeislun	Elektromagnetisk strålning
Innrautt ljós	Infraröd strålning
Brama	Brahma
Útfjólublátt ljós	Ultraviolett strålning
Tegund í útrýmingarhættu	Utrotningshotad art
Tamning	Domesticering
Sígild aflfræði	Klassisk mekanik
Vísindaleg flokkun	Vetenskapligt namn
Rokk	Rockmusik
Hipphopp	Hiphop
Kraftur	Kraft
Samba	Samba (musik)
Tromma	Trumma
Flauta	Flöjt
Rafsegulfræði	Elektromagnetism
Segulsvið	Magnetfält
