阿非利加洲	Afrika
Category:二十世紀	Kategori:1900-talet
Template:IPA	Mall:IPA
Template:釋義二	Mall:Olika betydelser
Category:東羅馬史	Kategori:Bysantinska riket
Template:LangWithName	Mall:LangWithName
Template:Dyk	Portal:Huvudsida/Visste du att
Template:Archive box	Mall:Arkivbox
Template:KIA	Mall:KIA
Template:Navbox with collapsible groups	Mall:Navbox with collapsible groups
Template:Copyvio	Mall:Plagiat
Template:元素週期表	Mall:Periodiska systemet navbox
Template:天下觀	Mall:Global
Template:Image label end	Mall:Image label end
Template:澳大利亞地方	Mall:Australiens delstater och territorier
Template:Purge	Mall:Rensa
Template:土星之衛星	Mall:Saturnus månar
Template:User IE	Mall:Användare Internet Explorer
Template:中華人民共和國地方	Mall:Kina
Template:齋	Mall:Wikipediaanvändare
Template:User	Mall:Anv-data
非標準實數	Hyperreella tal
Template:Note	Mall:Note
Category:公司	Kategori:Företag
Template:User fr-3	Mall:Användare fr-3
Template:Th	Mall:Th ikon
Template:Redirect	Mall:Omdirigering
Category:電腦	Kategori:Datorer
Category:器	Kategori:Utrustning
Template:SUL Box	Mall:SUL Box
Category:複分析	Kategori:Komplex analys
Category:User ja-N	Kategori:Användare ja-N
Category:茶	Kategori:Te
Template:Browsebar	Mall:Browsebar
Template:釋義	Mall:Förgrening
Category:攝影	Kategori:Fotografi
Category:天皇本紀	Kategori:Japanska kejsare
Category:德意志第三帝國書	Kategori:Nazityskland
Category:朝鮮史	Kategori:Koreas historia
Category:礦冶	Kategori:Gruvdrift
Template:Legend inline	Mall:Legend inline
Template:User ksh	Mall:Användare ksh
Template:User yue-3	Mall:Användare zh-yue-3
Template:User yue-1	Mall:Användare zh-yue-1
Category:廣州	Kategori:Guangzhou
Category:建築	Kategori:Arkitektur
Category:生物	Kategori:Organismer
Template:De	Mall:De ikon
Template:Infobox person	Mall:Infobox biografi
Category:鐵路	Kategori:Spårtrafik
Template:InterWiki	Mall:Interwiki
Category:金蘭之模	Kategori:Interwikimallar
Template:User la-1	Mall:Användare la-1
Template:APEC	Mall:Apec
Template:歐洲	Mall:Europa
Category:User yue	Kategori:Användare zh-yue
Category:User sk	Kategori:Användare sk
Category:User fr	Kategori:Användare fr
Category:User id	Kategori:Användare id
Category:User ja	Kategori:Användare ja
Category:User la	Kategori:Användare la
Category:User th	Kategori:Användare th
Category:User fr-3	Kategori:Användare fr-3
Category:User fr-2	Kategori:Användare fr-2
Category:User ja-2	Kategori:Användare ja-2
Category:User ko-N	Kategori:Användare ko-N
Category:User fr-N	Kategori:Användare fr-N
Category:User ru-N	Kategori:Användare ru-N
Category:娛樂	Kategori:Nöjen
Category:商學	Kategori:Näringsliv
Template:User yue	Mall:Användare zh-yue
Category:文字	Kategori:Skrift
Category:User bg	Kategori:Användare bg
Category:輕小說	Kategori:Light novels
Category:道教	Kategori:Taoism
Category:User bg-N	Kategori:Användare bg-N
Category:User sk-N	Kategori:Användare sk-N
Category:User de	Kategori:Användare de
Category:User de-2	Kategori:Användare de-2
Category:User de-N	Kategori:Användare de-N
Category:User en-3	Kategori:Användare en-3
Category:User en-N	Kategori:Användare en-N
Category:User es	Kategori:Användare es
Category:User es-1	Kategori:Användare es-1
Category:User id-3	Kategori:Användare id-3
Category:韓語	Kategori:Koreanska
Category:幾何	Kategori:Geometri
Category:User ja-1	Kategori:Användare ja-1
Category:User ko	Kategori:Användare ko
Category:User ko-1	Kategori:Användare ko-1
Category:User ko-2	Kategori:Användare ko-2
Category:User ksh	Kategori:Användare ksh
Category:User ksh-N	Kategori:Användare ksh-N
Category:User la-3	Kategori:Användare la-3
Category:斯巴達書	Kategori:Sparta
Template:辨	Mall:Förväxlas
Category:User ru-1	Kategori:Användare ru-1
維基大典:巴别	Wikipedia:Babel
Template:木星之衛星	Mall:Jupiters månar
Category:化合物	Kategori:Kemiska föreningar
Category:大洋洲史	Kategori:Oceaniens historia
長安	Chang’an
Template:Math.abs	Mall:Abs
Category:以嗜好類之維基人	Kategori:Wikipedia:Användare efter intresse
Category:廣東省	Kategori:Guangdong
Category:四川省	Kategori:Sichuan
Category:遼寧省	Kategori:Liaoning
Category:陝西省	Kategori:Shaanxi
Category:安徽省	Kategori:Anhui
Category:江西省	Kategori:Jiangxi
Category:江蘇省	Kategori:Jiangsu
Category:吉林省	Kategori:Jilin
Category:福建省	Kategori:Fujian
Category:海南省	Kategori:Hainan
Category:河北省	Kategori:Hebei
Category:黑龍江省	Kategori:Heilongjiang
Category:湖北省	Kategori:Hubei
Category:地理	Kategori:Fysisk geografi
Category:水	Kategori:Vatten
Category:美洲史	Kategori:Amerikas historia
Template:提案	Mall:Föreslagen riktlinje
Category:社會科學	Kategori:Samhällsvetenskap
Template:Zh	Mall:Zh ikon
Template:User ja-2	Mall:Användare ja-2
Template:User ko-1	Mall:Användare ko-1
Template:User ru-2	Mall:Användare ru-2
Category:User ru	Kategori:Användare ru
Category:User ru-2	Kategori:Användare ru-2
Category:User yue-1	Kategori:Användare zh-yue-1
Template:En	Mall:En ikon
Category:山東省	Kategori:Shandong
Category:雲南省	Kategori:Yunnan
Category:浙江省	Kategori:Zhejiang
Category:青海省	Kategori:Qinghai
Category:河南省	Kategori:Henan
Category:湖南省	Kategori:Hunan
Template:Lang	Mall:Lang
Category:日本文學	Kategori:Japansk litteratur
Category:群學	Kategori:Sociologi
Template:2images	Mall:Dubbel bild
Category:三世紀	Kategori:200-talet
Category:十七世紀	Kategori:1600-talet
Category:七世紀	Kategori:600-talet
Category:人	Kategori:Människor
Category:東羅馬本紀	Kategori:Bysantinska kejsare
Category:門	Kategori:Portaler
Template:Ko	Mall:Ko ikon
Template:粒子	Mall:Navigationsruta partiklar
Template:Main	Mall:Huvudartikel
Category:User zh-0	Kategori:Användare zh-0
Category:希臘史	Kategori:Greklands historia
Category:澳大利亞史	Kategori:Australiens historia
Category:北韓紀事	Kategori:Nordkoreas historia
Category:加拿大史	Kategori:Kanadas historia
Template:User ko	Mall:Användare ko
Template:User ko-0	Mall:Användare ko-0
Template:User ru-1	Mall:Användare ru-1
Category:俄羅斯史	Kategori:Rysslands historia
Template:Multi-listen end	Mall:Multi-listen end
Category:羅馬皇帝本紀	Kategori:Romerska kejsare
維基大典:維基聊齋	Wikipedia:Kuriosaartiklar
Category:戲劇	Kategori:Teater
Category:中東史	Kategori:Främre Orientens historia
Category:User zh-1	Kategori:Användare zh-1
Category:User zh-4	Kategori:Användare zh-4
Category:User zh-3	Kategori:Användare zh-3
Category:User zh-2	Kategori:Användare zh-2
Category:刑法	Kategori:Straffrätt
Category:酸	Kategori:Syror
Category:算法	Kategori:Algoritmer
Category:一世紀	Kategori:000-talet
Category:十四世紀	Kategori:1300-talet
Category:二世紀	Kategori:100-talet
Category:四世紀	Kategori:300-talet
Category:十八世紀	Kategori:1700-talet
Category:八世紀	Kategori:700-talet
Category:整數	Kategori:Heltal
Category:香港列傳	Kategori:Personer från Hongkong
Category:印歐語系	Kategori:Indoeuropeiska språk
Category:化學元素	Kategori:Grundämnen
Category:日本小說	Kategori:Japanska romaner
Template:中國世界遺產	Mall:Världsarv i Kina
Category:姓氏	Kategori:Efternamn
Category:朝鮮民主主義人民共和國書	Kategori:Nordkorea
Category:英國史	Kategori:Storbritanniens historia
Category:中華史	Kategori:Kinas historia
Category:臺灣省教育	Kategori:Utbildning i Taiwan
Category:新聞學	Kategori:Journalistik
Category:前二世紀	Kategori:100-talet f.Kr.
Category:前三世紀	Kategori:200-talet f.Kr.
Category:越南地理志	Kategori:Vietnams geografi
Category:高句麗書	Kategori:Koguryo
Category:蘇聯書	Kategori:Sovjetunionen
Category:古羅馬史	Kategori:Antikens Rom
Category:滿洲國志	Kategori:Manchukuo
Category:前一世紀	Kategori:000-talet f.Kr.
Category:美國總統世家	Kategori:USA:s presidenter
Category:歐洲史	Kategori:Europas historia
Category:魚	Kategori:Fiskar
Category:北京市	Kategori:Peking
Category:果	Kategori:Frukter
Category:天候學	Kategori:Klimatologi
Category:亞洲地理志	Kategori:Asiens geografi
Category:人類學	Kategori:Antropologi
Category:作業系統	Kategori:Operativsystem
Category:明書	Kategori:Mingdynastin
Category:阮氏大南書	Kategori:Nguyendynastin
Category:天演	Kategori:Evolution
Category:動物	Kategori:Djur
Category:俄羅斯加盟共和國	Kategori:Rysslands delrepubliker
Category:三國書	Kategori:De tre kungadömena
Category:涼宮春日	Kategori:Haruhi Suzumiya
Category:兵器	Kategori:Vapen
Category:紀年	Kategori:Tideräkning
Category:弦論	Kategori:Strängteori
Category:數學分析	Kategori:Matematisk analys
Category:樂器	Kategori:Musikinstrument
Category:氣象	Kategori:Meteorologi
Category:實驗儀器	Kategori:Laboratorieutrustning
Category:香港	Kategori:Hongkong
Category:PS2遊戲	Kategori:Playstation 2-spel
Category:鹽	Kategori:Salter
Category:廣西壯族自治區	Kategori:Guangxi
Category:衣	Kategori:Kläder
Category:上海市	Kategori:Shanghai
Category:龜	Kategori:Sköldpaddor
Category:節日	Kategori:Festivaler
Category:臺北市	Kategori:Taipei
Category:書體	Kategori:Typsnitt
Category:古希臘史	Kategori:Antikens Grekland
Category:交通	Kategori:Transport
Category:玩	Kategori:Leksaker
Category:清本紀	Kategori:Qingdynastins kejsare
Category:群論	Kategori:Gruppteori
Category:數論	Kategori:Talteori
Category:拓撲學	Kategori:Topologi
Category:疇人	Kategori:Matematiker
Category:雕塑	Kategori:Skulptur
Category:大韓民國大統領世家	Kategori:Sydkoreas presidenter
Category:漢語	Kategori:Kinesiska
Category:澳門	Kategori:Macao
Category:塔	Kategori:Torn
Category:衛星	Kategori:Månar
Category:數理物理	Kategori:Matematisk fysik
Category:數學史	Kategori:Matematikens historia
Category:目錄學	Kategori:Bibliografi
夏至	Sommarsolståndet
中國 (釋義)	China
門:數學	Portal:Matematik
Category:三國人	Kategori:Personer under De tre kungadömena
Category:美國維基人	Kategori:Användare USA
Template:User yue-4	Mall:Användare zh-yue-4
Template:User yue-2	Mall:Användare zh-yue-2
Template:Sister	Mall:Interwikimall
Category:代數	Kategori:Algebra
Category:User ko-0	Kategori:Användare ko-0
Category:胴體	Kategori:Torso
Category:鹼	Kategori:Baser
Category:橋	Kategori:Broar
Category:矮行星	Kategori:Dvärgplaneter
Category:地震	Kategori:Jordbävningar
Category:東正教會	Kategori:Ortodox kristendom
Category:香港教育	Kategori:Utbildning i Hongkong
Category:電極	Kategori:Elektroder
Category:版權	Kategori:Upphovsrätt
Category:世界語	Kategori:Esperanto
Template:Lang-zh	Mall:Zh
Category:語法格	Kategori:Kasus
Category:內蒙古自治區	Kategori:Inre Mongoliet
Category:日本年號	Kategori:Japanska tideräkningsperioder
Category:蘇州市	Kategori:Suzhou
Category:律史	Kategori:Rättshistoria
門:化學	Portal:Kemi
Category:軍事	Kategori:Krigföring
Category:泰國報章	Kategori:Thailändska tidningar
Category:有機化學	Kategori:Organisk kemi
Category:琉球群島	Kategori:Ryukyuöarna
Category:船舶	Kategori:Fartyg
Category:衡器	Kategori:Mätinstrument
Category:電話	Kategori:Telefoni
Category:音節文字	Kategori:Stavelseskrift
Category:臺灣省大專院校	Kategori:Universitet och högskolor i Taiwan
Category:User cdo	Kategori:Användare cdo
Category:User cdo-N	Kategori:Användare cdo-N
Category:應用科學	Kategori:Tillämpade vetenskaper
Category:中華當世諸省	Kategori:Kinas provinser
Category:輿圖學	Kategori:Kartografi
Category:行星環	Kategori:Planetariska ringar
Template:Image label begin	Mall:Image label begin
Category:儒家	Kategori:Konfucianism
Category:民法	Kategori:Civilrätt
Category:李代數	Kategori:Liealgebror
Category:寧波市	Kategori:Ningbo
Template:Babels	Mall:Babels
Category:方位	Kategori:Väderstreck
Category:User en-1	Kategori:Användare en-1
Category:User de-1	Kategori:Användare de-1
Category:語言標示模	Kategori:Språkikoner
Category:非洲史	Kategori:Afrikas historia
Category:國憲	Kategori:Statsrätt
Template:FZW-Intro	Mall:Kontakt
Help:校對	Wikipedia:Flagged revisions
雨冰	Frysande regn
Template:海王星之衛星	Mall:Neptunus månar
Template:Multi-listen item	Mall:Multi-listen item
Template:User zh-yue-0	Mall:Användare zh-yue-0
維基大典:編輯次數	Wikipedia:Lista över Wikipedia-användare sorterad efter antalet redigeringar
Template:Style/IPA	Mall:Style/IPA
Template:Style/yid	Mall:Style/yid
麗水市	Lishui
Module:Yesno	Modul:Yesno
如釋冰	Let It Go (Disney)
Module:Arguments	Modul:Arguments
Special:近易	Special:Senaste ändringar
Module:HtmlBuilder	Modul:HtmlBuilder
Module:String	Modul:String
Module:Navbox	Modul:Navbox
Module:Infobox	Modul:Infobox
雨傘運動	Protesterna i Hongkong 2014
代言 (動漫)	Maskot
